participant,quarter,stimulusSet,item,rank,truthRank,session
26,W2024,US states 0 GROUP,Alabama,4,,1
26,W2024,US states 0 GROUP,Maine,5,,1
26,W2024,US states 1 GROUP,Ohio,1,,1
26,W2024,US states 1 GROUP,Connecticut,2,,1
26,W2024,US states 1 GROUP,Utah,3,,1
26,W2024,US states 1 GROUP,Iowa,4,,1
26,W2024,US states 1 GROUP,Delaware,5,,1
26,W2024,animal speeds 0 GROUP,Cheetah,1,,1
26,W2024,animal speeds 0 GROUP,Ostrich,2,,1
26,W2024,animal speeds 0 GROUP,Mexican free-tailed bat,3,,1
26,W2024,animal speeds 1 GROUP,Rock dove,1,,1
26,W2024,animal speeds 1 GROUP,Peregrine falcon,2,,1
26,W2024,animal speeds 1 GROUP,Swordfish,3,,1
26,W2024,animal speeds 1 GROUP,Anna's hummingbird,4,,1
26,W2024,animal speeds 1 GROUP,Blue wildebeest,5,,1
26,W2024,animal speeds 1 GROUP,Coyote,6,,1
26,W2024,animal speeds 1 GROUP,Quarter horse,7,,1
26,W2024,Olympic medals 0 GROUP,United States,1,,1
26,W2024,Olympic medals 0 GROUP,Japan,2,,1
26,W2024,Olympic medals 0 GROUP,Norway,3,,1
26,W2024,Olympic medals 1 GROUP,Germany,1,,1
26,W2024,Olympic medals 1 GROUP,Sweden,2,,1
26,W2024,Olympic medals 1 GROUP,Italy,3,,1
26,W2024,Olympic medals 1 GROUP,Soviet Union,4,,1
26,W2024,Olympic medals 1 GROUP,Great Britain,5,,1
26,W2024,Olympic medals 1 GROUP,China,6,,1
26,W2024,Olympic medals 1 GROUP,France,7,,1
26,W2024,SuperBowl halftime  0 GROUP,Rihanna,1,,1
26,W2024,SuperBowl halftime  0 GROUP,The Weeknd,2,,1
26,W2024,SuperBowl halftime  0 GROUP,Coldplay,3,,1
26,W2024,SuperBowl halftime  0 GROUP,Beyoncé,4,,1
26,W2024,SuperBowl halftime  0 GROUP,Bruno Mars,5,,1
26,W2024,SuperBowl halftime  1 GROUP,Usher,1,,1
26,W2024,SuperBowl halftime  1 GROUP,Maroon 5,2,,1
26,W2024,SuperBowl halftime  1 GROUP,Travis Scott,3,,1
26,W2024,SuperBowl halftime  1 GROUP,Big Boi,4,,1
26,W2024,SuperBowl halftime  1 GROUP,Eminem,5,,1
26,W2024,SuperBowl halftime  1 GROUP,Dr. Dre.,6,,1
26,W2024,SuperBowl halftime  1 GROUP,Snoop Dogg,7,,1
26,W2024,SuperBowl halftime  1 GROUP,Kendrick Lamar,8,,1
26,W2024,SuperBowl halftime  1 GROUP,Mary J. Blige,9,,1
26,W2024,SuperBowl halftime  1 GROUP,Justin Timberlake,10,,1
26,W2024,SuperBowl halftime  1 GROUP,The Tennessee Kids,11,,1
26,W2024,SuperBowl halftime  1 GROUP,Lady Gaga,12,,1
26,W2024,SuperBowl halftime  1 GROUP,Shakira,13,,1
26,W2024,SuperBowl halftime  1 GROUP,Jennifer Lopez,14,,1
26,W2024,SuperBowl halftime  1 GROUP,Bad Bunny,15,,1
26,W2024,SuperBowl halftime  1 GROUP,J Balvin,16,,1
26,W2024,SuperBowl halftime  1 GROUP,Emme Muñiz,17,,1
26,W2024,SuperBowl halftime  1 GROUP,Katy Perry,18,,1
26,W2024,SuperBowl halftime  1 GROUP,Lenny Kravitz,19,,1
26,W2024,SuperBowl halftime  1 GROUP,Missy Elliot,20,,1
26,W2024,book publishing date 0 GROUP,Harry Potter and the Sorcerer's Stone,1,,1
26,W2024,book publishing date 0 GROUP,To Kill a Mockingbird,2,,1
26,W2024,book publishing date 0 GROUP,The Great Gatsby,3,,1
26,W2024,book publishing date 0 GROUP,Crime and Punishment,4,,1
26,W2024,book publishing date 1 GROUP,Pride and Prejudice,1,,1
26,W2024,book publishing date 1 GROUP,The Color Purple,2,,1
26,W2024,book publishing date 1 GROUP,One Hundred Years of Solitude,3,,1
26,W2024,book publishing date 1 GROUP,All Quiet on the Western Front,4,,1
26,W2024,book publishing date 1 GROUP,The Da Vinci Code,5,,1
26,W2024,book publishing date 1 GROUP,The Fellowship of the Ring,6,,1
473,W2024,US cities  0 GROUP,New York,1,,1
473,W2024,US cities  0 GROUP,Los Angeles,2,,1
473,W2024,US cities  0 GROUP,Chicago,3,,1
473,W2024,US cities  1 GROUP,Dallas,1,,1
473,W2024,US cities  1 GROUP,Phoenix,2,,1
473,W2024,US cities  1 GROUP,San Antonio,3,,1
473,W2024,US cities  1 GROUP,Philadelphia,4,,1
473,W2024,US cities  1 GROUP,Houston,5,,1
473,W2024,US cities  1 GROUP,San Diego,6,,1
473,W2024,US cities  1 GROUP,San Jose,7,,1
473,W2024,recent events 0 GROUP,Las Vegas shooting,1,,1
473,W2024,recent events 0 GROUP,Same Sex Marriage,2,,1
473,W2024,recent events 0 GROUP,Sandy Hook shooting,3,,1
473,W2024,recent events 0 GROUP,Michael Jackson's death,4,,1
473,W2024,recent events 0 GROUP,iPhone introduced,5,,1
473,W2024,recent events 0 GROUP,Hurricane Katrina,6,,1
473,W2024,recent events 0 GROUP,Mean Girls released,7,,1
473,W2024,recent events 0 GROUP,US Invasion of Iraq,8,,1
473,W2024,recent events 0 GROUP,September 11th,9,,1
473,W2024,US presidents  0 GROUP,Harry S. Truman,1,,1
473,W2024,US presidents  0 GROUP,Dwight D. Eisenhower,2,,1
473,W2024,US presidents  0 GROUP,Franklin D. Roosevelt,3,,1
473,W2024,US presidents  0 GROUP,Woodrow Wilson,4,,1
473,W2024,US presidents  0 GROUP,Theodore Roosevelt,5,,1
473,W2024,US presidents  0 GROUP,Thomas Jefferson,6,,1
473,W2024,US presidents  0 GROUP,John Adams,7,,1
473,W2024,US presidents  0 GROUP,George Washington,8,,1
473,W2024,US presidents  1 GROUP,James Monroe,1,,1
473,W2024,US presidents  1 GROUP,Andrew Jackson,2,,1
473,W2024,US holidays 0 GROUP,New Year's Day,1,1,1
473,W2024,US holidays 0 GROUP,Martin Luther King Jr. Day,2,2,1
473,W2024,US holidays 0 GROUP,Presidents' Day,3,3,1
473,W2024,US holidays 0 GROUP,Memorial Day,4,4,1
473,W2024,US holidays 0 GROUP,Independence Day,5,5,1
473,W2024,US holidays 0 GROUP,Labor Day,6,6,1
473,W2024,US holidays 0 GROUP,Indigenous Peoples' Day (changed Columbus Day),7,7,1
473,W2024,US holidays 0 GROUP,Halloween,8,9,1
473,W2024,US holidays 0 GROUP,Veterans Day,9,10,1
473,W2024,US holidays 0 GROUP,Thanksgiving Day,10,11,1
473,W2024,movie releases 0 GROUP,Jurassic Park,1,,1
473,W2024,movie releases 0 GROUP,The Lion King,2,,1
473,W2024,movie releases 0 GROUP,Independence Day,3,,1
473,W2024,movie releases 0 GROUP,Titanic,4,,1
473,W2024,movie releases 0 GROUP,Harry Potter and the Sorcerer's Stone,5,,1
473,W2024,movie releases 0 GROUP,The Incredibles,6,,1
473,W2024,movie releases 0 GROUP,Finding Nemo,7,,1
473,W2024,movie releases 0 GROUP,Casino Royale,8,,1
473,W2024,movie releases 0 GROUP,The Da Vinci Code,9,,1
473,W2024,movie releases 0 GROUP,Spider-Man 3,10,,1
473,W2024,US states 0 GROUP,Maine,1,,1
473,W2024,US states 0 GROUP,Connecticut,2,,1
473,W2024,US states 0 GROUP,Delaware,3,,1
473,W2024,US states 0 GROUP,Virginia,4,,1
473,W2024,US states 0 GROUP,Alabama,5,,1
473,W2024,US states 0 GROUP,Ohio,6,,1
473,W2024,US states 0 GROUP,Nebraska,7,,1
473,W2024,US states 0 GROUP,Iowa,8,,1
473,W2024,US states 0 GROUP,Utah,9,,1
473,W2024,US states 0 GROUP,Oregon,10,,1
473,W2024,animal speeds 0 GROUP,Cheetah,1,,1
473,W2024,animal speeds 0 GROUP,Coyote,2,,1
473,W2024,animal speeds 0 GROUP,Blue wildebeest,3,,1
473,W2024,animal speeds 0 GROUP,Quarter horse,4,,1
473,W2024,animal speeds 1 GROUP,Swordfish,1,,1
473,W2024,animal speeds 1 GROUP,Anna's hummingbird,2,,1
473,W2024,animal speeds 1 GROUP,Rock dove,3,,1
473,W2024,animal speeds 1 GROUP,Mexican free-tailed bat,4,,1
473,W2024,animal speeds 1 GROUP,Ostrich,5,,1
473,W2024,animal speeds 1 GROUP,Peregrine falcon,6,,1
473,W2024,Olympic medals 0 GROUP,Japan,1,,1
473,W2024,Olympic medals 0 GROUP,China,2,,1
473,W2024,Olympic medals 0 GROUP,United States,3,,1
473,W2024,Olympic medals 1 GROUP,Soviet Union,1,,1
473,W2024,Olympic medals 1 GROUP,Italy,2,,1
473,W2024,Olympic medals 1 GROUP,Great Britain,3,,1
473,W2024,Olympic medals 1 GROUP,France,4,,1
473,W2024,Olympic medals 1 GROUP,Sweden,5,,1
473,W2024,Olympic medals 1 GROUP,Norway,6,,1
473,W2024,Olympic medals 1 GROUP,Germany,7,,1
473,W2024,SuperBowl halftime  0 GROUP,Usher,1,,1
473,W2024,SuperBowl halftime  0 GROUP,Rihanna,2,,1
473,W2024,SuperBowl halftime  0 GROUP,Eminem,3,,1
473,W2024,SuperBowl halftime  0 GROUP,Dr. Dre.,4,,1
473,W2024,SuperBowl halftime  0 GROUP,Snoop Dogg,5,,1
473,W2024,SuperBowl halftime  0 GROUP,Kendrick Lamar,6,,1
473,W2024,SuperBowl halftime  0 GROUP,Mary J. Blige,7,,1
473,W2024,SuperBowl halftime  0 GROUP,The Weeknd,8,,1
473,W2024,SuperBowl halftime  0 GROUP,Shakira,9,,1
473,W2024,SuperBowl halftime  0 GROUP,Jennifer Lopez,10,,1
473,W2024,SuperBowl halftime  0 GROUP,Bad Bunny,11,,1
473,W2024,SuperBowl halftime  0 GROUP,J Balvin,12,,1
473,W2024,SuperBowl halftime  0 GROUP,Emme Muñiz,13,,1
473,W2024,SuperBowl halftime  0 GROUP,Coldplay,14,,1
473,W2024,SuperBowl halftime  0 GROUP,Beyoncé,15,,1
473,W2024,SuperBowl halftime  0 GROUP,Bruno Mars,16,,1
473,W2024,SuperBowl halftime  1 GROUP,Justin Timberlake,1,,1
473,W2024,SuperBowl halftime  1 GROUP,The Tennessee Kids,2,,1
473,W2024,SuperBowl halftime  1 GROUP,Lady Gaga,3,,1
473,W2024,SuperBowl halftime  1 GROUP,Katy Perry,4,,1
473,W2024,SuperBowl halftime  1 GROUP,Lenny Kravitz,5,,1
473,W2024,SuperBowl halftime  1 GROUP,Missy Elliot,6,,1
473,W2024,SuperBowl halftime  1 GROUP,Maroon 5,7,,1
473,W2024,SuperBowl halftime  1 GROUP,Travis Scott,8,,1
473,W2024,SuperBowl halftime  1 GROUP,Big Boi,9,,1
473,W2024,book publishing date 0 GROUP,Harry Potter and the Sorcerer's Stone,1,,1
473,W2024,book publishing date 0 GROUP,The Color Purple,2,,1
473,W2024,book publishing date 0 GROUP,To Kill a Mockingbird,3,,1
473,W2024,book publishing date 0 GROUP,The Fellowship of the Ring,4,,1
473,W2024,book publishing date 0 GROUP,The Great Gatsby,5,,1
473,W2024,book publishing date 0 GROUP,All Quiet on the Western Front,6,,1
473,W2024,book publishing date 0 GROUP,Pride and Prejudice,7,,1
473,W2024,book publishing date 0 GROUP,Crime and Punishment,8,,1
473,W2024,book publishing date 1 GROUP,One Hundred Years of Solitude,1,,1
473,W2024,book publishing date 1 GROUP,The Da Vinci Code,2,,1
158,W2024,US cities  0 GROUP,New York,1,,1
158,W2024,US cities  0 GROUP,Los Angeles,2,,1
158,W2024,US cities  0 GROUP,San Diego,3,,1
158,W2024,US cities  1 GROUP,Chicago,1,,1
158,W2024,US cities  1 GROUP,San Jose,2,,1
158,W2024,US cities  1 GROUP,Houston,3,,1
158,W2024,US cities  1 GROUP,Phoenix,4,,1
158,W2024,US cities  1 GROUP,Philadelphia,5,,1
158,W2024,US cities  1 GROUP,San Antonio,6,,1
158,W2024,US cities  1 GROUP,Dallas,7,,1
158,W2024,recent events 0 GROUP,Las Vegas shooting,1,,1
158,W2024,recent events 0 GROUP,Same Sex Marriage,2,,1
158,W2024,recent events 0 GROUP,iPhone introduced,3,,1
158,W2024,recent events 0 GROUP,September 11th,4,,1
158,W2024,recent events 0 GROUP,Michael Jackson's death,5,,1
158,W2024,recent events 1 GROUP,Sandy Hook shooting,1,,1
158,W2024,recent events 1 GROUP,US Invasion of Iraq,2,,1
158,W2024,recent events 1 GROUP,Mean Girls released,3,,1
158,W2024,recent events 1 GROUP,Hurricane Katrina,4,,1
158,W2024,recent events 1 GROUP,Game of Thrones Season 1 released,5,,1
158,W2024,US presidents  0 GROUP,Dwight D. Eisenhower,1,,1
158,W2024,US presidents  0 GROUP,Thomas Jefferson,2,,1
158,W2024,US presidents  0 GROUP,George Washington,3,,1
158,W2024,US presidents  1 GROUP,Theodore Roosevelt,1,,1
158,W2024,US presidents  1 GROUP,Andrew Jackson,2,,1
158,W2024,US presidents  1 GROUP,James Monroe,3,,1
158,W2024,US presidents  1 GROUP,John Adams,4,,1
158,W2024,US presidents  1 GROUP,Franklin D. Roosevelt,5,,1
158,W2024,US presidents  1 GROUP,Woodrow Wilson,6,,1
158,W2024,US presidents  1 GROUP,Harry S. Truman,7,,1
158,W2024,US holidays 0 GROUP,New Year's Day,1,1,1
158,W2024,US holidays 0 GROUP,Martin Luther King Jr. Day,2,2,1
158,W2024,US holidays 0 GROUP,Veterans Day,3,10,1
158,W2024,US holidays 0 GROUP,Labor Day,4,6,1
158,W2024,US holidays 0 GROUP,Halloween,5,9,1
158,W2024,US holidays 0 GROUP,Thanksgiving Day,6,11,1
158,W2024,US holidays 1 GROUP,Memorial Day,1,4,1
158,W2024,US holidays 1 GROUP,Indigenous Peoples' Day (changed Columbus Day),2,7,1
158,W2024,US holidays 1 GROUP,Independence Day,3,5,1
158,W2024,US holidays 1 GROUP,Presidents' Day,4,3,1
158,W2024,movie releases 0 GROUP,Finding Nemo,1,,1
158,W2024,movie releases 0 GROUP,The Lion King,2,,1
158,W2024,movie releases 1 GROUP,Independence Day,1,,1
158,W2024,movie releases 1 GROUP,Titanic,2,,1
158,W2024,movie releases 1 GROUP,Jurassic Park,3,,1
158,W2024,movie releases 1 GROUP,Casino Royale,4,,1
158,W2024,movie releases 1 GROUP,The Da Vinci Code,5,,1
158,W2024,movie releases 1 GROUP,Harry Potter and the Sorcerer's Stone,6,,1
158,W2024,movie releases 1 GROUP,The Incredibles,7,,1
158,W2024,movie releases 1 GROUP,Spider-Man 3,8,,1
158,W2024,US states 0 GROUP,Oregon,1,,1
158,W2024,US states 0 GROUP,Utah,2,,1
158,W2024,US states 0 GROUP,Nebraska,3,,1
158,W2024,US states 0 GROUP,Iowa,4,,1
158,W2024,US states 0 GROUP,Ohio,5,,1
158,W2024,US states 0 GROUP,Virginia,6,,1
158,W2024,US states 0 GROUP,Connecticut,7,,1
158,W2024,US states 0 GROUP,Maine,8,,1
158,W2024,US states 1 GROUP,Alabama,1,,1
158,W2024,US states 1 GROUP,Delaware,2,,1
158,W2024,animal speeds 0 GROUP,Cheetah,1,,1
158,W2024,animal speeds 0 GROUP,Coyote,2,,1
158,W2024,animal speeds 1 GROUP,Peregrine falcon,1,,1
158,W2024,animal speeds 1 GROUP,Ostrich,2,,1
158,W2024,animal speeds 1 GROUP,Swordfish,3,,1
158,W2024,animal speeds 1 GROUP,Mexican free-tailed bat,4,,1
158,W2024,animal speeds 1 GROUP,Quarter horse,5,,1
158,W2024,animal speeds 1 GROUP,Rock dove,6,,1
158,W2024,animal speeds 1 GROUP,Anna's hummingbird,7,,1
158,W2024,animal speeds 1 GROUP,Blue wildebeest,8,,1
158,W2024,Olympic medals 0 GROUP,United States,1,,1
158,W2024,Olympic medals 0 GROUP,China,2,,1
158,W2024,Olympic medals 0 GROUP,Sweden,3,,1
158,W2024,Olympic medals 1 GROUP,Great Britain,1,,1
158,W2024,Olympic medals 1 GROUP,Japan,2,,1
158,W2024,Olympic medals 1 GROUP,Soviet Union,3,,1
158,W2024,Olympic medals 1 GROUP,Norway,4,,1
158,W2024,Olympic medals 1 GROUP,Germany,5,,1
158,W2024,Olympic medals 1 GROUP,Italy,6,,1
158,W2024,Olympic medals 1 GROUP,France,7,,1
158,W2024,SuperBowl halftime  0 GROUP,Rihanna,1,,1
158,W2024,SuperBowl halftime  0 GROUP,Eminem,2,,1
158,W2024,SuperBowl halftime  0 GROUP,Dr. Dre.,3,,1
158,W2024,SuperBowl halftime  0 GROUP,Snoop Dogg,4,,1
158,W2024,SuperBowl halftime  0 GROUP,Kendrick Lamar,5,,1
158,W2024,SuperBowl halftime  0 GROUP,Mary J. Blige,6,,1
158,W2024,SuperBowl halftime  0 GROUP,Shakira,7,,1
158,W2024,SuperBowl halftime  0 GROUP,Jennifer Lopez,8,,1
158,W2024,SuperBowl halftime  0 GROUP,Bad Bunny,9,,1
158,W2024,SuperBowl halftime  0 GROUP,J Balvin,10,,1
158,W2024,SuperBowl halftime  0 GROUP,Emme Muñiz,11,,1
158,W2024,SuperBowl halftime  0 GROUP,Lady Gaga,12,,1
158,W2024,SuperBowl halftime  1 GROUP,Maroon 5,1,,1
158,W2024,SuperBowl halftime  1 GROUP,Travis Scott,2,,1
158,W2024,SuperBowl halftime  1 GROUP,Big Boi,3,,1
158,W2024,SuperBowl halftime  1 GROUP,Katy Perry,4,,1
158,W2024,SuperBowl halftime  1 GROUP,Lenny Kravitz,5,,1
158,W2024,SuperBowl halftime  1 GROUP,Missy Elliot,6,,1
158,W2024,SuperBowl halftime  1 GROUP,Usher,7,,1
158,W2024,SuperBowl halftime  1 GROUP,Coldplay,8,,1
158,W2024,SuperBowl halftime  1 GROUP,Beyoncé,9,,1
158,W2024,SuperBowl halftime  1 GROUP,Bruno Mars,10,,1
158,W2024,SuperBowl halftime  1 GROUP,Justin Timberlake,11,,1
158,W2024,SuperBowl halftime  1 GROUP,The Tennessee Kids,12,,1
158,W2024,SuperBowl halftime  1 GROUP,The Weeknd,13,,1
158,W2024,book publishing date 0 GROUP,Harry Potter and the Sorcerer's Stone,1,,1
158,W2024,book publishing date 0 GROUP,To Kill a Mockingbird,2,,1
158,W2024,book publishing date 0 GROUP,The Great Gatsby,3,,1
158,W2024,book publishing date 0 GROUP,Pride and Prejudice,4,,1
158,W2024,book publishing date 1 GROUP,All Quiet on the Western Front,1,,1
158,W2024,book publishing date 1 GROUP,Crime and Punishment,2,,1
158,W2024,book publishing date 1 GROUP,The Da Vinci Code,3,,1
158,W2024,book publishing date 1 GROUP,The Color Purple,4,,1
158,W2024,book publishing date 1 GROUP,One Hundred Years of Solitude,5,,1
158,W2024,book publishing date 1 GROUP,The Fellowship of the Ring,6,,1
180,W2024,US cities  0 GROUP,Los Angeles,1,,1
180,W2024,US cities  0 GROUP,New York,2,,1
180,W2024,US cities  1 GROUP,San Diego,1,,1
180,W2024,US cities  1 GROUP,San Jose,2,,1
180,W2024,US cities  1 GROUP,Phoenix,3,,1
180,W2024,US cities  1 GROUP,Dallas,4,,1
180,W2024,US cities  1 GROUP,Chicago,5,,1
180,W2024,US cities  1 GROUP,Houston,6,,1
180,W2024,US cities  1 GROUP,San Antonio,7,,1
180,W2024,US cities  1 GROUP,Philadelphia,8,,1
180,W2024,recent events 0 GROUP,September 11th,1,,1
180,W2024,recent events 0 GROUP,Mean Girls released,2,,1
180,W2024,recent events 0 GROUP,iPhone introduced,3,,1
180,W2024,recent events 0 GROUP,Michael Jackson's death,4,,1
180,W2024,recent events 0 GROUP,Game of Thrones Season 1 released,5,,1
180,W2024,recent events 0 GROUP,Same Sex Marriage,6,,1
180,W2024,recent events 1 GROUP,US Invasion of Iraq,1,,1
180,W2024,recent events 1 GROUP,Hurricane Katrina,2,,1
180,W2024,recent events 1 GROUP,Sandy Hook shooting,3,,1
180,W2024,recent events 1 GROUP,Las Vegas shooting,4,,1
180,W2024,US presidents  0 GROUP,Dwight D. Eisenhower,1,,1
180,W2024,US presidents  0 GROUP,Harry S. Truman,2,,1
180,W2024,US presidents  0 GROUP,Franklin D. Roosevelt,3,,1
180,W2024,US presidents  0 GROUP,Theodore Roosevelt,4,,1
180,W2024,US presidents  0 GROUP,Thomas Jefferson,5,,1
180,W2024,US presidents  0 GROUP,John Adams,6,,1
180,W2024,US presidents  0 GROUP,George Washington,7,,1
180,W2024,US presidents  1 GROUP,Andrew Jackson,1,,1
180,W2024,US presidents  1 GROUP,James Monroe,2,,1
180,W2024,US presidents  1 GROUP,Woodrow Wilson,3,,1
180,W2024,US holidays 0 GROUP,New Year's Day,1,1,1
180,W2024,US holidays 0 GROUP,Martin Luther King Jr. Day,2,2,1
180,W2024,US holidays 0 GROUP,Presidents' Day,3,3,1
180,W2024,US holidays 0 GROUP,Memorial Day,4,4,1
180,W2024,US holidays 0 GROUP,Independence Day,5,5,1
180,W2024,US holidays 0 GROUP,Labor Day,6,6,1
180,W2024,US holidays 0 GROUP,Indigenous Peoples' Day (changed Columbus Day),7,7,1
180,W2024,US holidays 0 GROUP,Halloween,8,9,1
180,W2024,US holidays 0 GROUP,Veterans Day,9,10,1
180,W2024,US holidays 0 GROUP,Thanksgiving Day,10,11,1
180,W2024,movie releases 0 GROUP,Spider-Man 3,1,,1
180,W2024,movie releases 0 GROUP,The Incredibles,2,,1
180,W2024,movie releases 0 GROUP,Finding Nemo,3,,1
180,W2024,movie releases 0 GROUP,Harry Potter and the Sorcerer's Stone,4,,1
180,W2024,movie releases 1 GROUP,Jurassic Park,1,,1
180,W2024,movie releases 1 GROUP,Independence Day,2,,1
180,W2024,movie releases 1 GROUP,The Da Vinci Code,3,,1
180,W2024,movie releases 1 GROUP,Casino Royale,4,,1
180,W2024,movie releases 1 GROUP,The Lion King,5,,1
180,W2024,movie releases 1 GROUP,Titanic,6,,1
180,W2024,US states 0 GROUP,Oregon,1,,1
180,W2024,US states 0 GROUP,Utah,2,,1
180,W2024,US states 0 GROUP,Nebraska,3,,1
180,W2024,US states 0 GROUP,Iowa,4,,1
180,W2024,US states 0 GROUP,Ohio,5,,1
180,W2024,US states 0 GROUP,Connecticut,6,,1
180,W2024,US states 0 GROUP,Maine,7,,1
180,W2024,US states 1 GROUP,Virginia,1,,1
180,W2024,US states 1 GROUP,Delaware,2,,1
180,W2024,US states 1 GROUP,Alabama,3,,1
180,W2024,animal speeds 0 GROUP,Cheetah,1,,1
180,W2024,animal speeds 0 GROUP,Peregrine falcon,2,,1
180,W2024,animal speeds 0 GROUP,Mexican free-tailed bat,3,,1
180,W2024,animal speeds 0 GROUP,Quarter horse,4,,1
180,W2024,animal speeds 0 GROUP,Coyote,5,,1
180,W2024,animal speeds 1 GROUP,Blue wildebeest,1,,1
180,W2024,animal speeds 1 GROUP,Rock dove,2,,1
180,W2024,animal speeds 1 GROUP,Anna's hummingbird,3,,1
180,W2024,animal speeds 1 GROUP,Swordfish,4,,1
180,W2024,animal speeds 1 GROUP,Ostrich,5,,1
180,W2024,Olympic medals 0 GROUP,United States,1,,1
180,W2024,Olympic medals 0 GROUP,China,2,,1
180,W2024,Olympic medals 1 GROUP,Norway,1,,1
180,W2024,Olympic medals 1 GROUP,France,2,,1
180,W2024,Olympic medals 1 GROUP,Great Britain,3,,1
180,W2024,Olympic medals 1 GROUP,Soviet Union,4,,1
180,W2024,Olympic medals 1 GROUP,Japan,5,,1
180,W2024,Olympic medals 1 GROUP,Germany,6,,1
180,W2024,Olympic medals 1 GROUP,Sweden,7,,1
180,W2024,Olympic medals 1 GROUP,Italy,8,,1
180,W2024,SuperBowl halftime  0 GROUP,Rihanna,1,,1
180,W2024,SuperBowl halftime  0 GROUP,The Weeknd,2,,1
180,W2024,SuperBowl halftime  0 GROUP,Shakira,3,,1
180,W2024,SuperBowl halftime  0 GROUP,Jennifer Lopez,4,,1
180,W2024,SuperBowl halftime  0 GROUP,Bad Bunny,5,,1
180,W2024,SuperBowl halftime  0 GROUP,J Balvin,6,,1
180,W2024,SuperBowl halftime  0 GROUP,Emme Muñiz,7,,1
180,W2024,SuperBowl halftime  1 GROUP,Eminem,1,,1
180,W2024,SuperBowl halftime  1 GROUP,Dr. Dre.,2,,1
180,W2024,SuperBowl halftime  1 GROUP,Snoop Dogg,3,,1
180,W2024,SuperBowl halftime  1 GROUP,Kendrick Lamar,4,,1
180,W2024,SuperBowl halftime  1 GROUP,Mary J. Blige,5,,1
180,W2024,SuperBowl halftime  1 GROUP,Lady Gaga,6,,1
180,W2024,SuperBowl halftime  1 GROUP,Katy Perry,7,,1
180,W2024,SuperBowl halftime  1 GROUP,Lenny Kravitz,8,,1
180,W2024,SuperBowl halftime  1 GROUP,Missy Elliot,9,,1
180,W2024,SuperBowl halftime  1 GROUP,Usher,10,,1
180,W2024,SuperBowl halftime  1 GROUP,Maroon 5,11,,1
180,W2024,SuperBowl halftime  1 GROUP,Travis Scott,12,,1
180,W2024,SuperBowl halftime  1 GROUP,Big Boi,13,,1
180,W2024,SuperBowl halftime  1 GROUP,Coldplay,14,,1
180,W2024,SuperBowl halftime  1 GROUP,Beyoncé,15,,1
180,W2024,SuperBowl halftime  1 GROUP,Bruno Mars,16,,1
180,W2024,SuperBowl halftime  1 GROUP,Justin Timberlake,17,,1
180,W2024,SuperBowl halftime  1 GROUP,The Tennessee Kids,18,,1
180,W2024,book publishing date 0 GROUP,Pride and Prejudice,1,,1
180,W2024,book publishing date 0 GROUP,The Great Gatsby,2,,1
180,W2024,book publishing date 0 GROUP,To Kill a Mockingbird,3,,1
180,W2024,book publishing date 0 GROUP,The Color Purple,4,,1
180,W2024,book publishing date 0 GROUP,Harry Potter and the Sorcerer's Stone,5,,1
180,W2024,book publishing date 1 GROUP,One Hundred Years of Solitude,1,,1
180,W2024,book publishing date 1 GROUP,All Quiet on the Western Front,2,,1
180,W2024,book publishing date 1 GROUP,The Fellowship of the Ring,3,,1
180,W2024,book publishing date 1 GROUP,Crime and Punishment,4,,1
180,W2024,book publishing date 1 GROUP,The Da Vinci Code,5,,1
377,W2024,US cities  0 GROUP,New York,1,,1
377,W2024,US cities  0 GROUP,Los Angeles,2,,1
377,W2024,US cities  0 GROUP,Houston,3,,1
377,W2024,US cities  0 GROUP,San Diego,4,,1
377,W2024,US cities  1 GROUP,Dallas,1,,1
377,W2024,US cities  1 GROUP,Phoenix,2,,1
377,W2024,US cities  1 GROUP,San Antonio,3,,1
377,W2024,US cities  1 GROUP,San Jose,4,,1
377,W2024,US cities  1 GROUP,Chicago,5,,1
377,W2024,US cities  1 GROUP,Philadelphia,6,,1
377,W2024,recent events 0 GROUP,Same Sex Marriage,1,,1
377,W2024,recent events 0 GROUP,Las Vegas shooting,2,,1
377,W2024,recent events 0 GROUP,Sandy Hook shooting,3,,1
377,W2024,recent events 0 GROUP,Mean Girls released,4,,1
377,W2024,recent events 0 GROUP,September 11th,5,,1
377,W2024,recent events 1 GROUP,Michael Jackson's death,1,,1
377,W2024,recent events 1 GROUP,iPhone introduced,2,,1
377,W2024,recent events 1 GROUP,Game of Thrones Season 1 released,3,,1
377,W2024,recent events 1 GROUP,US Invasion of Iraq,4,,1
377,W2024,recent events 1 GROUP,Hurricane Katrina,5,,1
377,W2024,US presidents  0 GROUP,Dwight D. Eisenhower,1,,1
377,W2024,US presidents  0 GROUP,Harry S. Truman,2,,1
377,W2024,US presidents  0 GROUP,Thomas Jefferson,3,,1
377,W2024,US presidents  0 GROUP,George Washington,4,,1
377,W2024,US presidents  0 GROUP,John Adams,5,,1
377,W2024,US presidents  1 GROUP,Woodrow Wilson,1,,1
377,W2024,US presidents  1 GROUP,James Monroe,2,,1
377,W2024,US presidents  1 GROUP,Andrew Jackson,3,,1
377,W2024,US presidents  1 GROUP,Theodore Roosevelt,4,,1
377,W2024,US presidents  1 GROUP,Franklin D. Roosevelt,5,,1
377,W2024,US holidays 0 GROUP,New Year's Day,1,1,1
