participant,problemSize,problem,step,point
78,30,7,14,27
78,30,7,15,20
78,30,7,16,7
78,30,7,17,22
78,30,7,18,24
78,30,7,19,14
78,30,7,20,6
78,30,7,21,1
78,30,7,22,26
78,30,7,23,3
78,30,7,24,13
78,30,7,25,16
78,30,7,26,19
78,30,7,27,17
78,30,7,28,21
78,30,7,29,15
78,30,7,30,12
78,30,8,1,5
78,30,8,2,16
78,30,8,3,13
78,30,8,4,2
78,30,8,5,20
78,30,8,6,8
78,30,8,7,7
78,30,8,8,24
78,30,8,9,29
78,30,8,10,28
78,30,8,11,15
78,30,8,12,25
78,30,8,13,17
78,30,8,14,19
78,30,8,15,10
78,30,8,16,9
78,30,8,17,6
78,30,8,18,14
78,30,8,19,4
78,30,8,20,12
78,30,8,21,1
78,30,8,22,30
78,30,8,23,21
78,30,8,24,3
78,30,8,25,22
78,30,8,26,11
78,30,8,27,18
78,30,8,28,26
78,30,8,29,27
78,30,8,30,23
78,30,9,1,11
78,30,9,2,5
78,30,9,3,30
78,30,9,4,26
78,30,9,5,16
78,30,9,6,20
78,30,9,7,2
78,30,9,8,13
78,30,9,9,8
78,30,9,10,4
78,30,9,11,3
78,30,9,12,10
78,30,9,13,15
78,30,9,14,7
78,30,9,15,24
78,30,9,16,22
78,30,9,17,9
78,30,9,18,23
78,30,9,19,6
78,30,9,20,27
78,30,9,21,29
78,30,9,22,25
78,30,9,23,1
78,30,9,24,21
78,30,9,25,12
78,30,9,26,19
78,30,9,27,28
78,30,9,28,14
78,30,9,29,18
78,30,9,30,17
79,30,1,1,4
79,30,1,2,1
79,30,1,3,2
79,30,1,4,28
79,30,1,5,13
79,30,1,6,27
79,30,1,7,15
79,30,1,8,18
79,30,1,9,19
79,30,1,10,25
79,30,1,11,30
79,30,1,12,10
79,30,1,13,23
79,30,1,14,21
79,30,1,15,6
79,30,1,16,20
79,30,1,17,26
79,30,1,18,17
79,30,1,19,7
79,30,1,20,5
79,30,1,21,9
79,30,1,22,3
79,30,1,23,24
79,30,1,24,8
79,30,1,25,14
79,30,1,26,29
79,30,1,27,22
79,30,1,28,16
79,30,1,29,11
79,30,1,30,12
79,30,2,1,18
79,30,2,2,25
79,30,2,3,30
79,30,2,4,4
79,30,2,5,19
79,30,2,6,28
79,30,2,7,22
79,30,2,8,12
79,30,2,9,7
79,30,2,10,2
79,30,2,11,9
79,30,2,12,5
79,30,2,13,8
79,30,2,14,13
79,30,2,15,29
79,30,2,16,24
79,30,2,17,3
79,30,2,18,6
79,30,2,19,26
79,30,2,20,11
79,30,2,21,21
79,30,2,22,14
79,30,2,23,27
79,30,2,24,17
79,30,2,25,16
79,30,2,26,15
79,30,2,27,23
79,30,2,28,10
79,30,2,29,1
79,30,2,30,20
79,30,3,1,13
79,30,3,2,30
79,30,3,3,12
79,30,3,4,24
79,30,3,5,8
79,30,3,6,4
79,30,3,7,1
79,30,3,8,11
79,30,3,9,22
79,30,3,10,6
79,30,3,11,10
79,30,3,12,25
79,30,3,13,23
79,30,3,14,26
79,30,3,15,2
79,30,3,16,27
79,30,3,17,29
79,30,3,18,3
79,30,3,19,21
79,30,3,20,16
79,30,3,21,5
79,30,3,22,9
79,30,3,23,17
79,30,3,24,19
79,30,3,25,7
79,30,3,26,28
79,30,3,27,15
79,30,3,28,20
79,30,3,29,14
79,30,3,30,18
79,30,4,1,4
79,30,4,2,1
79,30,4,3,5
79,30,4,4,23
79,30,4,5,18
79,30,4,6,15
79,30,4,7,29
79,30,4,8,27
79,30,4,9,22
79,30,4,10,17
79,30,4,11,6
79,30,4,12,25
79,30,4,13,9
79,30,4,14,19
79,30,4,15,16
79,30,4,16,3
79,30,4,17,2
79,30,4,18,28
79,30,4,19,12
79,30,4,20,11
79,30,4,21,30
79,30,4,22,10
79,30,4,23,20
79,30,4,24,21
79,30,4,25,24
79,30,4,26,7
79,30,4,27,13
79,30,4,28,26
79,30,4,29,14
79,30,4,30,8
79,30,5,1,10
79,30,5,2,18
79,30,5,3,15
79,30,5,4,21
79,30,5,5,16
79,30,5,6,6
79,30,5,7,4
79,30,5,8,1
79,30,5,9,24
79,30,5,10,27
79,30,5,11,5
79,30,5,12,20
79,30,5,13,29
79,30,5,14,12
79,30,5,15,8
79,30,5,16,9
79,30,5,17,19
79,30,5,18,11
79,30,5,19,14
79,30,5,20,7
79,30,5,21,26
79,30,5,22,28
79,30,5,23,25
79,30,5,24,3
79,30,5,25,23
79,30,5,26,13
79,30,5,27,22
79,30,5,28,2
79,30,5,29,17
79,30,5,30,30
79,30,6,1,30
79,30,6,2,10
79,30,6,3,20
79,30,6,4,16
79,30,6,5,8
79,30,6,6,22
79,30,6,7,13
79,30,6,8,4
79,30,6,9,11
79,30,6,10,14
79,30,6,11,25
79,30,6,12,23
79,30,6,13,5
79,30,6,14,6
79,30,6,15,3
79,30,6,16,7
79,30,6,17,29
79,30,6,18,2
79,30,6,19,27
79,30,6,20,17
79,30,6,21,18
79,30,6,22,28
79,30,6,23,19
79,30,6,24,21
79,30,6,25,15
79,30,6,26,9
79,30,6,27,12
79,30,6,28,1
79,30,6,29,26
79,30,6,30,24
79,30,7,1,28
79,30,7,2,2
79,30,7,3,25
79,30,7,4,10
79,30,7,5,30
79,30,7,6,18
79,30,7,7,8
79,30,7,8,23
79,30,7,9,27
79,30,7,10,20
79,30,7,11,7
79,30,7,12,22
79,30,7,13,14
79,30,7,14,24
79,30,7,15,6
79,30,7,16,13
79,30,7,17,16
79,30,7,18,26
79,30,7,19,3
79,30,7,20,1
79,30,7,21,4
79,30,7,22,11
79,30,7,23,9
79,30,7,24,29
79,30,7,25,5
79,30,7,26,12
79,30,7,27,15
79,30,7,28,21
79,30,7,29,19
79,30,7,30,17
79,30,8,1,18
79,30,8,2,22
79,30,8,3,3
79,30,8,4,23
79,30,8,5,26
79,30,8,6,27
79,30,8,7,5
79,30,8,8,16
79,30,8,9,13
79,30,8,10,2
79,30,8,11,20
79,30,8,12,8
79,30,8,13,7
79,30,8,14,24
79,30,8,15,28
79,30,8,16,29
79,30,8,17,15
79,30,8,18,25
79,30,8,19,17
79,30,8,20,1
79,30,8,21,30
79,30,8,22,21
79,30,8,23,12
79,30,8,24,4
79,30,8,25,14
79,30,8,26,6
79,30,8,27,9
79,30,8,28,10
79,30,8,29,19
79,30,8,30,11
79,30,9,1,14
79,30,9,2,11
79,30,9,3,17
79,30,9,4,18
79,30,9,5,28
79,30,9,6,12
79,30,9,7,1
79,30,9,8,21
79,30,9,9,7
79,30,9,10,24
79,30,9,11,22
79,30,9,12,5
79,30,9,13,30
79,30,9,14,26
79,30,9,15,16
79,30,9,16,20
79,30,9,17,15
79,30,9,18,10
79,30,9,19,2
79,30,9,20,13
79,30,9,21,8
79,30,9,22,4
79,30,9,23,3
79,30,9,24,9
79,30,9,25,23
79,30,9,26,6
79,30,9,27,27
79,30,9,28,29
79,30,9,29,25
79,30,9,30,19
80,30,1,1,2
80,30,1,2,13
80,30,1,3,18
80,30,1,4,19
80,30,1,5,15
80,30,1,6,27
80,30,1,7,6
80,30,1,8,20
80,30,1,9,26
80,30,1,10,17
80,30,1,11,7
80,30,1,12,5
80,30,1,13,24
80,30,1,14,8
80,30,1,15,4
80,30,1,16,14
80,30,1,17,9
80,30,1,18,3
80,30,1,19,21
80,30,1,20,23
80,30,1,21,29
80,30,1,22,10
80,30,1,23,30
80,30,1,24,25
80,30,1,25,22
80,30,1,26,28
80,30,1,27,16
80,30,1,28,11
80,30,1,29,12
80,30,1,30,1
80,30,2,1,16
80,30,2,2,23
80,30,2,3,1
80,30,2,4,18
80,30,2,5,20
80,30,2,6,11
80,30,2,7,28
80,30,2,8,25
80,30,2,9,30
80,30,2,10,4
80,30,2,11,19
80,30,2,12,22
80,30,2,13,12
80,30,2,14,7
80,30,2,15,2
80,30,2,16,9
80,30,2,17,5
80,30,2,18,8
80,30,2,19,24
80,30,2,20,29
80,30,2,21,13
80,30,2,22,17
80,30,2,23,27
80,30,2,24,3
80,30,2,25,6
80,30,2,26,26
80,30,2,27,21
80,30,2,28,14
80,30,2,29,10
80,30,2,30,15
80,30,3,1,5
80,30,3,2,9
80,30,3,3,19
80,30,3,4,7
80,30,3,5,28
80,30,3,6,15
80,30,3,7,13
80,30,3,8,30
80,30,3,9,12
80,30,3,10,1
80,30,3,11,11
80,30,3,12,22
80,30,3,13,6
80,30,3,14,10
80,30,3,15,4
80,30,3,16,8
80,30,3,17,24
80,30,3,18,20
80,30,3,19,14
80,30,3,20,18
80,30,3,21,23
80,30,3,22,25
80,30,3,23,17
80,30,3,24,26
80,30,3,25,2
80,30,3,26,29
80,30,3,27,16
80,30,3,28,27
80,30,3,29,3
80,30,3,30,21
80,30,4,1,21
80,30,4,2,4
80,30,4,3,1
80,30,4,4,5
80,30,4,5,23
80,30,4,6,6
80,30,4,7,25
80,30,4,8,19
80,30,4,9,9
80,30,4,10,17
80,30,4,11,22
80,30,4,12,27
80,30,4,13,29
80,30,4,14,2
80,30,4,15,16
80,30,4,16,3
80,30,4,17,11
80,30,4,18,30
80,30,4,19,12
80,30,4,20,28
80,30,4,21,10
80,30,4,22,20
80,30,4,23,7
80,30,4,24,24
80,30,4,25,18
80,30,4,26,15
80,30,4,27,14
80,30,4,28,26
80,30,4,29,13
80,30,4,30,8
80,30,5,1,15
80,30,5,2,21
80,30,5,3,16
80,30,5,4,6
80,30,5,5,4
80,30,5,6,1
80,30,5,7,24
80,30,5,8,27
80,30,5,9,5
80,30,5,10,20
80,30,5,11,29
80,30,5,12,12
80,30,5,13,7
80,30,5,14,28
80,30,5,15,25
80,30,5,16,26
80,30,5,17,3
80,30,5,18,23
80,30,5,19,13
80,30,5,20,22
80,30,5,21,2
80,30,5,22,17
80,30,5,23,14
80,30,5,24,8
80,30,5,25,9
80,30,5,26,19
80,30,5,27,11
80,30,5,28,30
80,30,5,29,10
80,30,5,30,18
80,30,6,1,30
80,30,6,2,10
80,30,6,3,20
80,30,6,4,16
80,30,6,5,8
80,30,6,6,13
80,30,6,7,4
80,30,6,8,14
80,30,6,9,25
80,30,6,10,23
80,30,6,11,5
80,30,6,12,7
80,30,6,13,1
80,30,6,14,24
80,30,6,15,26
80,30,6,16,12
80,30,6,17,9
80,30,6,18,15
80,30,6,19,21
80,30,6,20,19
80,30,6,21,28
80,30,6,22,18
80,30,6,23,2
80,30,6,24,29
80,30,6,25,3
80,30,6,26,6
80,30,6,27,11
80,30,6,28,22
80,30,6,29,27
80,30,6,30,17
80,30,7,1,2
80,30,7,2,15
80,30,7,3,12
80,30,7,4,1
80,30,7,5,5
80,30,7,6,29
80,30,7,7,9
80,30,7,8,25
80,30,7,9,10
80,30,7,10,30
80,30,7,11,11
80,30,7,12,4
80,30,7,13,18
80,30,7,14,8
80,30,7,15,23
80,30,7,16,27
80,30,7,17,20
80,30,7,18,7
80,30,7,19,22
80,30,7,20,24
80,30,7,21,14
80,30,7,22,6
80,30,7,23,26
80,30,7,24,3
80,30,7,25,13
80,30,7,26,16
80,30,7,27,19
80,30,7,28,17
80,30,7,29,21
80,30,7,30,28
80,30,8,1,18
80,30,8,2,26
80,30,8,3,27
80,30,8,4,5
80,30,8,5,16
80,30,8,6,13
80,30,8,7,2
80,30,8,8,20
80,30,8,9,8
80,30,8,10,7
80,30,8,11,24
80,30,8,12,29
80,30,8,13,28
80,30,8,14,15
80,30,8,15,25
80,30,8,16,17
80,30,8,17,19
80,30,8,18,10
80,30,8,19,9
80,30,8,20,6
80,30,8,21,14
80,30,8,22,4
80,30,8,23,12
80,30,8,24,1
80,30,8,25,30
80,30,8,26,23
80,30,8,27,21
80,30,8,28,3
80,30,8,29,22
80,30,8,30,11
80,30,9,1,11
80,30,9,2,5
80,30,9,3,30
80,30,9,4,26
80,30,9,5,16
80,30,9,6,20
80,30,9,7,2
80,30,9,8,13
80,30,9,9,8
80,30,9,10,4
80,30,9,11,3
80,30,9,12,10
80,30,9,13,9
80,30,9,14,23
80,30,9,15,6
80,30,9,16,27
80,30,9,17,29
80,30,9,18,25
80,30,9,19,19
80,30,9,20,12
80,30,9,21,1
80,30,9,22,15
80,30,9,23,21
80,30,9,24,28
80,30,9,25,7
80,30,9,26,24
80,30,9,27,22
80,30,9,28,14
80,30,9,29,18
80,30,9,30,17
81,30,1,1,29
81,30,1,2,23
81,30,1,3,21
81,30,1,4,3
81,30,1,5,5
81,30,1,6,9
81,30,1,7,7
81,30,1,8,17
81,30,1,9,26
81,30,1,10,20
81,30,1,11,6
81,30,1,12,27
81,30,1,13,15
81,30,1,14,19
81,30,1,15,18
81,30,1,16,25
81,30,1,17,30
81,30,1,18,10
81,30,1,19,13
81,30,1,20,22
81,30,1,21,28
81,30,1,22,16
81,30,1,23,2
81,30,1,24,11
81,30,1,25,1
81,30,1,26,12
81,30,1,27,4
81,30,1,28,8
81,30,1,29,24
81,30,1,30,14
81,30,2,1,5
81,30,2,2,9
81,30,2,3,2
81,30,2,4,7
81,30,2,5,12
81,30,2,6,22
81,30,2,7,19
81,30,2,8,4
81,30,2,9,30
81,30,2,10,25
81,30,2,11,28
81,30,2,12,8
81,30,2,13,13
81,30,2,14,29
81,30,2,15,24
81,30,2,16,3
81,30,2,17,6
81,30,2,18,26
81,30,2,19,11
81,30,2,20,21
81,30,2,21,14
81,30,2,22,27
81,30,2,23,17
81,30,2,24,16
81,30,2,25,15
81,30,2,26,23
81,30,2,27,1
81,30,2,28,10
81,30,2,29,18
81,30,2,30,20
81,30,3,1,19
81,30,3,2,7
81,30,3,3,28
81,30,3,4,15
81,30,3,5,13
81,30,3,6,1
81,30,3,7,11
81,30,3,8,22
81,30,3,9,6
81,30,3,10,8
81,30,3,11,4
81,30,3,12,12
81,30,3,13,30
81,30,3,14,20
81,30,3,15,14
81,30,3,16,24
81,30,3,17,18
81,30,3,18,10
81,30,3,19,2
81,30,3,20,23
81,30,3,21,25
81,30,3,22,26
81,30,3,23,17
81,30,3,24,9
81,30,3,25,29
81,30,3,26,27
81,30,3,27,3
81,30,3,28,21
81,30,3,29,16
81,30,3,30,5
81,30,4,1,21
81,30,4,2,7
81,30,4,3,24
81,30,4,4,20
81,30,4,5,10
81,30,4,6,28
81,30,4,7,12
81,30,4,8,30
81,30,4,9,11
81,30,4,10,2
81,30,4,11,3
81,30,4,12,16
81,30,4,13,29
81,30,4,14,19
81,30,4,15,9
81,30,4,16,17
81,30,4,17,27
81,30,4,18,22
81,30,4,19,25
81,30,4,20,6
81,30,4,21,15
81,30,4,22,18
81,30,4,23,23
81,30,4,24,5
81,30,4,25,1
81,30,4,26,4
81,30,4,27,8
81,30,4,28,14
81,30,4,29,26
81,30,4,30,13
81,30,5,1,21
81,30,5,2,15
81,30,5,3,18
81,30,5,4,10
81,30,5,5,30
81,30,5,6,14
81,30,5,7,17
81,30,5,8,2
81,30,5,9,22
81,30,5,10,13
81,30,5,11,23
81,30,5,12,3
81,30,5,13,25
81,30,5,14,28
81,30,5,15,26
81,30,5,16,7
81,30,5,17,12
81,30,5,18,29
81,30,5,19,27
81,30,5,20,20
81,30,5,21,5
81,30,5,22,24
81,30,5,23,8
81,30,5,24,9
81,30,5,25,19
81,30,5,26,11
81,30,5,27,16
81,30,5,28,6
81,30,5,29,4
81,30,5,30,1
81,30,6,1,30
81,30,6,2,10
81,30,6,3,20
81,30,6,4,16
81,30,6,5,8
81,30,6,6,13
81,30,6,7,4
81,30,6,8,14
81,30,6,9,25
81,30,6,10,23
81,30,6,11,5
81,30,6,12,11
81,30,6,13,22
81,30,6,14,6
81,30,6,15,17
81,30,6,16,27
81,30,6,17,3
81,30,6,18,7
81,30,6,19,29
81,30,6,20,2
81,30,6,21,1
81,30,6,22,24
81,30,6,23,26
81,30,6,24,12
81,30,6,25,9
81,30,6,26,15
81,30,6,27,21
81,30,6,28,19
81,30,6,29,28
81,30,6,30,18
81,30,7,1,16
81,30,7,2,13
81,30,7,3,24
81,30,7,4,14
81,30,7,5,6
81,30,7,6,22
81,30,7,7,7
81,30,7,8,20
81,30,7,9,23
81,30,7,10,27
81,30,7,11,8
81,30,7,12,18
81,30,7,13,4
81,30,7,14,26
81,30,7,15,3
81,30,7,16,1
81,30,7,17,11
81,30,7,18,30
81,30,7,19,10
81,30,7,20,25
81,30,7,21,9
81,30,7,22,2
81,30,7,23,28
81,30,7,24,29
81,30,7,25,5
81,30,7,26,12
81,30,7,27,15
81,30,7,28,21
81,30,7,29,17
81,30,7,30,19
81,30,8,1,11
81,30,8,2,4
81,30,8,3,14
81,30,8,4,6
81,30,8,5,9
81,30,8,6,10
81,30,8,7,19
81,30,8,8,17
81,30,8,9,25
81,30,8,10,15
81,30,8,11,12
81,30,8,12,22
81,30,8,13,3
81,30,8,14,26
81,30,8,15,27
81,30,8,16,23
81,30,8,17,21
81,30,8,18,30
81,30,8,19,1
81,30,8,20,20
81,30,8,21,28
81,30,8,22,29
81,30,8,23,24
81,30,8,24,7
81,30,8,25,8
81,30,8,26,2
81,30,8,27,13
81,30,8,28,16
81,30,8,29,5
81,30,8,30,18
81,30,9,1,11
81,30,9,2,5
81,30,9,3,30
81,30,9,4,26
81,30,9,5,22
81,30,9,6,24
81,30,9,7,7
81,30,9,8,16
81,30,9,9,20
81,30,9,10,8
81,30,9,11,13
81,30,9,12,2
81,30,9,13,15
81,30,9,14,10
81,30,9,15,4
81,30,9,16,3
81,30,9,17,9
81,30,9,18,23
81,30,9,19,6
81,30,9,20,27
81,30,9,21,29
81,30,9,22,25
81,30,9,23,19
81,30,9,24,12
81,30,9,25,1
81,30,9,26,21
81,30,9,27,28
81,30,9,28,14
81,30,9,29,18
81,30,9,30,17
82,30,1,1,8
82,30,1,2,24
82,30,1,3,7
82,30,1,4,17
82,30,1,5,26
82,30,1,6,20
82,30,1,7,6
82,30,1,8,19
82,30,1,9,27
82,30,1,10,15
82,30,1,11,18
82,30,1,12,13
82,30,1,13,25
82,30,1,14,30
82,30,1,15,10
82,30,1,16,23
82,30,1,17,21
82,30,1,18,3
82,30,1,19,9
82,30,1,20,5
82,30,1,21,14
82,30,1,22,29
82,30,1,23,22
82,30,1,24,28
82,30,1,25,16
82,30,1,26,2
82,30,1,27,11
82,30,1,28,1
82,30,1,29,12
82,30,1,30,4
82,30,2,1,13
82,30,2,2,17
82,30,2,3,16
82,30,2,4,27
82,30,2,5,15
82,30,2,6,23
82,30,2,7,1
82,30,2,8,10
82,30,2,9,20
82,30,2,10,18
82,30,2,11,25
82,30,2,12,30
82,30,2,13,4
82,30,2,14,19
82,30,2,15,22
82,30,2,16,12
82,30,2,17,7
82,30,2,18,2
82,30,2,19,9
82,30,2,20,5
82,30,2,21,8
82,30,2,22,24
82,30,2,23,3
82,30,2,24,6
82,30,2,25,26
82,30,2,26,28
82,30,2,27,11
82,30,2,28,21
82,30,2,29,14
82,30,2,30,29
82,30,3,1,10
82,30,3,2,6
82,30,3,3,22
82,30,3,4,11
82,30,3,5,1
82,30,3,6,4
82,30,3,7,8
82,30,3,8,18
82,30,3,9,24
82,30,3,10,12
82,30,3,11,30
82,30,3,12,13
82,30,3,13,28
82,30,3,14,15
82,30,3,15,20
82,30,3,16,14
82,30,3,17,7
82,30,3,18,25
82,30,3,19,23
82,30,3,20,26
82,30,3,21,17
82,30,3,22,19
82,30,3,23,9
82,30,3,24,5
82,30,3,25,21
82,30,3,26,16
82,30,3,27,3
82,30,3,28,29
82,30,3,29,27
82,30,3,30,2
82,30,4,1,30
82,30,4,2,10
82,30,4,3,20
82,30,4,4,21
82,30,4,5,7
82,30,4,6,24
82,30,4,7,13
82,30,4,8,26
82,30,4,9,14
82,30,4,10,8
82,30,4,11,4
82,30,4,12,1
82,30,4,13,5
82,30,4,14,23
82,30,4,15,18
82,30,4,16,15
82,30,4,17,28
82,30,4,18,29
82,30,4,19,27
82,30,4,20,17
82,30,4,21,22
82,30,4,22,6
82,30,4,23,25
82,30,4,24,19
82,30,4,25,9
82,30,4,26,16
82,30,4,27,3
82,30,4,28,11
82,30,4,29,2
82,30,4,30,12
82,30,5,1,10
82,30,5,2,30
82,30,5,3,17
82,30,5,4,2
82,30,5,5,22
82,30,5,6,13
82,30,5,7,23
82,30,5,8,3
82,30,5,9,14
82,30,5,10,25
82,30,5,11,28
82,30,5,12,26
82,30,5,13,7
82,30,5,14,12
82,30,5,15,29
82,30,5,16,20
82,30,5,17,5
82,30,5,18,27
82,30,5,19,24
82,30,5,20,1
82,30,5,21,4
82,30,5,22,6
82,30,5,23,8
82,30,5,24,9
82,30,5,25,16
82,30,5,26,21
82,30,5,27,19
82,30,5,28,11
82,30,5,29,18
82,30,5,30,15
82,30,6,1,29
82,30,6,2,27
82,30,6,3,17
82,30,6,4,30
82,30,6,5,10
82,30,6,6,20
82,30,6,7,16
82,30,6,8,8
82,30,6,9,22
82,30,6,10,13
82,30,6,11,11
82,30,6,12,4
82,30,6,13,14
82,30,6,14,25
82,30,6,15,23
82,30,6,16,5
82,30,6,17,6
82,30,6,18,3
82,30,6,19,7
82,30,6,20,1
82,30,6,21,24
82,30,6,22,26
82,30,6,23,12
82,30,6,24,9
82,30,6,25,15
82,30,6,26,21
82,30,6,27,19
82,30,6,28,28
82,30,6,29,18
82,30,6,30,2
82,30,7,1,26
82,30,7,2,3
82,30,7,3,19
82,30,7,4,17
82,30,7,5,21
82,30,7,6,15
82,30,7,7,12
82,30,7,8,28
82,30,7,9,2
82,30,7,10,1
82,30,7,11,5
82,30,7,12,29
82,30,7,13,9
82,30,7,14,25
82,30,7,15,10
82,30,7,16,11
82,30,7,17,30
82,30,7,18,4
82,30,7,19,18
82,30,7,20,8
82,30,7,21,27
82,30,7,22,23
82,30,7,23,20
82,30,7,24,14
82,30,7,25,24
82,30,7,26,16
82,30,7,27,13
82,30,7,28,7
82,30,7,29,22
82,30,7,30,6
82,30,8,1,15
82,30,8,2,25
82,30,8,3,17
82,30,8,4,6
82,30,8,5,9
82,30,8,6,10
82,30,8,7,19
82,30,8,8,11
82,30,8,9,18
82,30,8,10,26
82,30,8,11,27
82,30,8,12,5
82,30,8,13,16
82,30,8,14,13
82,30,8,15,2
82,30,8,16,23
82,30,8,17,21
82,30,8,18,3
82,30,8,19,22
82,30,8,20,14
82,30,8,21,4
82,30,8,22,12
82,30,8,23,1
82,30,8,24,30
82,30,8,25,20
82,30,8,26,8
82,30,8,27,28
82,30,8,28,7
82,30,8,29,24
82,30,8,30,29
82,30,9,1,21
82,30,9,2,1
82,30,9,3,12
82,30,9,4,19
82,30,9,5,25
82,30,9,6,29
82,30,9,7,27
82,30,9,8,6
82,30,9,9,23
82,30,9,10,9
82,30,9,11,3
82,30,9,12,4
82,30,9,13,8
82,30,9,14,13
82,30,9,15,2
82,30,9,16,10
82,30,9,17,15
82,30,9,18,20
82,30,9,19,16
82,30,9,20,26
82,30,9,21,30
82,30,9,22,5
82,30,9,23,7
82,30,9,24,24
82,30,9,25,22
82,30,9,26,17
82,30,9,27,11
82,30,9,28,18
82,30,9,29,14
82,30,9,30,28
1,40,1,1,3
1,40,1,2,38
1,40,1,3,36
1,40,1,4,5
1,40,1,5,14
1,40,1,6,1
1,40,1,7,33
1,40,1,8,22
1,40,1,9,18
1,40,1,10,37
1,40,1,11,24
1,40,1,12,7
1,40,1,13,23
1,40,1,14,19
1,40,1,15,28
1,40,1,16,15
1,40,1,17,17
1,40,1,18,27
1,40,1,19,10
1,40,1,20,16
1,40,1,21,8
1,40,1,22,12
1,40,1,23,29
1,40,1,24,35
1,40,1,25,6
1,40,1,26,32
1,40,1,27,20
1,40,1,28,25
1,40,1,29,11
1,40,1,30,13
1,40,1,31,26
1,40,1,32,2
1,40,1,33,39
1,40,1,34,40
1,40,1,35,34
1,40,1,36,9
1,40,1,37,21
1,40,1,38,31
1,40,1,39,30
1,40,1,40,4
1,40,2,1,15
1,40,2,2,33
1,40,2,3,10
1,40,2,4,29
1,40,2,5,22
1,40,2,6,38
1,40,2,7,18
1,40,2,8,7
1,40,2,9,9
1,40,2,10,21
1,40,2,11,32
1,40,2,12,11
1,40,2,13,28
1,40,2,14,24
1,40,2,15,40
1,40,2,16,8
1,40,2,17,4
1,40,2,18,23
1,40,2,19,20
1,40,2,20,12
1,40,2,21,35
1,40,2,22,17
1,40,2,23,6
1,40,2,24,1
1,40,2,25,13
1,40,2,26,19
1,40,2,27,27
1,40,2,28,31
1,40,2,29,30
1,40,2,30,16
1,40,2,31,37
1,40,2,32,2
1,40,2,33,14
1,40,2,34,3
1,40,2,35,5
1,40,2,36,26
1,40,2,37,36
1,40,2,38,25
1,40,2,39,34
1,40,2,40,39
1,40,3,1,30
1,40,3,2,6
1,40,3,3,27
1,40,3,4,24
1,40,3,5,31
1,40,3,6,9
1,40,3,7,25
1,40,3,8,23
1,40,3,9,39
1,40,3,10,13
1,40,3,11,4
1,40,3,12,12
1,40,3,13,22
1,40,3,14,36
1,40,3,15,40
1,40,3,16,17
1,40,3,17,37
1,40,3,18,1
1,40,3,19,15
1,40,3,20,16
1,40,3,21,3
1,40,3,22,18
1,40,3,23,2
1,40,3,24,38
1,40,3,25,20
1,40,3,26,32
1,40,3,27,7
1,40,3,28,29
1,40,3,29,21
1,40,3,30,28
1,40,3,31,34
1,40,3,32,11
1,40,3,33,35
1,40,3,34,19
1,40,3,35,5
1,40,3,36,8
1,40,3,37,33
1,40,3,38,10
1,40,3,39,26
1,40,3,40,14
1,40,4,1,16
1,40,4,2,32
1,40,4,3,20
1,40,4,4,7
1,40,4,5,6
1,40,4,6,30
1,40,4,7,26
1,40,4,8,10
1,40,4,9,39
1,40,4,10,25
1,40,4,11,37
1,40,4,12,11
1,40,4,13,5
1,40,4,14,13
1,40,4,15,28
1,40,4,16,17
1,40,4,17,21
1,40,4,18,14
1,40,4,19,2
1,40,4,20,12
1,40,4,21,1
1,40,4,22,18
1,40,4,23,29
1,40,4,24,24
1,40,4,25,31
1,40,4,26,4
1,40,4,27,34
1,40,4,28,23
1,40,4,29,38
1,40,4,30,9
1,40,4,31,15
1,40,4,32,27
1,40,4,33,22
1,40,4,34,8
1,40,4,35,36
1,40,4,36,19
1,40,4,37,33
1,40,4,38,3
1,40,4,39,35
1,40,4,40,40
1,40,5,1,18
1,40,5,2,6
1,40,5,3,19
1,40,5,4,23
1,40,5,5,39
1,40,5,6,30
1,40,5,7,40
1,40,5,8,15
1,40,5,9,38
1,40,5,10,25
1,40,5,11,24
1,40,5,12,2
1,40,5,13,36
1,40,5,14,5
1,40,5,15,27
1,40,5,16,9
1,40,5,17,20
1,40,5,18,33
1,40,5,19,13
1,40,5,20,4
1,40,5,21,28
1,40,5,22,16
1,40,5,23,31
1,40,5,24,7
1,40,5,25,21
1,40,5,26,3
1,40,5,27,8
1,40,5,28,26
1,40,5,29,32
1,40,5,30,1
1,40,5,31,10
1,40,5,32,14
1,40,5,33,29
1,40,5,34,37
1,40,5,35,12
1,40,5,36,17
1,40,5,37,22
1,40,5,38,34
1,40,5,39,11
1,40,5,40,35
1,40,6,1,8
1,40,6,2,1
1,40,6,3,27
1,40,6,4,36
1,40,6,5,5
1,40,6,6,14
1,40,6,7,18
1,40,6,8,9
1,40,6,9,31
1,40,6,10,6
1,40,6,11,28
1,40,6,12,40
1,40,6,13,35
1,40,6,14,38
1,40,6,15,34
1,40,6,16,10
1,40,6,17,16
1,40,6,18,15
1,40,6,19,4
1,40,6,20,17
1,40,6,21,20
1,40,6,22,22
1,40,6,23,25
1,40,6,24,39
1,40,6,25,30
1,40,6,26,7
1,40,6,27,32
1,40,6,28,23
1,40,6,29,3
1,40,6,30,29
1,40,6,31,37
1,40,6,32,19
1,40,6,33,21
1,40,6,34,33
1,40,6,35,24
1,40,6,36,13
1,40,6,37,12
1,40,6,38,2
1,40,6,39,26
1,40,6,40,11
1,40,7,1,17
