participant,game,trial,choice,reward,rewardRateChosen
247,4,7,3,0,0.186
247,4,8,3,1,0.186
247,4,9,3,0,0.186
247,4,10,3,0,0.186
247,4,11,3,0,0.186
247,4,12,3,0,0.186
247,4,13,3,0,0.186
247,4,14,3,1,0.186
247,4,15,3,0,0.186
247,5,1,2,1,0.1436
247,5,2,2,1,0.1436
247,5,3,2,1,0.1436
247,5,4,2,1,0.1436
247,5,5,2,1,0.1436
247,5,6,2,1,0.1436
247,5,7,2,0,0.1436
247,5,8,4,1,0.8834
247,5,9,4,1,0.8834
247,5,10,4,1,0.8834
247,5,11,4,1,0.8834
247,5,12,4,1,0.8834
247,5,13,4,1,0.8834
247,5,14,4,1,0.8834
247,5,15,4,1,0.8834
247,6,1,3,0,0.9207
247,6,2,2,0,0.4032
247,6,3,1,1,0.5227
247,6,4,1,0,0.5227
247,6,5,1,1,0.5227
247,6,6,1,0,0.5227
247,6,7,1,1,0.5227
247,6,8,1,0,0.5227
247,6,9,1,0,0.5227
247,6,10,1,1,0.5227
247,6,11,1,0,0.5227
247,6,12,1,0,0.5227
247,6,13,1,0,0.5227
247,6,14,4,1,0.3413
247,6,15,4,0,0.3413
247,7,1,4,1,0.9397
247,7,2,4,1,0.9397
247,7,3,4,0,0.9397
247,7,4,3,1,0.5923
247,7,5,3,0,0.5923
247,7,6,2,0,0.7912
247,7,7,2,0,0.7912
247,7,8,1,1,0.4639
247,7,9,1,1,0.4639
247,7,10,1,1,0.4639
247,7,11,1,1,0.4639
247,7,12,1,1,0.4639
247,7,13,1,1,0.4639
247,7,14,1,1,0.4639
247,7,15,1,1,0.4639
247,8,1,3,1,0.5196
247,8,2,3,1,0.5196
247,8,3,3,0,0.5196
247,8,4,2,1,0.2735
247,8,5,2,0,0.2735
247,8,6,1,1,0.3714
247,8,7,1,0,0.3714
247,8,8,4,1,0.5523
247,8,9,4,0,0.5523
247,8,10,4,0,0.5523
247,8,11,4,0,0.5523
247,8,12,4,0,0.5523
247,8,13,4,1,0.5523
247,8,14,4,0,0.5523
247,8,15,4,0,0.5523
247,9,1,3,1,0.7376
247,9,2,3,1,0.7376
247,9,3,3,1,0.7376
247,9,4,3,1,0.7376
247,9,5,3,0,0.7376
247,9,6,3,0,0.7376
247,9,7,2,1,0.3648
247,9,8,2,0,0.3648
247,9,9,2,0,0.3648
247,9,10,1,1,0.3684
247,9,11,1,1,0.3684
247,9,12,1,1,0.3684
247,9,13,1,1,0.3684
247,9,14,1,1,0.3684
247,9,15,1,1,0.3684
247,10,1,3,1,0.5516
247,10,2,3,0,0.5516
247,10,3,2,0,0.5876
247,10,4,2,0,0.5876
247,10,5,2,0,0.5876
247,10,6,2,0,0.5876
247,10,7,2,0,0.5876
247,10,8,2,0,0.5876
247,10,9,1,1,0.6305
247,10,10,1,1,0.6305
247,10,11,1,0,0.6305
247,10,12,4,1,0.4627
247,10,13,4,0,0.4627
247,10,14,4,1,0.4627
247,10,15,4,0,0.4627
247,11,1,3,1,0.2288
247,11,2,3,0,0.2288
247,11,3,2,0,0.2503
247,11,4,2,0,0.2503
247,11,5,1,0,0.4748
247,11,6,1,0,0.4748
247,11,7,4,0,0.7858
247,11,8,4,1,0.7858
247,11,9,4,1,0.7858
247,11,10,4,0,0.7858
247,11,11,4,0,0.7858
247,11,12,3,1,0.2288
247,11,13,3,1,0.2288
247,11,14,3,0,0.2288
247,11,15,3,1,0.2288
247,12,1,3,0,0.5496
247,12,2,4,0,0.1921
247,12,3,2,0,0.7601
247,12,4,1,1,0.5961
247,12,5,1,1,0.5961
247,12,6,1,0,0.5961
247,12,7,1,0,0.5961
247,12,8,2,1,0.7601
247,12,9,2,1,0.7601
247,12,10,2,1,0.7601
247,12,11,2,0,0.7601
247,12,12,2,1,0.7601
247,12,13,2,1,0.7601
247,12,14,2,1,0.7601
247,12,15,2,1,0.7601
247,13,1,3,0,0.0672
247,13,2,4,0,0.7757
247,13,3,2,1,0.2587
247,13,4,1,0,0.1332
247,13,5,2,1,0.2587
247,13,6,2,1,0.2587
247,13,7,2,0,0.2587
247,13,8,2,1,0.2587
247,13,9,2,1,0.2587
247,13,10,2,0,0.2587
247,13,11,2,0,0.2587
247,13,12,2,1,0.2587
247,13,13,2,0,0.2587
247,13,14,2,0,0.2587
247,13,15,3,1,0.0672
247,14,1,3,1,0.4284
247,14,2,3,1,0.4284
247,14,3,3,0,0.4284
247,14,4,3,1,0.4284
247,14,5,3,0,0.4284
247,14,6,3,0,0.4284
247,14,7,4,1,0.3418
247,14,8,4,1,0.3418
247,14,9,4,0,0.3418
247,14,10,2,1,0.2856
247,14,11,2,0,0.2856
247,14,12,2,1,0.2856
247,14,13,2,0,0.2856
247,14,14,1,1,0.1876
247,14,15,1,0,0.1876
247,15,1,3,0,0.7124
247,15,2,2,0,0.1321
247,15,3,1,0,0.2633
247,15,4,4,1,0.7755
247,15,5,4,1,0.7755
247,15,6,4,1,0.7755
247,15,7,4,1,0.7755
247,15,8,4,1,0.7755
247,15,9,4,0,0.7755
247,15,10,3,1,0.7124
247,15,11,3,0,0.7124
247,15,12,2,0,0.1321
247,15,13,1,1,0.2633
247,15,14,1,0,0.2633
247,15,15,1,0,0.2633
247,16,1,3,0,0.8303
247,16,2,4,0,0.3932
247,16,3,2,1,0.5459
247,16,4,1,0,0.7751
247,16,5,2,1,0.5459
247,16,6,2,0,0.5459
247,16,7,2,0,0.5459
247,16,8,3,0,0.8303
247,16,9,4,0,0.3932
247,16,10,4,0,0.3932
247,16,11,1,1,0.7751
247,16,12,1,1,0.7751
247,16,13,1,1,0.7751
247,16,14,1,1,0.7751
247,16,15,1,1,0.7751
247,17,1,3,0,0.9504
247,17,2,2,0,0.9461
247,17,3,1,0,0.5268
247,17,4,4,1,0.6231
247,17,5,4,1,0.6231
247,17,6,4,1,0.6231
247,17,7,4,0,0.6231
247,17,8,4,1,0.6231
247,17,9,4,1,0.6231
247,17,10,4,1,0.6231
247,17,11,4,0,0.6231
247,17,12,4,1,0.6231
247,17,13,4,1,0.6231
247,17,14,4,1,0.6231
247,17,15,4,0,0.6231
247,18,1,3,0,0.398
247,18,2,2,1,0.121
247,18,3,2,1,0.121
247,18,4,2,0,0.121
247,18,5,2,1,0.121
247,18,6,2,1,0.121
247,18,7,2,1,0.121
247,18,8,2,0,0.121
247,18,9,2,0,0.121
247,18,10,2,0,0.121
247,18,11,1,0,0.6255
247,18,12,1,0,0.6255
247,18,13,4,1,0.4216
247,18,14,4,1,0.4216
247,18,15,4,1,0.4216
247,19,1,4,0,0.0978
247,19,2,3,1,0.5602
247,19,3,3,0,0.5602
247,19,4,3,0,0.5602
247,19,5,3,1,0.5602
247,19,6,3,0,0.5602
247,19,7,3,1,0.5602
247,19,8,3,0,0.5602
247,19,9,2,1,0.4979
247,19,10,2,0,0.4979
247,19,11,2,1,0.4979
247,19,12,2,0,0.4979
247,19,13,1,1,0.7029
247,19,14,1,0,0.7029
247,19,15,1,1,0.7029
247,20,1,3,0,0.8425
247,20,2,2,1,0.7223
247,20,3,1,1,0.4391
247,20,4,4,0,0.3705
247,20,5,2,1,0.7223
247,20,6,2,1,0.7223
247,20,7,2,0,0.7223
247,20,8,2,0,0.7223
247,20,9,2,1,0.7223
247,20,10,2,0,0.7223
247,20,11,2,0,0.7223
247,20,12,2,0,0.7223
247,20,13,1,0,0.4391
247,20,14,1,1,0.4391
247,20,15,1,0,0.4391
248,1,1,1,0,0.5613
248,1,2,2,0,0.6017
248,1,3,2,0,0.6017
248,1,4,3,1,0.4699
248,1,5,4,1,0.5235
248,1,6,4,0,0.5235
248,1,7,1,0,0.5613
248,1,8,2,0,0.6017
248,1,9,3,1,0.4699
248,1,10,3,1,0.4699
248,1,11,3,1,0.4699
248,1,12,3,0,0.4699
248,1,13,4,0,0.5235
248,1,14,4,0,0.5235
248,1,15,4,1,0.5235
248,2,1,4,0,0.5137
248,2,2,3,1,0.3914
248,2,3,3,1,0.3914
248,2,4,3,1,0.3914
248,2,5,3,0,0.3914
248,2,6,2,1,0.6904
248,2,7,2,1,0.6904
248,2,8,2,1,0.6904
248,2,9,2,0,0.6904
248,2,10,1,1,0.8168
248,2,11,1,1,0.8168
248,2,12,1,1,0.8168
248,2,13,1,1,0.8168
248,2,14,1,1,0.8168
248,2,15,1,1,0.8168
248,3,1,2,1,0.5009
248,3,2,2,1,0.5009
248,3,3,2,1,0.5009
248,3,4,2,1,0.5009
248,3,5,2,0,0.5009
248,3,6,3,1,0.1646
248,3,7,3,1,0.1646
248,3,8,3,1,0.1646
248,3,9,3,1,0.1646
248,3,10,3,1,0.1646
248,3,11,3,1,0.1646
248,3,12,3,1,0.1646
248,3,13,3,1,0.1646
248,3,14,3,1,0.1646
248,3,15,3,1,0.1646
248,4,1,4,0,0.2789
248,4,2,3,0,0.186
248,4,3,2,1,0.6026
248,4,4,2,0,0.6026
248,4,5,2,0,0.6026
248,4,6,1,0,0.5482
248,4,7,1,1,0.5482
248,4,8,1,0,0.5482
248,4,9,3,1,0.186
248,4,10,3,0,0.186
248,4,11,4,0,0.2789
248,4,12,4,1,0.2789
248,4,13,4,1,0.2789
248,4,14,4,0,0.2789
248,4,15,3,1,0.186
248,5,1,1,0,0.8078
248,5,2,3,0,0.5408
248,5,3,4,1,0.8834
248,5,4,4,0,0.8834
248,5,5,2,0,0.1436
248,5,6,2,0,0.1436
248,5,7,3,0,0.5408
248,5,8,1,0,0.8078
248,5,9,4,0,0.8834
248,5,10,4,1,0.8834
248,5,11,4,0,0.8834
248,5,12,4,1,0.8834
248,5,13,4,1,0.8834
248,5,14,4,0,0.8834
248,5,15,4,0,0.8834
248,6,1,3,0,0.9207
248,6,2,4,1,0.3413
248,6,3,4,0,0.3413
248,6,4,4,0,0.3413
248,6,5,2,0,0.4032
248,6,6,2,1,0.4032
248,6,7,2,0,0.4032
248,6,8,3,1,0.9207
248,6,9,3,1,0.9207
248,6,10,3,1,0.9207
248,6,11,3,1,0.9207
248,6,12,3,1,0.9207
248,6,13,3,1,0.9207
248,6,14,3,1,0.9207
248,6,15,3,1,0.9207
248,7,1,1,0,0.4639
248,7,2,1,0,0.4639
248,7,3,2,1,0.7912
248,7,4,2,0,0.7912
248,7,5,3,0,0.5923
248,7,6,3,1,0.5923
248,7,7,3,1,0.5923
248,7,8,3,0,0.5923
248,7,9,4,1,0.9397
248,7,10,4,0,0.9397
248,7,11,4,0,0.9397
248,7,12,4,1,0.9397
248,7,13,4,1,0.9397
248,7,14,4,0,0.9397
248,7,15,4,0,0.9397
248,8,1,2,0,0.2735
248,8,2,3,1,0.5196
248,8,3,3,0,0.5196
248,8,4,3,0,0.5196
248,8,5,4,0,0.5523
248,8,6,4,1,0.5523
248,8,7,4,1,0.5523
248,8,8,4,1,0.5523
248,8,9,4,1,0.5523
248,8,10,4,0,0.5523
248,8,11,4,1,0.5523
248,8,12,4,0,0.5523
248,8,13,4,0,0.5523
248,8,14,1,1,0.3714
248,8,15,1,1,0.3714
248,9,1,4,1,0.2732
248,9,2,4,1,0.2732
248,9,3,4,1,0.2732
248,9,4,4,0,0.2732
248,9,5,3,0,0.7376
248,9,6,3,0,0.7376
248,9,7,2,0,0.3648
248,9,8,1,1,0.3684
248,9,9,1,1,0.3684
248,9,10,1,0,0.3684
248,9,11,1,1,0.3684
248,9,12,1,0,0.3684
248,9,13,4,1,0.2732
248,9,14,4,1,0.2732
248,9,15,4,1,0.2732
248,10,1,2,0,0.5876
248,10,2,1,0,0.6305
248,10,3,3,0,0.5516
248,10,4,4,0,0.4627
248,10,5,1,0,0.6305
248,10,6,2,0,0.5876
248,10,7,3,1,0.5516
248,10,8,3,0,0.5516
248,10,9,3,1,0.5516
248,10,10,3,0,0.5516
248,10,11,4,0,0.4627
248,10,12,4,1,0.4627
248,10,13,4,1,0.4627
248,10,14,4,1,0.4627
248,10,15,4,1,0.4627
248,11,1,3,1,0.2288
248,11,2,3,1,0.2288
248,11,3,3,0,0.2288
248,11,4,3,1,0.2288
248,11,5,3,1,0.2288
248,11,6,3,1,0.2288
248,11,7,3,1,0.2288
248,11,8,3,1,0.2288
248,11,9,3,1,0.2288
248,11,10,3,1,0.2288
248,11,11,3,1,0.2288
248,11,12,3,1,0.2288
248,11,13,3,1,0.2288
248,11,14,3,1,0.2288
248,11,15,3,1,0.2288
248,12,1,3,0,0.5496
248,12,2,4,1,0.1921
248,12,3,4,0,0.1921
248,12,4,4,1,0.1921
248,12,5,2,1,0.7601
248,12,6,2,1,0.7601
248,12,7,2,0,0.7601
248,12,8,2,1,0.7601
248,12,9,2,1,0.7601
248,12,10,2,1,0.7601
248,12,11,2,1,0.7601
248,12,12,2,1,0.7601
248,12,13,2,1,0.7601
248,12,14,2,1,0.7601
248,12,15,2,0,0.7601
248,13,1,4,1,0.7757
248,13,2,4,1,0.7757
248,13,3,4,1,0.7757
248,13,4,4,0,0.7757
248,13,5,4,1,0.7757
248,13,6,4,1,0.7757
248,13,7,4,0,0.7757
248,13,8,4,1,0.7757
248,13,9,4,0,0.7757
248,13,10,3,0,0.0672
248,13,11,3,0,0.0672
248,13,12,2,1,0.2587
248,13,13,2,1,0.2587
248,13,14,2,1,0.2587
248,13,15,2,0,0.2587
248,14,1,4,1,0.3418
248,14,2,4,1,0.3418
248,14,3,4,1,0.3418
248,14,4,4,1,0.3418
248,14,5,4,1,0.3418
248,14,6,4,0,0.3418
248,14,7,4,1,0.3418
248,14,8,4,1,0.3418
248,14,9,4,1,0.3418
248,14,10,4,1,0.3418
248,14,11,4,1,0.3418
248,14,12,4,0,0.3418
248,14,13,4,1,0.3418
248,14,14,4,1,0.3418
248,14,15,4,1,0.3418
248,15,1,4,0,0.7755
248,15,2,3,1,0.7124
248,15,3,3,1,0.7124
248,15,4,3,0,0.7124
248,15,5,3,1,0.7124
248,15,6,3,0,0.7124
248,15,7,3,1,0.7124
248,15,8,3,1,0.7124
248,15,9,3,0,0.7124
248,15,10,3,1,0.7124
248,15,11,3,0,0.7124
248,15,12,2,0,0.1321
248,15,13,1,1,0.2633
248,15,14,1,1,0.2633
248,15,15,1,1,0.2633
248,16,1,1,0,0.7751
248,16,2,2,1,0.5459
248,16,3,2,1,0.5459
248,16,4,2,0,0.5459
248,16,5,3,0,0.8303
248,16,6,4,1,0.3932
248,16,7,4,0,0.3932
248,16,8,4,1,0.3932
248,16,9,4,0,0.3932
248,16,10,2,1,0.5459
248,16,11,2,0,0.5459
248,16,12,2,0,0.5459
248,16,13,2,1,0.5459
248,16,14,2,1,0.5459
248,16,15,2,1,0.5459
248,17,1,1,0,0.5268
248,17,2,2,0,0.9461
248,17,3,3,1,0.9504
248,17,4,3,0,0.9504
248,17,5,3,0,0.9504
248,17,6,3,1,0.9504
248,17,7,4,1,0.6231
248,17,8,4,1,0.6231
248,17,9,4,0,0.6231
248,17,10,4,1,0.6231
248,17,11,4,0,0.6231
248,17,12,3,0,0.9504
248,17,13,3,0,0.9504
248,17,14,4,1,0.6231
248,17,15,4,1,0.6231
248,18,1,4,0,0.4216
248,18,2,4,0,0.4216
248,18,3,3,1,0.398
248,18,4,3,1,0.398
248,18,5,3,0,0.398
248,18,6,3,1,0.398
248,18,7,3,0,0.398
248,18,8,3,1,0.398
248,18,9,3,0,0.398
248,18,10,3,0,0.398
248,18,11,4,0,0.4216
248,18,12,2,1,0.121
248,18,13,2,0,0.121
248,18,14,2,1,0.121
248,18,15,2,1,0.121
248,19,1,1,1,0.7029
248,19,2,1,1,0.7029
248,19,3,1,1,0.7029
248,19,4,1,0,0.7029
248,19,5,1,0,0.7029
248,19,6,2,0,0.4979
248,19,7,2,0,0.4979
248,19,8,3,1,0.5602
248,19,9,3,1,0.5602
248,19,10,3,1,0.5602
248,19,11,3,0,0.5602
248,19,12,4,1,0.0978
248,19,13,4,1,0.0978
248,19,14,4,1,0.0978
248,19,15,4,0,0.0978
248,20,1,4,1,0.3705
248,20,2,4,1,0.3705
248,20,3,4,1,0.3705
248,20,4,4,0,0.3705
248,20,5,4,1,0.3705
248,20,6,4,0,0.3705
248,20,7,3,1,0.8425
248,20,8,3,1,0.8425
248,20,9,3,1,0.8425
248,20,10,3,1,0.8425
248,20,11,3,1,0.8425
248,20,12,3,1,0.8425
248,20,13,3,0,0.8425
248,20,14,2,1,0.7223
248,20,15,2,0,0.7223
249,1,1,2,0,0.6017
249,1,2,1,0,0.5613
249,1,3,3,0,0.4699
249,1,4,4,1,0.5235
249,1,5,4,1,0.5235
249,1,6,4,1,0.5235
249,1,7,4,1,0.5235
249,1,8,4,0,0.5235
249,1,9,4,1,0.5235
249,1,10,4,0,0.5235
249,1,11,4,0,0.5235
249,1,12,4,0,0.5235
249,1,13,3,0,0.4699
249,1,14,2,0,0.6017
249,1,15,4,0,0.5235
249,2,1,2,0,0.6904
249,2,2,1,1,0.8168
249,2,3,1,1,0.8168
249,2,4,1,1,0.8168
249,2,5,1,1,0.8168
249,2,6,1,1,0.8168
249,2,7,1,1,0.8168
249,2,8,1,0,0.8168
249,2,9,1,1,0.8168
249,2,10,1,1,0.8168
249,2,11,1,0,0.8168
249,2,12,1,0,0.8168
249,2,13,1,1,0.8168
249,2,14,1,0,0.8168
249,2,15,1,0,0.8168
249,3,1,4,1,0.8499
249,3,2,4,1,0.8499
249,3,3,4,1,0.8499
249,3,4,3,0,0.1646
249,3,5,4,1,0.8499
249,3,6,2,1,0.5009
249,3,7,2,1,0.5009
249,3,8,2,1,0.5009
249,3,9,4,1,0.8499
249,3,10,4,1,0.8499
249,3,11,4,1,0.8499
249,3,12,4,1,0.8499
249,3,13,4,1,0.8499
249,3,14,4,1,0.8499
249,3,15,4,1,0.8499
249,4,1,4,1,0.2789
249,4,2,4,1,0.2789
249,4,3,4,1,0.2789
249,4,4,4,1,0.2789
249,4,5,4,1,0.2789
249,4,6,4,0,0.2789
249,4,7,4,1,0.2789
249,4,8,4,1,0.2789
249,4,9,4,1,0.2789
249,4,10,4,1,0.2789
249,4,11,4,1,0.2789
249,4,12,4,1,0.2789
249,4,13,4,1,0.2789
249,4,14,4,1,0.2789
249,4,15,4,1,0.2789
249,5,1,1,1,0.8078
249,5,2,1,1,0.8078
249,5,3,1,0,0.8078
249,5,4,1,1,0.8078
249,5,5,1,0,0.8078
249,5,6,2,0,0.1436
249,5,7,3,0,0.5408
249,5,8,4,0,0.8834
249,5,9,1,1,0.8078
249,5,10,4,0,0.8834
249,5,11,3,1,0.5408
249,5,12,3,1,0.5408
249,5,13,3,1,0.5408
249,5,14,3,1,0.5408
249,5,15,3,1,0.5408
249,6,1,2,1,0.4032
249,6,2,2,1,0.4032
249,6,3,2,0,0.4032
249,6,4,2,1,0.4032
249,6,5,2,1,0.4032
249,6,6,2,1,0.4032
249,6,7,2,0,0.4032
249,6,8,2,0,0.4032
249,6,9,1,0,0.5227
249,6,10,3,1,0.9207
249,6,11,3,1,0.9207
249,6,12,3,1,0.9207
249,6,13,3,0,0.9207
249,6,14,3,0,0.9207
249,6,15,3,0,0.9207
249,7,1,2,0,0.7912
249,7,2,3,1,0.5923
249,7,3,3,1,0.5923
249,7,4,3,1,0.5923
249,7,5,3,1,0.5923
249,7,6,3,1,0.5923
249,7,7,3,0,0.5923
249,7,8,3,0,0.5923
249,7,9,3,1,0.5923
249,7,10,3,1,0.5923
249,7,11,3,1,0.5923
249,7,12,3,1,0.5923
249,7,13,3,1,0.5923
249,7,14,3,1,0.5923
249,7,15,3,0,0.5923
249,8,1,2,0,0.2735
249,8,2,1,0,0.3714
249,8,3,3,1,0.5196
249,8,4,3,1,0.5196
249,8,5,3,0,0.5196
249,8,6,3,0,0.5196
249,8,7,3,0,0.5196
249,8,8,3,1,0.5196
249,8,9,4,1,0.5523
249,8,10,4,1,0.5523
249,8,11,4,1,0.5523
249,8,12,4,0,0.5523
249,8,13,4,0,0.5523
249,8,14,1,1,0.3714
249,8,15,1,1,0.3714
249,9,1,2,0,0.3648
249,9,2,3,0,0.7376
249,9,3,4,1,0.2732
249,9,4,4,1,0.2732
249,9,5,4,0,0.2732
249,9,6,4,1,0.2732
249,9,7,4,1,0.2732
249,9,8,4,1,0.2732
249,9,9,4,0,0.2732
249,9,10,4,1,0.2732
249,9,11,4,1,0.2732
249,9,12,4,1,0.2732
249,9,13,4,1,0.2732
249,9,14,4,0,0.2732
249,9,15,4,0,0.2732
249,10,1,1,1,0.6305
249,10,2,1,1,0.6305
249,10,3,1,0,0.6305
249,10,4,1,0,0.6305
249,10,5,1,0,0.6305
249,10,6,2,1,0.5876
249,10,7,2,1,0.5876
249,10,8,2,1,0.5876
249,10,9,2,1,0.5876
249,10,10,2,1,0.5876
249,10,11,2,0,0.5876
249,10,12,2,0,0.5876
249,10,13,3,0,0.5516
249,10,14,4,1,0.4627
249,10,15,4,0,0.4627
249,11,1,2,1,0.2503
249,11,2,2,1,0.2503
249,11,3,2,1,0.2503
249,11,4,2,1,0.2503
249,11,5,2,1,0.2503
249,11,6,2,1,0.2503
249,11,7,2,1,0.2503
249,11,8,2,0,0.2503
249,11,9,2,1,0.2503
249,11,10,2,1,0.2503
249,11,11,2,1,0.2503
249,11,12,2,1,0.2503
249,11,13,2,0,0.2503
249,11,14,2,0,0.2503
249,11,15,2,1,0.2503
249,12,1,3,0,0.5496
249,12,2,4,1,0.1921
249,12,3,4,1,0.1921
249,12,4,4,0,0.1921
249,12,5,4,0,0.1921
249,12,6,4,1,0.1921
249,12,7,4,0,0.1921
249,12,8,1,0,0.5961
249,12,9,2,0,0.7601
249,12,10,2,1,0.7601
249,12,11,2,1,0.7601
249,12,12,2,0,0.7601
249,12,13,2,0,0.7601
249,12,14,1,0,0.5961
249,12,15,1,0,0.5961
249,13,1,3,0,0.0672
249,13,2,2,1,0.2587
249,13,3,2,1,0.2587
249,13,4,2,1,0.2587
249,13,5,2,1,0.2587
249,13,6,2,1,0.2587
249,13,7,2,0,0.2587
249,13,8,2,1,0.2587
249,13,9,2,1,0.2587
249,13,10,2,1,0.2587
249,13,11,2,1,0.2587
249,13,12,2,1,0.2587
249,13,13,2,1,0.2587
249,13,14,2,1,0.2587
249,13,15,2,1,0.2587
249,14,1,4,1,0.3418
249,14,2,4,0,0.3418
249,14,3,4,1,0.3418
249,14,4,4,0,0.3418
249,14,5,4,1,0.3418
249,14,6,4,0,0.3418
249,14,7,4,1,0.3418
249,14,8,3,0,0.4284
249,14,9,2,1,0.2856
249,14,10,2,0,0.2856
249,14,11,2,0,0.2856
249,14,12,2,1,0.2856
249,14,13,2,0,0.2856
249,14,14,2,0,0.2856
249,14,15,1,0,0.1876
249,15,1,2,0,0.1321
249,15,2,3,0,0.7124
249,15,3,4,0,0.7755
249,15,4,1,1,0.2633
249,15,5,1,1,0.2633
249,15,6,1,1,0.2633
249,15,7,1,1,0.2633
249,15,8,1,1,0.2633
249,15,9,1,1,0.2633
249,15,10,1,1,0.2633
249,15,11,1,1,0.2633
249,15,12,1,1,0.2633
249,15,13,1,1,0.2633
249,15,14,1,1,0.2633
249,15,15,1,0,0.2633
249,16,1,1,1,0.7751
249,16,2,1,0,0.7751
249,16,3,1,0,0.7751
249,16,4,2,0,0.5459
249,16,5,3,1,0.8303
249,16,6,3,0,0.8303
249,16,7,3,0,0.8303
249,16,8,3,1,0.8303
249,16,9,3,0,0.8303
249,16,10,3,0,0.8303
249,16,11,4,0,0.3932
249,16,12,4,0,0.3932
249,16,13,4,0,0.3932
249,16,14,1,0,0.7751
249,16,15,2,0,0.5459
249,17,1,1,0,0.5268
249,17,2,2,1,0.9461
249,17,3,2,1,0.9461
249,17,4,2,0,0.9461
249,17,5,2,1,0.9461
249,17,6,2,1,0.9461
249,17,7,2,1,0.9461
249,17,8,2,1,0.9461
249,17,9,2,1,0.9461
249,17,10,2,1,0.9461
249,17,11,2,1,0.9461
249,17,12,2,1,0.9461
249,17,13,2,1,0.9461
249,17,14,2,1,0.9461
249,17,15,2,1,0.9461
249,18,1,2,0,0.121
249,18,2,3,0,0.398
249,18,3,4,0,0.4216
249,18,4,4,1,0.4216
249,18,5,4,1,0.4216
249,18,6,4,1,0.4216
249,18,7,4,1,0.4216
249,18,8,4,0,0.4216
249,18,9,4,1,0.4216
249,18,10,4,1,0.4216
249,18,11,4,1,0.4216
249,18,12,4,1,0.4216
249,18,13,4,0,0.4216
249,18,14,4,1,0.4216
249,18,15,4,1,0.4216
249,19,1,1,1,0.7029
249,19,2,1,0,0.7029
249,19,3,1,1,0.7029
249,19,4,1,0,0.7029
249,19,5,1,0,0.7029
249,19,6,1,1,0.7029
249,19,7,2,0,0.4979
249,19,8,3,1,0.5602
249,19,9,3,1,0.5602
249,19,10,3,0,0.5602
249,19,11,3,0,0.5602
249,19,12,3,0,0.5602
249,19,13,4,0,0.0978
249,19,14,3,0,0.5602
249,19,15,4,0,0.0978
249,20,1,2,0,0.7223
249,20,2,3,0,0.8425
249,20,3,4,1,0.3705
249,20,4,4,1,0.3705
249,20,5,4,0,0.3705
249,20,6,4,1,0.3705
249,20,7,4,1,0.3705
249,20,8,4,0,0.3705
249,20,9,4,0,0.3705
249,20,10,4,1,0.3705
249,20,11,4,1,0.3705
249,20,12,4,1,0.3705
249,20,13,4,1,0.3705
249,20,14,4,0,0.3705
249,20,15,4,1,0.3705
250,1,1,3,1,0.4699
250,1,2,3,0,0.4699
250,1,3,2,0,0.6017
250,1,4,2,0,0.6017
250,1,5,1,1,0.5613
250,1,6,1,0,0.5613
250,1,7,4,1,0.5235
250,1,8,4,0,0.5235
250,1,9,3,0,0.4699
250,1,10,4,1,0.5235
250,1,11,1,0,0.5613
250,1,12,4,1,0.5235
250,1,13,4,0,0.5235
250,1,14,3,1,0.4699
250,1,15,2,0,0.6017
250,2,1,1,1,0.8168
250,2,2,2,0,0.6904
250,2,3,3,0,0.3914
250,2,4,4,0,0.5137
250,2,5,1,1,0.8168
250,2,6,1,1,0.8168
250,2,7,1,0,0.8168
250,2,8,1,1,0.8168
250,2,9,1,1,0.8168
250,2,10,1,1,0.8168
250,2,11,1,1,0.8168
250,2,12,1,0,0.8168
250,2,13,1,1,0.8168
250,2,14,1,1,0.8168
250,2,15,1,1,0.8168
250,3,1,1,0,0.2483
250,3,2,2,1,0.5009
250,3,3,3,1,0.1646
250,3,4,4,1,0.8499
250,3,5,2,1,0.5009
250,3,6,2,0,0.5009
250,3,7,3,0,0.1646
250,3,8,4,0,0.8499
250,3,9,2,0,0.5009
250,3,10,2,1,0.5009
250,3,11,2,0,0.5009
250,3,12,2,0,0.5009
250,3,13,2,0,0.5009
250,3,14,2,0,0.5009
250,3,15,1,0,0.2483
250,4,1,1,1,0.5482
250,4,2,2,0,0.6026
250,4,3,3,0,0.186
250,4,4,4,0,0.2789
250,4,5,1,1,0.5482
250,4,6,1,0,0.5482
250,4,7,1,1,0.5482
250,4,8,1,0,0.5482
250,4,9,1,1,0.5482
250,4,10,1,1,0.5482
250,4,11,1,0,0.5482
250,4,12,1,0,0.5482
250,4,13,1,1,0.5482
250,4,14,1,1,0.5482
250,4,15,1,1,0.5482
250,5,1,1,1,0.8078
250,5,2,2,0,0.1436
250,5,3,3,1,0.5408
250,5,4,4,0,0.8834
250,5,5,1,1,0.8078
250,5,6,1,1,0.8078
250,5,7,1,1,0.8078
250,5,8,1,0,0.8078
250,5,9,1,1,0.8078
250,5,10,1,1,0.8078
250,5,11,1,1,0.8078
250,5,12,1,0,0.8078
250,5,13,1,1,0.8078
250,5,14,1,1,0.8078
250,5,15,1,0,0.8078
250,6,1,1,0,0.5227
250,6,2,2,0,0.4032
250,6,3,3,1,0.9207
250,6,4,4,0,0.3413
250,6,5,3,0,0.9207
250,6,6,3,0,0.9207
250,6,7,3,0,0.9207
250,6,8,1,0,0.5227
250,6,9,2,1,0.4032
250,6,10,2,0,0.4032
