participant,environment,problem,problemOrder,choicePosition,value,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15
30,male,17,30,2,32,20,32,38,52,62,53,59,35,29,1,21,37,4,14,12
30,male,18,50,4,76,27,30,39,76,99,97,53,54,40,28,32,1,44,15,20
30,male,19,45,1,47,47,28,41,80,99,45,69,16,32,72,13,55,1,11,15
30,male,20,24,1,33,33,39,28,62,74,35,92,1,6,22,46,16,44,38,7
30,male,21,2,2,52,27,52,47,61,68,71,41,63,20,40,32,25,60,6,4
30,male,22,23,2,40,60,40,58,54,53,47,87,55,26,19,4,1,46,30,24
30,male,23,10,2,56,16,56,28,38,57,52,47,99,10,72,20,43,37,13,18
30,male,24,14,2,47,23,47,46,63,73,79,55,99,74,18,24,26,20,1,29
30,male,25,46,1,27,27,18,47,58,83,99,67,63,33,17,68,1,25,5,16
30,male,26,3,1,31,31,33,34,48,52,80,55,43,54,1,30,35,24,12,14
30,male,27,8,1,17,17,21,27,68,64,19,51,85,33,83,9,49,1,8,13
30,male,28,20,2,41,19,41,31,53,96,80,69,55,40,48,47,58,45,9,15
30,male,29,41,3,41,21,12,41,60,56,69,71,25,14,40,61,62,24,2,13
30,male,30,17,2,42,28,42,56,55,66,35,74,57,59,1,47,71,19,24,11
30,male,31,34,1,45,45,30,59,49,47,51,93,58,32,99,37,39,27,3,18
30,male,32,15,3,42,25,26,42,71,46,99,95,90,75,45,4,6,1,37,47
30,male,33,38,2,55,29,55,63,59,57,84,81,38,17,3,21,11,15,22,35
30,male,34,5,1,34,34,42,47,84,99,35,73,37,32,24,31,13,30,1,14
30,male,35,31,1,33,33,34,53,84,73,75,57,14,1,56,7,35,6,12,43
30,male,36,35,1,22,22,34,42,81,56,87,54,14,51,26,31,4,2,33,7
30,male,37,1,1,44,44,29,61,55,72,95,71,27,59,56,18,32,19,1,21
30,male,38,43,2,38,21,38,66,63,76,87,72,37,86,80,28,42,30,12,1
30,male,39,6,1,30,30,43,15,74,54,75,97,87,47,44,7,36,19,3,1
30,male,40,36,2,53,28,53,57,77,69,76,34,70,30,1,18,79,29,9,31
30,male,41,42,1,34,34,40,45,63,39,65,44,2,6,5,67,64,25,1,33
30,male,42,44,1,48,48,41,65,81,99,37,72,49,43,26,45,1,6,33,25
30,male,43,27,3,54,16,28,54,59,71,36,85,82,1,84,12,43,45,26,32
30,male,44,7,1,38,38,37,59,74,99,77,86,94,84,46,39,50,26,65,1
30,male,45,22,1,36,36,18,60,43,68,69,31,6,79,1,23,54,44,17,16
30,male,46,25,2,40,23,40,54,50,86,64,25,35,99,34,32,15,6,13,26
30,male,47,28,1,44,44,26,74,93,70,61,54,78,71,43,4,11,19,21,2
30,male,48,39,1,42,42,31,47,49,59,62,66,79,77,99,18,21,45,52,22
30,male,49,13,3,75,26,24,75,83,68,36,27,44,1,20,38,13,64,39,40
30,male,50,29,2,44,19,44,51,63,56,71,93,79,43,24,74,25,1,9,10
31,female,1,30,1,59,59,65,76,96,97,51,33,49,50,17,73,13,6,1,21
31,female,2,39,2,80,73,80,74,70,96,52,3,28,13,1,68,69,21,8,29
31,female,3,1,5,75,57,76,62,60,75,51,20,35,1,74,8,2,14,36,19
31,female,4,5,3,83,56,71,83,70,52,31,67,36,38,1,34,46,3,28,30
31,female,5,13,2,74,56,74,68,78,87,59,13,45,32,55,19,35,1,3,28
31,female,6,23,2,83,61,83,71,99,97,57,37,33,22,13,31,11,48,6,4
31,female,7,48,2,75,53,75,61,83,87,79,86,3,94,65,13,11,1,4,5
31,female,8,24,3,99,62,51,99,64,86,66,31,1,6,12,44,5,57,13,8
31,female,9,31,3,99,55,70,99,72,46,53,35,54,71,57,61,1,44,9,45
31,female,10,34,3,76,51,68,76,67,71,83,78,55,90,1,49,38,2,37,9
31,female,11,37,5,79,63,73,55,67,79,46,66,8,57,12,41,1,49,9,16
31,female,12,43,3,99,51,65,99,69,74,73,68,11,15,30,19,31,26,40,36
31,female,13,21,2,69,49,69,94,80,48,47,11,55,45,1,6,15,2,3,33
31,female,14,49,2,78,59,78,85,80,67,48,14,23,46,38,5,1,10,36,40
31,female,15,6,4,66,46,58,59,66,61,40,44,33,28,34,22,1,10,12,30
31,female,16,45,3,91,40,63,91,60,94,90,38,1,51,47,19,14,28,16,24
31,female,17,18,3,89,58,66,89,62,77,97,84,19,9,1,18,13,8,22,36
31,female,18,47,3,88,64,58,88,92,75,70,25,32,11,45,27,36,1,19,8
31,female,19,12,1,72,72,63,70,98,65,69,40,50,45,31,22,57,1,21,44
31,female,20,44,2,78,61,78,87,96,72,90,94,5,2,1,31,52,14,12,21
31,female,21,35,2,71,55,71,72,65,58,77,64,21,43,49,1,57,2,39,11
31,female,22,36,1,78,78,69,90,92,85,51,35,48,20,82,50,8,1,31,3
31,female,23,26,1,57,57,80,61,65,90,56,64,81,33,29,1,36,31,26,58
31,female,24,27,1,72,72,76,73,88,61,49,80,25,64,94,1,31,17,24,23
31,female,25,17,2,75,43,75,59,92,69,72,27,17,81,4,44,70,18,8,34
31,female,26,20,4,80,59,76,75,80,63,70,64,29,31,22,45,14,2,1,10
31,female,27,29,2,94,50,94,97,81,61,70,39,91,43,12,58,24,1,6,48
31,female,28,2,1,69,69,64,93,67,60,37,17,27,83,10,18,1,32,7,41
31,female,29,3,1,82,82,64,84,73,69,21,8,63,67,1,32,11,20,13,24
31,female,30,33,2,80,59,80,71,99,73,85,41,16,84,1,34,12,18,6,17
31,female,31,46,1,65,65,61,63,53,97,50,32,62,80,58,76,41,42,1,6
31,female,32,11,4,99,55,70,54,99,76,69,93,20,16,15,8,32,23,6,7
31,female,33,38,3,79,65,60,79,75,98,67,42,61,6,33,4,1,24,14,16
31,female,34,4,1,58,58,71,53,62,67,52,36,65,1,18,26,37,21,28,8
31,female,35,15,4,86,55,65,56,86,66,85,31,68,1,33,18,24,11,39,8
31,female,36,41,3,98,74,67,98,66,90,78,31,63,87,64,4,17,27,41,5
31,female,37,25,2,79,52,79,76,66,99,77,72,48,9,20,26,40,1,3,11
31,female,38,42,2,73,54,73,83,67,36,17,21,99,49,46,48,9,15,1,23
31,female,39,14,2,73,54,73,99,79,57,72,93,18,1,29,7,6,14,27,5
31,female,40,32,1,84,84,83,36,89,90,64,80,23,22,1,55,24,21,28,14
31,female,41,16,2,76,48,76,64,88,60,75,70,2,40,13,27,1,24,12,23
31,female,42,8,2,81,48,81,83,79,77,56,58,42,18,1,2,30,22,25,27
31,female,43,9,4,76,48,69,56,76,74,47,70,1,33,85,45,30,35,26,37
31,female,44,7,15,21,49,73,80,22,78,99,20,16,75,26,1,8,28,19,21
31,female,45,28,3,90,49,68,90,45,99,55,82,56,95,39,17,1,10,26,18
31,female,46,19,1,72,72,80,75,81,50,64,99,25,1,6,16,29,26,19,32
31,female,47,22,4,67,35,65,70,67,92,84,18,22,49,45,5,33,38,28,1
31,female,48,50,1,51,51,69,99,83,81,61,11,37,74,27,26,56,7,55,16
31,female,49,40,1,62,62,67,99,98,52,54,22,2,26,34,30,1,24,16,18
31,female,50,10,1,70,70,80,79,89,53,71,64,47,51,26,10,33,1,21,22
31,male,1,15,5,69,37,54,40,67,69,89,74,7,22,83,18,3,30,15,14
31,male,2,24,3,66,36,49,66,64,52,63,97,70,9,42,12,33,32,27,20
31,male,3,19,4,60,33,34,49,60,91,99,41,50,25,9,79,37,17,12,73
31,male,4,32,5,92,42,37,47,53,92,57,79,99,52,49,32,14,9,35,16
31,male,5,37,5,87,39,33,57,42,87,37,58,48,82,71,1,2,21,43,12
31,male,6,49,3,75,23,29,75,63,91,31,48,2,44,70,47,14,24,17,67
31,male,7,2,4,79,52,49,43,79,89,76,44,32,56,35,61,4,50,1,19
31,male,8,7,5,71,30,35,44,52,71,66,48,1,39,45,26,6,16,37,41
31,male,9,5,5,76,20,27,37,56,76,92,99,59,36,39,98,57,1,15,25
31,male,10,1,3,72,16,43,72,95,99,65,42,62,35,63,34,39,1,5,53
31,male,11,47,3,74,24,33,74,60,71,40,80,72,99,53,1,52,21,17,9
31,male,12,8,4,80,32,21,54,80,92,86,47,77,99,41,48,12,6,10,64
31,male,13,44,4,78,41,39,25,78,53,99,63,52,73,12,32,68,8,16,1
31,male,14,20,6,79,9,45,31,52,62,79,73,61,1,50,69,29,7,15,40
31,male,15,25,4,69,20,35,64,69,26,41,97,38,47,78,40,33,9,29,5
31,male,16,11,5,77,25,42,26,67,77,62,57,92,1,32,13,31,18,16,15
31,male,17,33,15,12,20,32,38,52,62,53,59,35,29,1,21,37,4,14,12
31,male,18,26,4,76,27,30,39,76,99,97,53,54,40,28,32,1,44,15,20
31,male,19,14,4,80,47,28,41,80,99,45,69,16,32,72,13,55,1,11,15
31,male,20,16,5,74,33,39,28,62,74,35,92,1,6,22,46,16,44,38,7
31,male,21,45,6,71,27,52,47,61,68,71,41,63,20,40,32,25,60,6,4
31,male,22,40,1,60,60,40,58,54,53,47,87,55,26,19,4,1,46,30,24
31,male,23,9,8,99,16,56,28,38,57,52,47,99,10,72,20,43,37,13,18
31,male,24,21,4,63,23,47,46,63,73,79,55,99,74,18,24,26,20,1,29
31,male,25,46,5,83,27,18,47,58,83,99,67,63,33,17,68,1,25,5,16
31,male,26,12,6,80,31,33,34,48,52,80,55,43,54,1,30,35,24,12,14
31,male,27,36,4,68,17,21,27,68,64,19,51,85,33,83,9,49,1,8,13
31,male,28,43,5,96,19,41,31,53,96,80,69,55,40,48,47,58,45,9,15
31,male,29,48,6,69,21,12,41,60,56,69,71,25,14,40,61,62,24,2,13
31,male,30,23,7,74,28,42,56,55,66,35,74,57,59,1,47,71,19,24,11
31,male,31,18,7,93,45,30,59,49,47,51,93,58,32,99,37,39,27,3,18
31,male,32,31,4,71,25,26,42,71,46,99,95,90,75,45,4,6,1,37,47
31,male,33,35,6,84,29,55,63,59,57,84,81,38,17,3,21,11,15,22,35
31,male,34,17,4,84,34,42,47,84,99,35,73,37,32,24,31,13,30,1,14
31,male,35,4,4,84,33,34,53,84,73,75,57,14,1,56,7,35,6,12,43
31,male,36,22,4,81,22,34,42,81,56,87,54,14,51,26,31,4,2,33,7
31,male,37,13,5,72,44,29,61,55,72,95,71,27,59,56,18,32,19,1,21
31,male,38,6,5,76,21,38,66,63,76,87,72,37,86,80,28,42,30,12,1
31,male,39,34,4,74,30,43,15,74,54,75,97,87,47,44,7,36,19,3,1
31,male,40,50,4,77,28,53,57,77,69,76,34,70,30,1,18,79,29,9,31
31,male,41,30,11,67,34,40,45,63,39,65,44,2,6,5,67,64,25,1,33
31,male,42,42,3,65,48,41,65,81,99,37,72,49,43,26,45,1,6,33,25
31,male,43,28,7,85,16,28,54,59,71,36,85,82,1,84,12,43,45,26,32
31,male,44,27,4,74,38,37,59,74,99,77,86,94,84,46,39,50,26,65,1
31,male,45,3,6,69,36,18,60,43,68,69,31,6,79,1,23,54,44,17,16
31,male,46,39,5,86,23,40,54,50,86,64,25,35,99,34,32,15,6,13,26
31,male,47,38,3,74,44,26,74,93,70,61,54,78,71,43,4,11,19,21,2
31,male,48,10,8,79,42,31,47,49,59,62,66,79,77,99,18,21,45,52,22
31,male,49,41,3,75,26,24,75,83,68,36,27,44,1,20,38,13,64,39,40
31,male,50,29,6,71,19,44,51,63,56,71,93,79,43,24,74,25,1,9,10
32,female,1,7,4,96,59,65,76,96,97,51,33,49,50,17,73,13,6,1,21
32,female,2,14,2,80,73,80,74,70,96,52,3,28,13,1,68,69,21,8,29
32,female,3,45,5,75,57,76,62,60,75,51,20,35,1,74,8,2,14,36,19
32,female,4,48,3,83,56,71,83,70,52,31,67,36,38,1,34,46,3,28,30
32,female,5,30,4,78,56,74,68,78,87,59,13,45,32,55,19,35,1,3,28
32,female,6,17,2,83,61,83,71,99,97,57,37,33,22,13,31,11,48,6,4
32,female,7,24,2,75,53,75,61,83,87,79,86,3,94,65,13,11,1,4,5
32,female,8,6,3,99,62,51,99,64,86,66,31,1,6,12,44,5,57,13,8
32,female,9,1,3,99,55,70,99,72,46,53,35,54,71,57,61,1,44,9,45
32,female,10,42,5,71,51,68,76,67,71,83,78,55,90,1,49,38,2,37,9
32,female,11,10,5,79,63,73,55,67,79,46,66,8,57,12,41,1,49,9,16
32,female,12,8,3,99,51,65,99,69,74,73,68,11,15,30,19,31,26,40,36
32,female,13,2,3,94,49,69,94,80,48,47,11,55,45,1,6,15,2,3,33
32,female,14,44,3,85,59,78,85,80,67,48,14,23,46,38,5,1,10,36,40
32,female,15,23,10,34,46,58,59,66,61,40,44,33,28,34,22,1,10,12,30
32,female,16,38,3,91,40,63,91,60,94,90,38,1,51,47,19,14,28,16,24
32,female,17,50,3,89,58,66,89,62,77,97,84,19,9,1,18,13,8,22,36
32,female,18,4,3,88,64,58,88,92,75,70,25,32,11,45,27,36,1,19,8
32,female,19,25,4,98,72,63,70,98,65,69,40,50,45,31,22,57,1,21,44
32,female,20,35,3,87,61,78,87,96,72,90,94,5,2,1,31,52,14,12,21
32,female,21,49,6,77,55,71,72,65,58,77,64,21,43,49,1,57,2,39,11
32,female,22,34,3,90,78,69,90,92,85,51,35,48,20,82,50,8,1,31,3
32,female,23,47,2,80,57,80,61,65,90,56,64,81,33,29,1,36,31,26,58
32,female,24,20,4,88,72,76,73,88,61,49,80,25,64,94,1,31,17,24,23
32,female,25,29,4,92,43,75,59,92,69,72,27,17,81,4,44,70,18,8,34
32,female,26,13,4,80,59,76,75,80,63,70,64,29,31,22,45,14,2,1,10
32,female,27,21,2,94,50,94,97,81,61,70,39,91,43,12,58,24,1,6,48
32,female,28,41,3,93,69,64,93,67,60,37,17,27,83,10,18,1,32,7,41
32,female,29,27,1,82,82,64,84,73,69,21,8,63,67,1,32,11,20,13,24
32,female,30,16,4,99,59,80,71,99,73,85,41,16,84,1,34,12,18,6,17
32,female,31,33,5,97,65,61,63,53,97,50,32,62,80,58,76,41,42,1,6
32,female,32,9,4,99,55,70,54,99,76,69,93,20,16,15,8,32,23,6,7
32,female,33,26,3,79,65,60,79,75,98,67,42,61,6,33,4,1,24,14,16
32,female,34,43,8,65,58,71,53,62,67,52,36,65,1,18,26,37,21,28,8
32,female,35,36,4,86,55,65,56,86,66,85,31,68,1,33,18,24,11,39,8
32,female,36,31,3,98,74,67,98,66,90,78,31,63,87,64,4,17,27,41,5
32,female,37,5,2,79,52,79,76,66,99,77,72,48,9,20,26,40,1,3,11
32,female,38,11,3,83,54,73,83,67,36,17,21,99,49,46,48,9,15,1,23
32,female,39,39,3,99,54,73,99,79,57,72,93,18,1,29,7,6,14,27,5
32,female,40,40,1,84,84,83,36,89,90,64,80,23,22,1,55,24,21,28,14
32,female,41,46,4,88,48,76,64,88,60,75,70,2,40,13,27,1,24,12,23
32,female,42,18,2,81,48,81,83,79,77,56,58,42,18,1,2,30,22,25,27
32,female,43,32,4,76,48,69,56,76,74,47,70,1,33,85,45,30,35,26,37
32,female,44,15,3,80,49,73,80,22,78,99,20,16,75,26,1,8,28,19,21
32,female,45,22,3,90,49,68,90,45,99,55,82,56,95,39,17,1,10,26,18
32,female,46,3,2,80,72,80,75,81,50,64,99,25,1,6,16,29,26,19,32
32,female,47,19,5,92,35,65,70,67,92,84,18,22,49,45,5,33,38,28,1
32,female,48,37,3,99,51,69,99,83,81,61,11,37,74,27,26,56,7,55,16
32,female,49,12,3,99,62,67,99,98,52,54,22,2,26,34,30,1,24,16,18
32,female,50,28,2,80,70,80,79,89,53,71,64,47,51,26,10,33,1,21,22
32,male,1,45,6,89,37,54,40,67,69,89,74,7,22,83,18,3,30,15,14
32,male,2,36,7,97,36,49,66,64,52,63,97,70,9,42,12,33,32,27,20
32,male,3,41,5,91,33,34,49,60,91,99,41,50,25,9,79,37,17,12,73
32,male,4,10,5,92,42,37,47,53,92,57,79,99,52,49,32,14,9,35,16
32,male,5,3,5,87,39,33,57,42,87,37,58,48,82,71,1,2,21,43,12
32,male,6,32,5,91,23,29,75,63,91,31,48,2,44,70,47,14,24,17,67
32,male,7,21,5,89,52,49,43,79,89,76,44,32,56,35,61,4,50,1,19
32,male,8,11,5,71,30,35,44,52,71,66,48,1,39,45,26,6,16,37,41
32,male,9,20,6,92,20,27,37,56,76,92,99,59,36,39,98,57,1,15,25
32,male,10,28,4,95,16,43,72,95,99,65,42,62,35,63,34,39,1,5,53
32,male,11,9,5,71,24,33,74,60,71,40,80,72,99,53,1,52,21,17,9
32,male,12,18,4,80,32,21,54,80,92,86,47,77,99,41,48,12,6,10,64
32,male,13,4,6,99,41,39,25,78,53,99,63,52,73,12,32,68,8,16,1
32,male,14,42,6,79,9,45,31,52,62,79,73,61,1,50,69,29,7,15,40
32,male,15,50,7,97,20,35,64,69,26,41,97,38,47,78,40,33,9,29,5
32,male,16,22,5,77,25,42,26,67,77,62,57,92,1,32,13,31,18,16,15
32,male,17,8,15,12,20,32,38,52,62,53,59,35,29,1,21,37,4,14,12
32,male,18,33,4,76,27,30,39,76,99,97,53,54,40,28,32,1,44,15,20
32,male,19,26,4,80,47,28,41,80,99,45,69,16,32,72,13,55,1,11,15
32,male,20,24,5,74,33,39,28,62,74,35,92,1,6,22,46,16,44,38,7
32,male,21,30,6,71,27,52,47,61,68,71,41,63,20,40,32,25,60,6,4
32,male,22,5,7,87,60,40,58,54,53,47,87,55,26,19,4,1,46,30,24
32,male,23,43,8,99,16,56,28,38,57,52,47,99,10,72,20,43,37,13,18
32,male,24,31,6,79,23,47,46,63,73,79,55,99,74,18,24,26,20,1,29
32,male,25,2,5,83,27,18,47,58,83,99,67,63,33,17,68,1,25,5,16
32,male,26,49,6,80,31,33,34,48,52,80,55,43,54,1,30,35,24,12,14
32,male,27,13,8,85,17,21,27,68,64,19,51,85,33,83,9,49,1,8,13
32,male,28,48,5,96,19,41,31,53,96,80,69,55,40,48,47,58,45,9,15
32,male,29,40,7,71,21,12,41,60,56,69,71,25,14,40,61,62,24,2,13
32,male,30,29,7,74,28,42,56,55,66,35,74,57,59,1,47,71,19,24,11
32,male,31,15,7,93,45,30,59,49,47,51,93,58,32,99,37,39,27,3,18
32,male,32,38,6,99,25,26,42,71,46,99,95,90,75,45,4,6,1,37,47
32,male,33,23,6,84,29,55,63,59,57,84,81,38,17,3,21,11,15,22,35
32,male,34,46,4,84,34,42,47,84,99,35,73,37,32,24,31,13,30,1,14
32,male,35,39,4,84,33,34,53,84,73,75,57,14,1,56,7,35,6,12,43
32,male,36,16,4,81,22,34,42,81,56,87,54,14,51,26,31,4,2,33,7
32,male,37,27,5,72,44,29,61,55,72,95,71,27,59,56,18,32,19,1,21
32,male,38,35,6,87,21,38,66,63,76,87,72,37,86,80,28,42,30,12,1
32,male,39,1,6,75,30,43,15,74,54,75,97,87,47,44,7,36,19,3,1
32,male,40,12,8,70,28,53,57,77,69,76,34,70,30,1,18,79,29,9,31
32,male,41,6,11,67,34,40,45,63,39,65,44,2,6,5,67,64,25,1,33
32,male,42,37,4,81,48,41,65,81,99,37,72,49,43,26,45,1,6,33,25
32,male,43,25,7,85,16,28,54,59,71,36,85,82,1,84,12,43,45,26,32
32,male,44,44,4,74,38,37,59,74,99,77,86,94,84,46,39,50,26,65,1
32,male,45,34,9,79,36,18,60,43,68,69,31,6,79,1,23,54,44,17,16
32,male,46,14,5,86,23,40,54,50,86,64,25,35,99,34,32,15,6,13,26
32,male,47,7,3,74,44,26,74,93,70,61,54,78,71,43,4,11,19,21,2
32,male,48,17,8,79,42,31,47,49,59,62,66,79,77,99,18,21,45,52,22
32,male,49,47,4,83,26,24,75,83,68,36,27,44,1,20,38,13,64,39,40
32,male,50,19,6,71,19,44,51,63,56,71,93,79,43,24,74,25,1,9,10
33,female,1,16,4,96,59,65,76,96,97,51,33,49,50,17,73,13,6,1,21
33,female,2,11,2,80,73,80,74,70,96,52,3,28,13,1,68,69,21,8,29
33,female,3,21,10,74,57,76,62,60,75,51,20,35,1,74,8,2,14,36,19
33,female,4,15,12,46,56,71,83,70,52,31,67,36,38,1,34,46,3,28,30
33,female,5,43,5,87,56,74,68,78,87,59,13,45,32,55,19,35,1,3,28
33,female,6,46,4,99,61,83,71,99,97,57,37,33,22,13,31,11,48,6,4
33,female,7,44,5,87,53,75,61,83,87,79,86,3,94,65,13,11,1,4,5
33,female,8,41,3,99,62,51,99,64,86,66,31,1,6,12,44,5,57,13,8
33,female,9,49,3,99,55,70,99,72,46,53,35,54,71,57,61,1,44,9,45
33,female,10,9,9,90,51,68,76,67,71,83,78,55,90,1,49,38,2,37,9
33,female,11,10,15,16,63,73,55,67,79,46,66,8,57,12,41,1,49,9,16
33,female,12,25,3,99,51,65,99,69,74,73,68,11,15,30,19,31,26,40,36
33,female,13,45,3,94,49,69,94,80,48,47,11,55,45,1,6,15,2,3,33
33,female,14,50,2,78,59,78,85,80,67,48,14,23,46,38,5,1,10,36,40
33,female,15,40,10,34,46,58,59,66,61,40,44,33,28,34,22,1,10,12,30
33,female,16,22,3,91,40,63,91,60,94,90,38,1,51,47,19,14,28,16,24
33,female,17,39,3,89,58,66,89,62,77,97,84,19,9,1,18,13,8,22,36
33,female,18,38,1,64,64,58,88,92,75,70,25,32,11,45,27,36,1,19,8
33,female,19,19,4,98,72,63,70,98,65,69,40,50,45,31,22,57,1,21,44
33,female,20,35,4,96,61,78,87,96,72,90,94,5,2,1,31,52,14,12,21
33,female,21,32,6,77,55,71,72,65,58,77,64,21,43,49,1,57,2,39,11
33,female,22,6,3,90,78,69,90,92,85,51,35,48,20,82,50,8,1,31,3
33,female,23,20,2,80,57,80,61,65,90,56,64,81,33,29,1,36,31,26,58
33,female,24,4,4,88,72,76,73,88,61,49,80,25,64,94,1,31,17,24,23
33,female,25,37,4,92,43,75,59,92,69,72,27,17,81,4,44,70,18,8,34
33,female,26,7,11,45,59,76,75,80,63,70,64,29,31,22,45,14,2,1,10
33,female,27,17,2,94,50,94,97,81,61,70,39,91,43,12,58,24,1,6,48
33,female,28,8,3,93,69,64,93,67,60,37,17,27,83,10,18,1,32,7,41
33,female,29,28,8,63,82,64,84,73,69,21,8,63,67,1,32,11,20,13,24
33,female,30,47,4,99,59,80,71,99,73,85,41,16,84,1,34,12,18,6,17
33,female,31,26,5,97,65,61,63,53,97,50,32,62,80,58,76,41,42,1,6
33,female,32,27,4,99,55,70,54,99,76,69,93,20,16,15,8,32,23,6,7
33,female,33,3,5,98,65,60,79,75,98,67,42,61,6,33,4,1,24,14,16
33,female,34,24,8,65,58,71,53,62,67,52,36,65,1,18,26,37,21,28,8
33,female,35,36,15,8,55,65,56,86,66,85,31,68,1,33,18,24,11,39,8
33,female,36,33,3,98,74,67,98,66,90,78,31,63,87,64,4,17,27,41,5
33,female,37,48,5,99,52,79,76,66,99,77,72,48,9,20,26,40,1,3,11
33,female,38,1,8,99,54,73,83,67,36,17,21,99,49,46,48,9,15,1,23
33,female,39,42,3,99,54,73,99,79,57,72,93,18,1,29,7,6,14,27,5
33,female,40,31,4,89,84,83,36,89,90,64,80,23,22,1,55,24,21,28,14
33,female,41,13,4,88,48,76,64,88,60,75,70,2,40,13,27,1,24,12,23
33,female,42,34,15,27,48,81,83,79,77,56,58,42,18,1,2,30,22,25,27
33,female,43,5,2,69,48,69,56,76,74,47,70,1,33,85,45,30,35,26,37
33,female,44,30,6,99,49,73,80,22,78,99,20,16,75,26,1,8,28,19,21
33,female,45,29,3,90,49,68,90,45,99,55,82,56,95,39,17,1,10,26,18
33,female,46,2,7,99,72,80,75,81,50,64,99,25,1,6,16,29,26,19,32
33,female,47,12,5,92,35,65,70,67,92,84,18,22,49,45,5,33,38,28,1
33,female,48,18,3,99,51,69,99,83,81,61,11,37,74,27,26,56,7,55,16
33,female,49,23,3,99,62,67,99,98,52,54,22,2,26,34,30,1,24,16,18
33,female,50,14,4,89,70,80,79,89,53,71,64,47,51,26,10,33,1,21,22
33,male,1,36,4,67,37,54,40,67,69,89,74,7,22,83,18,3,30,15,14
33,male,2,37,7,97,36,49,66,64,52,63,97,70,9,42,12,33,32,27,20
33,male,3,20,5,91,33,34,49,60,91,99,41,50,25,9,79,37,17,12,73
33,male,4,46,5,92,42,37,47,53,92,57,79,99,52,49,32,14,9,35,16
33,male,5,39,5,87,39,33,57,42,87,37,58,48,82,71,1,2,21,43,12
33,male,6,42,11,47,23,29,75,63,91,31,48,2,44,70,47,14,24,17,67
33,male,7,34,5,89,52,49,43,79,89,76,44,32,56,35,61,4,50,1,19
33,male,8,8,5,71,30,35,44,52,71,66,48,1,39,45,26,6,16,37,41
33,male,9,47,5,76,20,27,37,56,76,92,99,59,36,39,98,57,1,15,25
33,male,10,14,4,95,16,43,72,95,99,65,42,62,35,63,34,39,1,5,53
33,male,11,13,7,80,24,33,74,60,71,40,80,72,99,53,1,52,21,17,9
33,male,12,38,4,80,32,21,54,80,92,86,47,77,99,41,48,12,6,10,64
33,male,13,24,4,78,41,39,25,78,53,99,63,52,73,12,32,68,8,16,1
33,male,14,4,5,62,9,45,31,52,62,79,73,61,1,50,69,29,7,15,40
33,male,15,21,7,97,20,35,64,69,26,41,97,38,47,78,40,33,9,29,5
33,male,16,1,5,77,25,42,26,67,77,62,57,92,1,32,13,31,18,16,15
33,male,17,18,9,29,20,32,38,52,62,53,59,35,29,1,21,37,4,14,12
33,male,18,50,4,76,27,30,39,76,99,97,53,54,40,28,32,1,44,15,20
33,male,19,11,4,80,47,28,41,80,99,45,69,16,32,72,13,55,1,11,15
33,male,20,28,5,74,33,39,28,62,74,35,92,1,6,22,46,16,44,38,7
33,male,21,7,4,61,27,52,47,61,68,71,41,63,20,40,32,25,60,6,4
33,male,22,3,7,87,60,40,58,54,53,47,87,55,26,19,4,1,46,30,24
33,male,23,48,8,99,16,56,28,38,57,52,47,99,10,72,20,43,37,13,18
33,male,24,10,4,63,23,47,46,63,73,79,55,99,74,18,24,26,20,1,29
33,male,25,17,5,83,27,18,47,58,83,99,67,63,33,17,68,1,25,5,16
33,male,26,49,6,80,31,33,34,48,52,80,55,43,54,1,30,35,24,12,14
33,male,27,12,8,85,17,21,27,68,64,19,51,85,33,83,9,49,1,8,13
33,male,28,31,5,96,19,41,31,53,96,80,69,55,40,48,47,58,45,9,15
33,male,29,41,10,40,21,12,41,60,56,69,71,25,14,40,61,62,24,2,13
33,male,30,40,7,74,28,42,56,55,66,35,74,57,59,1,47,71,19,24,11
33,male,31,27,7,93,45,30,59,49,47,51,93,58,32,99,37,39,27,3,18
33,male,32,44,6,99,25,26,42,71,46,99,95,90,75,45,4,6,1,37,47
33,male,33,29,6,84,29,55,63,59,57,84,81,38,17,3,21,11,15,22,35
33,male,34,33,4,84,34,42,47,84,99,35,73,37,32,24,31,13,30,1,14
33,male,35,22,4,84,33,34,53,84,73,75,57,14,1,56,7,35,6,12,43
33,male,36,2,4,81,22,34,42,81,56,87,54,14,51,26,31,4,2,33,7
33,male,37,43,5,72,44,29,61,55,72,95,71,27,59,56,18,32,19,1,21
33,male,38,45,3,66,21,38,66,63,76,87,72,37,86,80,28,42,30,12,1
33,male,39,5,4,74,30,43,15,74,54,75,97,87,47,44,7,36,19,3,1
33,male,40,9,6,76,28,53,57,77,69,76,34,70,30,1,18,79,29,9,31
33,male,41,35,6,65,34,40,45,63,39,65,44,2,6,5,67,64,25,1,33
33,male,42,23,4,81,48,41,65,81,99,37,72,49,43,26,45,1,6,33,25
33,male,43,16,7,85,16,28,54,59,71,36,85,82,1,84,12,43,45,26,32
33,male,44,25,5,99,38,37,59,74,99,77,86,94,84,46,39,50,26,65,1
33,male,45,30,9,79,36,18,60,43,68,69,31,6,79,1,23,54,44,17,16
33,male,46,32,5,86,23,40,54,50,86,64,25,35,99,34,32,15,6,13,26
33,male,47,15,3,74,44,26,74,93,70,61,54,78,71,43,4,11,19,21,2
