participant,problemLength,problem,choicePosition,confidence,presentationOrder,value1,value2,value3,value4,value5
24,10,17,5,6,2,52.74,39.65,46.45,25.38,98.62
24,10,18,10,1,38,50.8,9.5,57.14,61.64,70.72
24,10,19,3,6,20,24.82,31.31,90.76,77.18,95.78
24,10,20,5,7,36,7.2,25.71,37.72,1.71,95.72
24,10,21,1,4,18,80.74,42.22,68.02,66.19,93.73
24,10,22,1,5,23,86.9,60.3,66.28,41.9,46.05
24,10,23,4,4,11,40.81,25.04,33.45,79.89,42.57
24,10,24,6,6,5,8.42,15.41,61.44,16.83,61.97
24,10,25,7,4,3,47.11,4.8,58.31,34.88,4.52
24,10,26,7,6,39,63.58,74.62,43.79,55.12,43.72
24,10,27,2,5,14,40.93,87.82,63.91,36.57,53.41
24,10,28,6,5,35,46.51,24.55,57.43,7.71,22.49
24,10,29,3,4,31,28.45,41.14,72.02,18.18,46.1
24,10,30,1,4,27,77.26,88.45,82.63,33.84,65.52
24,10,31,8,4,32,28.0,15.36,15.88,56.86,29.52
24,10,32,3,4,1,46.01,69.99,93.61,8.95,38.69
24,10,33,9,3,12,1.7,37.5,24.16,54.02,67.98
24,10,34,9,6,24,0.34,34.73,13.02,0.62,15.46
24,10,35,7,6,25,59.21,43.91,29.47,2.21,40.21
24,10,36,5,4,6,15.27,21.13,12.35,60.78,79.66
24,10,37,5,4,21,51.05,40.37,28.69,48.66,78.66
24,10,38,1,7,26,96.21,47.58,67.49,11.64,69.56
24,10,39,2,6,13,17.39,89.04,51.56,64.15,22.18
24,10,40,4,5,28,54.81,27.94,17.51,81.86,26.83
24,20,1,1,4,5,93.43,69.55,76.24,40.54,1.33
24,20,2,1,3,10,97.8,71.89,55.65,63.55,51.07
24,20,3,2,6,16,9.72,99.6,38.46,64.12,88.29
24,20,4,2,5,19,20.72,97.49,43.45,52.29,40.97
24,20,5,3,3,28,97.76,15.01,99.28,27.23,73.15
24,20,6,1,3,40,82.96,31.73,83.36,78.58,6.0
24,20,7,1,4,17,96.11,32.42,86.46,97.04,48.62
24,20,8,4,5,38,27.12,52.37,54.95,98.17,57.6
24,20,9,2,4,4,89.67,93.07,84.17,66.51,98.49
24,20,10,20,1,8,58.91,84.11,65.89,39.98,90.96
24,20,11,1,4,3,91.79,26.14,49.55,67.2,69.6
24,20,12,6,5,39,44.17,40.94,64.34,44.25,79.64
24,20,13,7,5,27,21.59,24.9,80.31,22.85,69.47
24,20,14,17,2,35,59.53,50.09,75.56,58.22,0.9
24,20,15,8,3,18,68.55,43.56,18.79,24.64,10.8
24,20,16,5,4,6,20.82,46.86,17.68,24.76,61.38
24,20,17,3,5,33,37.98,32.41,93.61,35.63,27.62
24,20,18,3,5,29,49.9,2.85,90.19,62.37,18.35
24,20,19,4,5,23,40.57,56.42,7.34,80.88,99.02
24,20,20,10,5,37,34.28,42.0,7.38,74.76,44.48
24,20,21,11,6,22,78.92,22.84,51.44,29.98,8.11
24,20,22,7,5,25,17.11,41.51,4.22,71.77,1.91
24,20,23,8,2,11,79.89,70.4,25.35,24.43,23.83
24,20,24,20,2,30,50.37,49.56,30.66,16.09,79.86
24,20,25,4,4,13,73.07,47.78,13.37,88.04,20.16
24,20,26,8,5,14,64.2,21.53,24.27,43.41,21.9
24,20,27,11,4,1,64.88,71.61,48.43,12.84,60.69
24,20,28,5,6,20,12.86,28.53,65.68,32.97,95.83
24,20,29,5,2,12,30.15,92.27,87.04,27.3,83.97
24,20,30,13,3,31,18.24,52.96,46.35,40.77,17.54
24,20,31,2,5,7,42.74,97.58,72.16,45.9,74.95
24,20,32,5,5,34,13.31,8.8,22.28,32.06,97.62
24,20,33,3,4,26,4.16,25.91,89.1,34.11,60.06
24,20,34,8,4,36,42.37,64.56,60.08,49.57,36.07
24,20,35,1,4,15,90.39,90.32,14.05,43.16,76.99
24,20,36,14,4,32,33.11,18.54,15.94,11.25,3.96
24,20,37,14,3,9,52.55,40.33,70.04,6.43,72.41
24,20,38,3,5,2,27.75,65.46,95.24,32.93,81.65
24,20,39,3,4,24,1.91,9.68,87.84,20.77,57.67
24,20,40,1,4,21,72.35,30.84,63.31,80.41,65.47
25,5,1,1,7,39,80.64,26.12,39.64,20.99,5.54
25,5,2,5,1,34,56.79,32.83,9.16,11.21,28.59
25,5,3,1,9,3,97.57,84.66,49.56,84.79,47.7
25,5,4,1,7,20,85.57,0.93,8.29,74.34,45.3
25,5,5,5,1,23,72.53,20.53,37.3,55.41,48.34
25,5,6,1,8,36,93.65,13.72,87.13,18.5,12.63
25,5,7,1,8,28,90.6,57.93,36.22,47.47,72.58
25,5,8,5,1,4,75.33,71.0,73.57,13.4,6.67
25,5,9,2,7,17,1.6,84.14,28.73,10.6,21.34
25,5,10,2,8,32,42.62,88.69,59.69,50.12,19.12
25,5,11,2,7,9,47.82,86.43,79.5,1.09,22.96
25,5,12,5,1,8,40.69,64.4,20.55,35.77,24.26
25,5,13,2,6,18,41.56,81.14,15.1,29.74,40.65
25,5,14,2,7,26,16.7,79.29,44.57,3.28,72.47
25,5,15,2,7,33,26.96,82.33,72.0,53.6,79.91
25,5,16,2,7,19,38.94,87.86,60.85,23.82,18.41
25,5,17,3,9,30,21.58,38.91,99.33,8.09,25.73
25,5,18,5,1,13,10.19,32.5,60.65,24.1,1.96
25,5,19,5,1,2,4.28,59.75,63.31,10.15,46.28
25,5,20,1,7,11,81.06,8.23,84.36,54.35,27.14
25,5,21,3,9,24,62.95,56.27,99.72,49.44,22.11
25,5,22,1,7,14,79.27,20.71,91.32,48.54,40.19
25,5,23,3,9,31,23.29,18.97,94.04,19.48,16.74
25,5,24,3,7,29,55.75,47.9,75.58,71.25,66.86
25,5,25,5,9,21,32.2,12.46,35.46,42.2,39.75
25,5,26,4,7,37,24.08,0.51,17.78,79.51,67.9
25,5,27,4,7,40,4.06,29.95,44.94,75.46,19.64
25,5,28,5,1,22,36.77,55.08,53.56,68.71,11.83
25,5,29,4,7,27,20.1,30.46,4.03,77.66,17.1
25,5,30,4,8,35,59.93,73.74,57.24,96.09,8.58
25,5,31,4,8,1,66.99,0.61,11.28,90.36,15.49
25,5,32,4,9,15,54.21,16.72,3.2,94.74,26.35
25,5,33,5,9,25,65.68,4.26,62.89,54.59,97.3
25,5,34,5,9,10,43.71,70.63,22.08,52.41,80.06
25,5,35,5,9,12,16.26,45.62,18.84,59.7,82.0
25,5,36,5,9,7,78.69,11.41,14.97,44.7,87.95
25,5,37,5,9,5,64.86,24.37,61.51,18.96,85.23
25,5,38,5,9,6,7.95,21.81,3.95,26.67,67.8
25,5,39,5,9,16,38.87,67.67,55.2,12.99,87.42
25,5,40,5,9,38,56.89,29.93,38.25,12.07,85.33
25,10,1,1,9,40,97.47,40.22,51.55,51.02,59.36
25,10,2,10,1,23,85.56,20.49,47.81,38.13,42.42
25,10,3,1,9,18,99.55,94.77,17.22,37.31,34.97
25,10,4,10,1,7,65.85,56.09,40.85,13.95,42.12
25,10,5,10,1,21,65.09,86.18,18.31,5.58,32.32
25,10,6,2,7,2,87.5,89.26,1.7,51.66,4.18
25,10,7,2,8,27,26.17,98.8,66.31,46.15,28.85
25,10,8,2,8,35,13.03,95.84,45.74,57.76,83.81
25,10,9,1,7,31,77.08,73.87,84.07,2.58,41.25
25,10,10,10,1,22,33.25,59.52,87.56,19.9,35.55
25,10,11,3,9,34,64.13,14.49,99.28,77.71,93.54
25,10,12,3,7,20,65.29,72.92,89.05,33.29,73.82
25,10,13,4,8,12,81.78,14.59,72.99,97.31,78.06
25,10,14,4,9,16,0.17,23.8,7.96,99.58,93.74
25,10,15,4,8,33,40.71,19.05,24.62,93.17,10.68
25,10,16,4,7,11,42.53,3.29,8.78,89.55,39.7
25,10,17,5,9,30,52.74,39.65,46.45,25.38,98.62
25,10,18,10,1,1,50.8,9.5,57.14,61.64,70.72
25,10,19,3,8,29,24.82,31.31,90.76,77.18,95.78
25,10,20,5,8,25,7.2,25.71,37.72,1.71,95.72
25,10,21,6,9,26,80.74,42.22,68.02,66.19,93.73
25,10,22,1,7,32,86.9,60.3,66.28,41.9,46.05
25,10,23,6,7,5,40.81,25.04,33.45,79.89,42.57
25,10,24,6,8,6,8.42,15.41,61.44,16.83,61.97
25,10,25,10,1,24,47.11,4.8,58.31,34.88,4.52
25,10,26,7,7,13,63.58,74.62,43.79,55.12,43.72
25,10,27,7,9,3,40.93,87.82,63.91,36.57,53.41
25,10,28,6,7,19,46.51,24.55,57.43,7.71,22.49
25,10,29,8,8,28,28.45,41.14,72.02,18.18,46.1
25,10,30,2,7,17,77.26,88.45,82.63,33.84,65.52
25,10,31,10,1,4,28.0,15.36,15.88,56.86,29.52
25,10,32,3,8,9,46.01,69.99,93.61,8.95,38.69
25,10,33,9,7,36,1.7,37.5,24.16,54.02,67.98
25,10,34,9,7,14,0.34,34.73,13.02,0.62,15.46
25,10,35,9,8,15,59.21,43.91,29.47,2.21,40.21
25,10,36,5,7,8,15.27,21.13,12.35,60.78,79.66
25,10,37,5,7,38,51.05,40.37,28.69,48.66,78.66
25,10,38,1,8,37,96.21,47.58,67.49,11.64,69.56
25,10,39,2,7,10,17.39,89.04,51.56,64.15,22.18
25,10,40,4,8,39,54.81,27.94,17.51,81.86,26.83
25,20,1,1,7,34,93.43,69.55,76.24,40.54,1.33
25,20,2,1,8,23,97.8,71.89,55.65,63.55,51.07
25,20,3,2,9,40,9.72,99.6,38.46,64.12,88.29
25,20,4,2,7,11,20.72,97.49,43.45,52.29,40.97
25,20,5,1,7,15,97.76,15.01,99.28,27.23,73.15
25,20,6,20,1,20,82.96,31.73,83.36,78.58,6.0
25,20,7,1,6,39,96.11,32.42,86.46,97.04,48.62
25,20,8,4,8,5,27.12,52.37,54.95,98.17,57.6
25,20,9,2,7,7,89.67,93.07,84.17,66.51,98.49
25,20,10,5,7,33,58.91,84.11,65.89,39.98,90.96
25,20,11,6,9,22,91.79,26.14,49.55,67.2,69.6
25,20,12,6,7,4,44.17,40.94,64.34,44.25,79.64
25,20,13,7,8,36,21.59,24.9,80.31,22.85,69.47
25,20,14,20,1,8,59.53,50.09,75.56,58.22,0.9
25,20,15,8,7,3,68.55,43.56,18.79,24.64,10.8
25,20,16,20,1,1,20.82,46.86,17.68,24.76,61.38
25,20,17,3,7,14,37.98,32.41,93.61,35.63,27.62
25,20,18,9,7,6,49.9,2.85,90.19,62.37,18.35
25,20,19,5,9,37,40.57,56.42,7.34,80.88,99.02
25,20,20,10,7,26,34.28,42.0,7.38,74.76,44.48
25,20,21,11,8,10,78.92,22.84,51.44,29.98,8.11
25,20,22,20,1,13,17.11,41.51,4.22,71.77,1.91
25,20,23,12,9,31,79.89,70.4,25.35,24.43,23.83
25,20,24,20,1,38,50.37,49.56,30.66,16.09,79.86
25,20,25,8,8,9,73.07,47.78,13.37,88.04,20.16
25,20,26,8,7,28,64.2,21.53,24.27,43.41,21.9
25,20,27,14,8,27,64.88,71.61,48.43,12.84,60.69
25,20,28,5,7,17,12.86,28.53,65.68,32.97,95.83
25,20,29,2,8,25,30.15,92.27,87.04,27.3,83.97
25,20,30,15,8,35,18.24,52.96,46.35,40.77,17.54
25,20,31,2,9,30,42.74,97.58,72.16,45.9,74.95
25,20,32,5,8,16,13.31,8.8,22.28,32.06,97.62
25,20,33,8,7,24,4.16,25.91,89.1,34.11,60.06
25,20,34,8,8,18,42.37,64.56,60.08,49.57,36.07
25,20,35,1,7,29,90.39,90.32,14.05,43.16,76.99
25,20,36,18,7,32,33.11,18.54,15.94,11.25,3.96
25,20,37,19,9,2,52.55,40.33,70.04,6.43,72.41
25,20,38,3,8,19,27.75,65.46,95.24,32.93,81.65
25,20,39,14,8,21,1.91,9.68,87.84,20.77,57.67
25,20,40,20,9,12,72.35,30.84,63.31,80.41,65.47
26,5,1,5,1,39,80.64,26.12,39.64,20.99,5.54
26,5,2,5,1,40,56.79,32.83,9.16,11.21,28.59
26,5,3,5,1,32,97.57,84.66,49.56,84.79,47.7
26,5,4,1,5,18,85.57,0.93,8.29,74.34,45.3
26,5,5,5,1,31,72.53,20.53,37.3,55.41,48.34
26,5,6,1,6,12,93.65,13.72,87.13,18.5,12.63
26,5,7,5,1,29,90.6,57.93,36.22,47.47,72.58
26,5,8,5,1,36,75.33,71.0,73.57,13.4,6.67
26,5,9,2,5,27,1.6,84.14,28.73,10.6,21.34
26,5,10,5,1,16,42.62,88.69,59.69,50.12,19.12
26,5,11,5,1,25,47.82,86.43,79.5,1.09,22.96
26,5,12,5,1,9,40.69,64.4,20.55,35.77,24.26
26,5,13,5,1,11,41.56,81.14,15.1,29.74,40.65
26,5,14,5,1,2,16.7,79.29,44.57,3.28,72.47
26,5,15,2,4,33,26.96,82.33,72.0,53.6,79.91
26,5,16,2,5,13,38.94,87.86,60.85,23.82,18.41
26,5,17,3,8,6,21.58,38.91,99.33,8.09,25.73
26,5,18,5,1,37,10.19,32.5,60.65,24.1,1.96
26,5,19,5,1,22,4.28,59.75,63.31,10.15,46.28
26,5,20,3,6,30,81.06,8.23,84.36,54.35,27.14
26,5,21,3,9,23,62.95,56.27,99.72,49.44,22.11
26,5,22,3,7,24,79.27,20.71,91.32,48.54,40.19
26,5,23,3,5,35,23.29,18.97,94.04,19.48,16.74
26,5,24,5,1,21,55.75,47.9,75.58,71.25,66.86
26,5,25,4,6,10,32.2,12.46,35.46,42.2,39.75
26,5,26,4,7,1,24.08,0.51,17.78,79.51,67.9
26,5,27,4,6,5,4.06,29.95,44.94,75.46,19.64
26,5,28,5,1,26,36.77,55.08,53.56,68.71,11.83
26,5,29,4,8,38,20.1,30.46,4.03,77.66,17.1
26,5,30,4,8,3,59.93,73.74,57.24,96.09,8.58
26,5,31,4,7,7,66.99,0.61,11.28,90.36,15.49
26,5,32,4,7,14,54.21,16.72,3.2,94.74,26.35
26,5,33,5,9,4,65.68,4.26,62.89,54.59,97.3
26,5,34,2,4,19,43.71,70.63,22.08,52.41,80.06
26,5,35,5,9,34,16.26,45.62,18.84,59.7,82.0
26,5,36,5,9,17,78.69,11.41,14.97,44.7,87.95
26,5,37,5,9,20,64.86,24.37,61.51,18.96,85.23
26,5,38,5,9,15,7.95,21.81,3.95,26.67,67.8
26,5,39,5,9,8,38.87,67.67,55.2,12.99,87.42
26,5,40,5,9,28,56.89,29.93,38.25,12.07,85.33
26,10,1,1,6,30,97.47,40.22,51.55,51.02,59.36
26,10,2,10,1,38,85.56,20.49,47.81,38.13,42.42
26,10,3,1,7,21,99.55,94.77,17.22,37.31,34.97
26,10,4,10,1,39,65.85,56.09,40.85,13.95,42.12
26,10,5,10,1,27,65.09,86.18,18.31,5.58,32.32
26,10,6,1,5,11,87.5,89.26,1.7,51.66,4.18
26,10,7,2,7,9,26.17,98.8,66.31,46.15,28.85
26,10,8,10,1,4,13.03,95.84,45.74,57.76,83.81
26,10,9,10,1,5,77.08,73.87,84.07,2.58,41.25
26,10,10,10,1,26,33.25,59.52,87.56,19.9,35.55
26,10,11,3,8,28,64.13,14.49,99.28,77.71,93.54
26,10,12,10,1,33,65.29,72.92,89.05,33.29,73.82
26,10,13,4,7,37,81.78,14.59,72.99,97.31,78.06
26,10,14,4,7,34,0.17,23.8,7.96,99.58,93.74
26,10,15,10,1,7,40.71,19.05,24.62,93.17,10.68
26,10,16,7,1,32,42.53,3.29,8.78,89.55,39.7
26,10,17,5,8,31,52.74,39.65,46.45,25.38,98.62
26,10,18,10,1,8,50.8,9.5,57.14,61.64,70.72
26,10,19,5,7,15,24.82,31.31,90.76,77.18,95.78
26,10,20,5,7,22,7.2,25.71,37.72,1.71,95.72
26,10,21,5,6,40,80.74,42.22,68.02,66.19,93.73
26,10,22,6,7,24,86.9,60.3,66.28,41.9,46.05
26,10,23,6,7,3,40.81,25.04,33.45,79.89,42.57
26,10,24,6,7,18,8.42,15.41,61.44,16.83,61.97
26,10,25,10,1,29,47.11,4.8,58.31,34.88,4.52
26,10,26,10,1,16,63.58,74.62,43.79,55.12,43.72
26,10,27,7,7,23,40.93,87.82,63.91,36.57,53.41
26,10,28,6,5,35,46.51,24.55,57.43,7.71,22.49
26,10,29,8,7,19,28.45,41.14,72.02,18.18,46.1
26,10,30,8,8,1,77.26,88.45,82.63,33.84,65.52
26,10,31,10,1,10,28.0,15.36,15.88,56.86,29.52
26,10,32,8,8,12,46.01,69.99,93.61,8.95,38.69
26,10,33,10,1,17,1.7,37.5,24.16,54.02,67.98
26,10,34,9,7,14,0.34,34.73,13.02,0.62,15.46
26,10,35,9,8,20,59.21,43.91,29.47,2.21,40.21
26,10,36,9,7,36,15.27,21.13,12.35,60.78,79.66
26,10,37,7,7,13,51.05,40.37,28.69,48.66,78.66
26,10,38,10,9,2,96.21,47.58,67.49,11.64,69.56
26,10,39,6,6,25,17.39,89.04,51.56,64.15,22.18
26,10,40,10,9,6,54.81,27.94,17.51,81.86,26.83
26,20,1,20,1,16,93.43,69.55,76.24,40.54,1.33
26,20,2,20,1,7,97.8,71.89,55.65,63.55,51.07
26,20,3,2,8,39,9.72,99.6,38.46,64.12,88.29
26,20,4,20,1,33,20.72,97.49,43.45,52.29,40.97
26,20,5,1,5,35,97.76,15.01,99.28,27.23,73.15
26,20,6,20,1,19,82.96,31.73,83.36,78.58,6.0
26,20,7,20,1,1,96.11,32.42,86.46,97.04,48.62
26,20,8,20,1,26,27.12,52.37,54.95,98.17,57.6
26,20,9,5,5,18,89.67,93.07,84.17,66.51,98.49
26,20,10,5,6,31,58.91,84.11,65.89,39.98,90.96
26,20,11,20,1,38,91.79,26.14,49.55,67.2,69.6
26,20,12,6,5,17,44.17,40.94,64.34,44.25,79.64
26,20,13,20,1,2,21.59,24.9,80.31,22.85,69.47
26,20,14,20,1,21,59.53,50.09,75.56,58.22,0.9
26,20,15,20,1,8,68.55,43.56,18.79,24.64,10.8
26,20,16,20,1,9,20.82,46.86,17.68,24.76,61.38
26,20,17,20,1,29,37.98,32.41,93.61,35.63,27.62
26,20,18,9,5,27,49.9,2.85,90.19,62.37,18.35
26,20,19,5,6,32,40.57,56.42,7.34,80.88,99.02
26,20,20,20,1,15,34.28,42.0,7.38,74.76,44.48
26,20,21,11,7,28,78.92,22.84,51.44,29.98,8.11
26,20,22,20,1,24,17.11,41.51,4.22,71.77,1.91
26,20,23,20,1,37,79.89,70.4,25.35,24.43,23.83
26,20,24,20,1,14,50.37,49.56,30.66,16.09,79.86
26,20,25,13,6,25,73.07,47.78,13.37,88.04,20.16
26,20,26,8,6,20,64.2,21.53,24.27,43.41,21.9
26,20,27,14,6,4,64.88,71.61,48.43,12.84,60.69
26,20,28,14,7,11,12.86,28.53,65.68,32.97,95.83
26,20,29,15,8,22,30.15,92.27,87.04,27.3,83.97
26,20,30,15,5,30,18.24,52.96,46.35,40.77,17.54
26,20,31,9,7,6,42.74,97.58,72.16,45.9,74.95
26,20,32,16,8,40,13.31,8.8,22.28,32.06,97.62
26,20,33,8,4,5,4.16,25.91,89.1,34.11,60.06
26,20,34,17,7,12,42.37,64.56,60.08,49.57,36.07
26,20,35,18,9,34,90.39,90.32,14.05,43.16,76.99
26,20,36,18,7,10,33.11,18.54,15.94,11.25,3.96
26,20,37,19,9,13,52.55,40.33,70.04,6.43,72.41
26,20,38,8,6,36,27.75,65.46,95.24,32.93,81.65
26,20,39,20,9,3,1.91,9.68,87.84,20.77,57.67
26,20,40,12,4,23,72.35,30.84,63.31,80.41,65.47
27,5,1,1,2,23,80.64,26.12,39.64,20.99,5.54
27,5,2,5,1,26,56.79,32.83,9.16,11.21,28.59
27,5,3,5,1,40,97.57,84.66,49.56,84.79,47.7
27,5,4,5,1,25,85.57,0.93,8.29,74.34,45.3
27,5,5,5,1,6,72.53,20.53,37.3,55.41,48.34
27,5,6,1,2,38,93.65,13.72,87.13,18.5,12.63
27,5,7,5,1,4,90.6,57.93,36.22,47.47,72.58
27,5,8,5,1,36,75.33,71.0,73.57,13.4,6.67
27,5,9,5,1,2,1.6,84.14,28.73,10.6,21.34
27,5,10,2,4,29,42.62,88.69,59.69,50.12,19.12
27,5,11,5,1,1,47.82,86.43,79.5,1.09,22.96
27,5,12,5,1,39,40.69,64.4,20.55,35.77,24.26
27,5,13,2,3,10,41.56,81.14,15.1,29.74,40.65
27,5,14,5,1,34,16.7,79.29,44.57,3.28,72.47
27,5,15,5,1,33,26.96,82.33,72.0,53.6,79.91
27,5,16,5,1,17,38.94,87.86,60.85,23.82,18.41
27,5,17,3,7,21,21.58,38.91,99.33,8.09,25.73
27,5,18,5,1,12,10.19,32.5,60.65,24.1,1.96
27,5,19,5,1,7,4.28,59.75,63.31,10.15,46.28
27,5,20,5,1,13,81.06,8.23,84.36,54.35,27.14
27,5,21,3,7,18,62.95,56.27,99.72,49.44,22.11
27,5,22,3,6,20,79.27,20.71,91.32,48.54,40.19
27,5,23,3,6,31,23.29,18.97,94.04,19.48,16.74
27,5,24,5,1,14,55.75,47.9,75.58,71.25,66.86
27,5,25,5,1,30,32.2,12.46,35.46,42.2,39.75
27,5,26,5,9,32,24.08,0.51,17.78,79.51,67.9
27,5,27,4,5,24,4.06,29.95,44.94,75.46,19.64
27,5,28,4,6,5,36.77,55.08,53.56,68.71,11.83
27,5,29,4,7,15,20.1,30.46,4.03,77.66,17.1
27,5,30,4,7,27,59.93,73.74,57.24,96.09,8.58
27,5,31,4,7,35,66.99,0.61,11.28,90.36,15.49
27,5,32,4,7,11,54.21,16.72,3.2,94.74,26.35
27,5,33,5,9,22,65.68,4.26,62.89,54.59,97.3
27,5,34,5,9,8,43.71,70.63,22.08,52.41,80.06
27,5,35,5,9,16,16.26,45.62,18.84,59.7,82.0
27,5,36,4,1,37,78.69,11.41,14.97,44.7,87.95
27,5,37,5,9,3,64.86,24.37,61.51,18.96,85.23
27,5,38,5,9,9,7.95,21.81,3.95,26.67,67.8
27,5,39,5,9,28,38.87,67.67,55.2,12.99,87.42
27,5,40,5,9,19,56.89,29.93,38.25,12.07,85.33
27,10,1,10,1,31,97.47,40.22,51.55,51.02,59.36
27,10,2,10,1,30,85.56,20.49,47.81,38.13,42.42
27,10,3,10,1,37,99.55,94.77,17.22,37.31,34.97
27,10,4,10,1,36,65.85,56.09,40.85,13.95,42.12
27,10,5,10,1,20,65.09,86.18,18.31,5.58,32.32
27,10,6,10,1,28,87.5,89.26,1.7,51.66,4.18
27,10,7,2,3,27,26.17,98.8,66.31,46.15,28.85
27,10,8,2,4,26,13.03,95.84,45.74,57.76,83.81
27,10,9,10,1,2,77.08,73.87,84.07,2.58,41.25
27,10,10,10,1,25,33.25,59.52,87.56,19.9,35.55
27,10,11,3,3,1,64.13,14.49,99.28,77.71,93.54
27,10,12,9,1,23,65.29,72.92,89.05,33.29,73.82
27,10,13,10,1,34,81.78,14.59,72.99,97.31,78.06
27,10,14,4,6,5,0.17,23.8,7.96,99.58,93.74
27,10,15,10,1,10,40.71,19.05,24.62,93.17,10.68
27,10,16,10,1,14,42.53,3.29,8.78,89.55,39.7
27,10,17,5,5,16,52.74,39.65,46.45,25.38,98.62
27,10,18,10,1,29,50.8,9.5,57.14,61.64,70.72
27,10,19,5,5,6,24.82,31.31,90.76,77.18,95.78
27,10,20,9,1,15,7.2,25.71,37.72,1.71,95.72
27,10,21,6,7,40,80.74,42.22,68.02,66.19,93.73
27,10,22,6,6,21,86.9,60.3,66.28,41.9,46.05
27,10,23,6,6,18,40.81,25.04,33.45,79.89,42.57
27,10,24,6,7,24,8.42,15.41,61.44,16.83,61.97
27,10,25,10,1,17,47.11,4.8,58.31,34.88,4.52
27,10,26,10,1,4,63.58,74.62,43.79,55.12,43.72
27,10,27,7,7,12,40.93,87.82,63.91,36.57,53.41
27,10,28,7,7,33,46.51,24.55,57.43,7.71,22.49
27,10,29,8,7,3,28.45,41.14,72.02,18.18,46.1
27,10,30,8,7,8,77.26,88.45,82.63,33.84,65.52
27,10,31,8,5,19,28.0,15.36,15.88,56.86,29.52
27,10,32,8,6,32,46.01,69.99,93.61,8.95,38.69
27,10,33,9,8,22,1.7,37.5,24.16,54.02,67.98
27,10,34,9,8,11,0.34,34.73,13.02,0.62,15.46
27,10,35,9,7,39,59.21,43.91,29.47,2.21,40.21
27,10,36,10,1,38,15.27,21.13,12.35,60.78,79.66
27,10,37,10,5,7,51.05,40.37,28.69,48.66,78.66
27,10,38,10,9,13,96.21,47.58,67.49,11.64,69.56
27,10,39,10,9,35,17.39,89.04,51.56,64.15,22.18
27,10,40,10,9,9,54.81,27.94,17.51,81.86,26.83
27,20,1,20,1,15,93.43,69.55,76.24,40.54,1.33
27,20,2,20,1,16,97.8,71.89,55.65,63.55,51.07
27,20,3,20,1,19,9.72,99.6,38.46,64.12,88.29
27,20,4,20,1,34,20.72,97.49,43.45,52.29,40.97
27,20,5,20,1,29,97.76,15.01,99.28,27.23,73.15
27,20,6,20,1,31,82.96,31.73,83.36,78.58,6.0
27,20,7,20,1,7,96.11,32.42,86.46,97.04,48.62
27,20,8,20,1,14,27.12,52.37,54.95,98.17,57.6
27,20,9,5,4,20,89.67,93.07,84.17,66.51,98.49
27,20,10,20,1,26,58.91,84.11,65.89,39.98,90.96
27,20,11,20,1,22,91.79,26.14,49.55,67.2,69.6
27,20,12,19,1,24,44.17,40.94,64.34,44.25,79.64
27,20,13,20,1,28,21.59,24.9,80.31,22.85,69.47
27,20,14,20,1,6,59.53,50.09,75.56,58.22,0.9
27,20,15,20,1,9,68.55,43.56,18.79,24.64,10.8
27,20,16,20,1,13,20.82,46.86,17.68,24.76,61.38
27,20,17,20,1,33,37.98,32.41,93.61,35.63,27.62
27,20,18,14,5,1,49.9,2.85,90.19,62.37,18.35
27,20,19,20,1,21,40.57,56.42,7.34,80.88,99.02
27,20,20,10,4,37,34.28,42.0,7.38,74.76,44.48
27,20,21,11,5,11,78.92,22.84,51.44,29.98,8.11
27,20,22,11,6,10,17.11,41.51,4.22,71.77,1.91
27,20,23,12,5,38,79.89,70.4,25.35,24.43,23.83
27,20,24,20,1,18,50.37,49.56,30.66,16.09,79.86
27,20,25,13,6,12,73.07,47.78,13.37,88.04,20.16
27,20,26,13,6,40,64.2,21.53,24.27,43.41,21.9
27,20,27,14,5,30,64.88,71.61,48.43,12.84,60.69
27,20,28,14,6,39,12.86,28.53,65.68,32.97,95.83
27,20,29,20,1,17,30.15,92.27,87.04,27.3,83.97
27,20,30,15,6,5,18.24,52.96,46.35,40.77,17.54
27,20,31,16,7,8,42.74,97.58,72.16,45.9,74.95
27,20,32,16,6,32,13.31,8.8,22.28,32.06,97.62
27,20,33,17,7,25,4.16,25.91,89.1,34.11,60.06
27,20,34,17,8,2,42.37,64.56,60.08,49.57,36.07
27,20,35,10,4,3,90.39,90.32,14.05,43.16,76.99
27,20,36,18,8,4,33.11,18.54,15.94,11.25,3.96
27,20,37,19,8,27,52.55,40.33,70.04,6.43,72.41
27,20,38,19,8,23,27.75,65.46,95.24,32.93,81.65
27,20,39,20,9,36,1.91,9.68,87.84,20.77,57.67
27,20,40,15,6,35,72.35,30.84,63.31,80.41,65.47
28,5,1,1,7,35,80.64,26.12,39.64,20.99,5.54
28,5,2,5,1,2,56.79,32.83,9.16,11.21,28.59
28,5,3,1,8,6,97.57,84.66,49.56,84.79,47.7
28,5,4,5,1,11,85.57,0.93,8.29,74.34,45.3
28,5,5,5,1,12,72.53,20.53,37.3,55.41,48.34
28,5,6,1,7,15,93.65,13.72,87.13,18.5,12.63
28,5,7,1,6,16,90.6,57.93,36.22,47.47,72.58
28,5,8,5,1,32,75.33,71.0,73.57,13.4,6.67
28,5,9,5,1,18,1.6,84.14,28.73,10.6,21.34
28,5,10,2,7,28,42.62,88.69,59.69,50.12,19.12
28,5,11,2,7,26,47.82,86.43,79.5,1.09,22.96
28,5,12,5,1,23,40.69,64.4,20.55,35.77,24.26
