participant,question,questionText,truth,estimate
77,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,10.0
78,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,10.0
79,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,4.0
80,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,10.0
81,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,2.0
82,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,10.0
83,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,40.0
84,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,10.0
85,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,10.0
86,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,30.0
87,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,15.0
88,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,1.0
89,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,15.0
90,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,20.0
91,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,8.0
92,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,66.0
93,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,8.0
94,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,60.0
95,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,30.0
96,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,20.0
97,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,45.0
98,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,8.0
99,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,3.0
100,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,10.0
101,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,10.0
102,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,19.0
103,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,4.0
104,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,50.0
105,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,25.0
106,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,10.0
107,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,5.0
108,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,5.0
109,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,10.0
110,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,10.0
111,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,2.0
112,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,5.0
113,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,10.0
114,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,13.0
115,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,25.0
116,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,75.0
117,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,10.0
118,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,10.0
119,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,44.0
120,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,50.0
121,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,5.0
122,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,2.0
123,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,8.0
124,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,3.0
125,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,5.0
126,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,4.0
127,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,10.0
128,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,5.0
129,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,5.0
130,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,20.0
131,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,10.0
132,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,2.0
133,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,30.0
134,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,5.0
135,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,15.0
136,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,10.0
137,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,10.0
138,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,7.0
139,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,85.0
140,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,25.0
141,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,10.0
142,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,15.0
143,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,2.0
144,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,14.0
145,25,Goals scored between the 85th and 90th (inclusive) minute (for either team) make up what percentage of total goals?,10.51,5.0
1,26,What percentage of games are at draws (ties) at half-time?,42.64,30.0
2,26,What percentage of games are at draws (ties) at half-time?,42.64,30.0
3,26,What percentage of games are at draws (ties) at half-time?,42.64,30.0
4,26,What percentage of games are at draws (ties) at half-time?,42.64,50.0
5,26,What percentage of games are at draws (ties) at half-time?,42.64,65.0
6,26,What percentage of games are at draws (ties) at half-time?,42.64,30.0
7,26,What percentage of games are at draws (ties) at half-time?,42.64,25.0
8,26,What percentage of games are at draws (ties) at half-time?,42.64,5.0
9,26,What percentage of games are at draws (ties) at half-time?,42.64,50.0
10,26,What percentage of games are at draws (ties) at half-time?,42.64,60.0
11,26,What percentage of games are at draws (ties) at half-time?,42.64,30.0
12,26,What percentage of games are at draws (ties) at half-time?,42.64,5.0
13,26,What percentage of games are at draws (ties) at half-time?,42.64,22.0
14,26,What percentage of games are at draws (ties) at half-time?,42.64,5.0
15,26,What percentage of games are at draws (ties) at half-time?,42.64,20.0
16,26,What percentage of games are at draws (ties) at half-time?,42.64,50.0
17,26,What percentage of games are at draws (ties) at half-time?,42.64,15.0
18,26,What percentage of games are at draws (ties) at half-time?,42.64,50.0
19,26,What percentage of games are at draws (ties) at half-time?,42.64,75.0
20,26,What percentage of games are at draws (ties) at half-time?,42.64,23.0
21,26,What percentage of games are at draws (ties) at half-time?,42.64,50.0
22,26,What percentage of games are at draws (ties) at half-time?,42.64,15.0
23,26,What percentage of games are at draws (ties) at half-time?,42.64,67.0
24,26,What percentage of games are at draws (ties) at half-time?,42.64,15.0
25,26,What percentage of games are at draws (ties) at half-time?,42.64,50.0
26,26,What percentage of games are at draws (ties) at half-time?,42.64,40.0
27,26,What percentage of games are at draws (ties) at half-time?,42.64,94.0
28,26,What percentage of games are at draws (ties) at half-time?,42.64,76.0
29,26,What percentage of games are at draws (ties) at half-time?,42.64,50.0
30,26,What percentage of games are at draws (ties) at half-time?,42.64,40.0
31,26,What percentage of games are at draws (ties) at half-time?,42.64,50.0
32,26,What percentage of games are at draws (ties) at half-time?,42.64,40.0
33,26,What percentage of games are at draws (ties) at half-time?,42.64,40.0
34,26,What percentage of games are at draws (ties) at half-time?,42.64,50.0
35,26,What percentage of games are at draws (ties) at half-time?,42.64,50.0
36,26,What percentage of games are at draws (ties) at half-time?,42.64,50.0
37,26,What percentage of games are at draws (ties) at half-time?,42.64,30.0
38,26,What percentage of games are at draws (ties) at half-time?,42.64,35.0
39,26,What percentage of games are at draws (ties) at half-time?,42.64,100.0
40,26,What percentage of games are at draws (ties) at half-time?,42.64,60.0
41,26,What percentage of games are at draws (ties) at half-time?,42.64,3.0
42,26,What percentage of games are at draws (ties) at half-time?,42.64,35.0
43,26,What percentage of games are at draws (ties) at half-time?,42.64,35.0
44,26,What percentage of games are at draws (ties) at half-time?,42.64,19.0
45,26,What percentage of games are at draws (ties) at half-time?,42.64,70.0
46,26,What percentage of games are at draws (ties) at half-time?,42.64,15.0
47,26,What percentage of games are at draws (ties) at half-time?,42.64,50.0
48,26,What percentage of games are at draws (ties) at half-time?,42.64,40.0
49,26,What percentage of games are at draws (ties) at half-time?,42.64,35.0
50,26,What percentage of games are at draws (ties) at half-time?,42.64,20.0
51,26,What percentage of games are at draws (ties) at half-time?,42.64,24.0
52,26,What percentage of games are at draws (ties) at half-time?,42.64,40.0
53,26,What percentage of games are at draws (ties) at half-time?,42.64,30.0
54,26,What percentage of games are at draws (ties) at half-time?,42.64,10.0
55,26,What percentage of games are at draws (ties) at half-time?,42.64,60.0
56,26,What percentage of games are at draws (ties) at half-time?,42.64,78.0
57,26,What percentage of games are at draws (ties) at half-time?,42.64,60.0
58,26,What percentage of games are at draws (ties) at half-time?,42.64,50.0
59,26,What percentage of games are at draws (ties) at half-time?,42.64,90.0
60,26,What percentage of games are at draws (ties) at half-time?,42.64,33.0
61,26,What percentage of games are at draws (ties) at half-time?,42.64,55.0
62,26,What percentage of games are at draws (ties) at half-time?,42.64,50.0
63,26,What percentage of games are at draws (ties) at half-time?,42.64,80.0
64,26,What percentage of games are at draws (ties) at half-time?,42.64,60.0
65,26,What percentage of games are at draws (ties) at half-time?,42.64,45.0
66,26,What percentage of games are at draws (ties) at half-time?,42.64,60.0
67,26,What percentage of games are at draws (ties) at half-time?,42.64,50.0
68,26,What percentage of games are at draws (ties) at half-time?,42.64,10.0
69,26,What percentage of games are at draws (ties) at half-time?,42.64,50.0
70,26,What percentage of games are at draws (ties) at half-time?,42.64,80.0
71,26,What percentage of games are at draws (ties) at half-time?,42.64,60.0
72,26,What percentage of games are at draws (ties) at half-time?,42.64,40.0
73,26,What percentage of games are at draws (ties) at half-time?,42.64,89.0
74,26,What percentage of games are at draws (ties) at half-time?,42.64,50.0
75,26,What percentage of games are at draws (ties) at half-time?,42.64,75.0
76,26,What percentage of games are at draws (ties) at half-time?,42.64,75.0
77,26,What percentage of games are at draws (ties) at half-time?,42.64,20.0
78,26,What percentage of games are at draws (ties) at half-time?,42.64,15.0
79,26,What percentage of games are at draws (ties) at half-time?,42.64,70.0
80,26,What percentage of games are at draws (ties) at half-time?,42.64,80.0
81,26,What percentage of games are at draws (ties) at half-time?,42.64,60.0
82,26,What percentage of games are at draws (ties) at half-time?,42.64,15.0
83,26,What percentage of games are at draws (ties) at half-time?,42.64,60.0
84,26,What percentage of games are at draws (ties) at half-time?,42.64,30.0
85,26,What percentage of games are at draws (ties) at half-time?,42.64,15.0
86,26,What percentage of games are at draws (ties) at half-time?,42.64,40.0
87,26,What percentage of games are at draws (ties) at half-time?,42.64,40.0
88,26,What percentage of games are at draws (ties) at half-time?,42.64,25.0
89,26,What percentage of games are at draws (ties) at half-time?,42.64,36.0
90,26,What percentage of games are at draws (ties) at half-time?,42.64,20.0
91,26,What percentage of games are at draws (ties) at half-time?,42.64,60.0
92,26,What percentage of games are at draws (ties) at half-time?,42.64,34.0
93,26,What percentage of games are at draws (ties) at half-time?,42.64,33.0
94,26,What percentage of games are at draws (ties) at half-time?,42.64,20.0
95,26,What percentage of games are at draws (ties) at half-time?,42.64,20.0
96,26,What percentage of games are at draws (ties) at half-time?,42.64,15.0
97,26,What percentage of games are at draws (ties) at half-time?,42.64,34.0
98,26,What percentage of games are at draws (ties) at half-time?,42.64,30.0
99,26,What percentage of games are at draws (ties) at half-time?,42.64,5.0
100,26,What percentage of games are at draws (ties) at half-time?,42.64,20.0
101,26,What percentage of games are at draws (ties) at half-time?,42.64,20.0
102,26,What percentage of games are at draws (ties) at half-time?,42.64,20.0
103,26,What percentage of games are at draws (ties) at half-time?,42.64,7.0
104,26,What percentage of games are at draws (ties) at half-time?,42.64,50.0
105,26,What percentage of games are at draws (ties) at half-time?,42.64,5.0
106,26,What percentage of games are at draws (ties) at half-time?,42.64,70.0
107,26,What percentage of games are at draws (ties) at half-time?,42.64,25.0
108,26,What percentage of games are at draws (ties) at half-time?,42.64,50.0
109,26,What percentage of games are at draws (ties) at half-time?,42.64,40.0
110,26,What percentage of games are at draws (ties) at half-time?,42.64,15.0
111,26,What percentage of games are at draws (ties) at half-time?,42.64,45.0
112,26,What percentage of games are at draws (ties) at half-time?,42.64,60.0
113,26,What percentage of games are at draws (ties) at half-time?,42.64,50.0
114,26,What percentage of games are at draws (ties) at half-time?,42.64,12.0
115,26,What percentage of games are at draws (ties) at half-time?,42.64,45.0
116,26,What percentage of games are at draws (ties) at half-time?,42.64,75.0
117,26,What percentage of games are at draws (ties) at half-time?,42.64,70.0
118,26,What percentage of games are at draws (ties) at half-time?,42.64,40.0
119,26,What percentage of games are at draws (ties) at half-time?,42.64,40.0
120,26,What percentage of games are at draws (ties) at half-time?,42.64,30.0
121,26,What percentage of games are at draws (ties) at half-time?,42.64,50.0
122,26,What percentage of games are at draws (ties) at half-time?,42.64,40.0
123,26,What percentage of games are at draws (ties) at half-time?,42.64,50.0
124,26,What percentage of games are at draws (ties) at half-time?,42.64,37.0
125,26,What percentage of games are at draws (ties) at half-time?,42.64,20.0
126,26,What percentage of games are at draws (ties) at half-time?,42.64,68.0
127,26,What percentage of games are at draws (ties) at half-time?,42.64,30.0
128,26,What percentage of games are at draws (ties) at half-time?,42.64,40.0
129,26,What percentage of games are at draws (ties) at half-time?,42.64,75.0
130,26,What percentage of games are at draws (ties) at half-time?,42.64,20.0
131,26,What percentage of games are at draws (ties) at half-time?,42.64,25.0
132,26,What percentage of games are at draws (ties) at half-time?,42.64,20.0
133,26,What percentage of games are at draws (ties) at half-time?,42.64,35.0
134,26,What percentage of games are at draws (ties) at half-time?,42.64,30.0
135,26,What percentage of games are at draws (ties) at half-time?,42.64,65.0
136,26,What percentage of games are at draws (ties) at half-time?,42.64,10.0
137,26,What percentage of games are at draws (ties) at half-time?,42.64,50.0
138,26,What percentage of games are at draws (ties) at half-time?,42.64,20.0
139,26,What percentage of games are at draws (ties) at half-time?,42.64,0.0
140,26,What percentage of games are at draws (ties) at half-time?,42.64,20.0
141,26,What percentage of games are at draws (ties) at half-time?,42.64,70.0
142,26,What percentage of games are at draws (ties) at half-time?,42.64,35.0
143,26,What percentage of games are at draws (ties) at half-time?,42.64,15.0
144,26,What percentage of games are at draws (ties) at half-time?,42.64,15.0
145,26,What percentage of games are at draws (ties) at half-time?,42.64,20.0
1,27,What percentage of games are at a draw (tie) at full-time?,25.32,20.0
2,27,What percentage of games are at a draw (tie) at full-time?,25.32,50.0
3,27,What percentage of games are at a draw (tie) at full-time?,25.32,15.0
4,27,What percentage of games are at a draw (tie) at full-time?,25.32,50.0
5,27,What percentage of games are at a draw (tie) at full-time?,25.32,65.0
6,27,What percentage of games are at a draw (tie) at full-time?,25.32,33.0
7,27,What percentage of games are at a draw (tie) at full-time?,25.32,15.0
8,27,What percentage of games are at a draw (tie) at full-time?,25.32,10.0
9,27,What percentage of games are at a draw (tie) at full-time?,25.32,40.0
10,27,What percentage of games are at a draw (tie) at full-time?,25.32,40.0
11,27,What percentage of games are at a draw (tie) at full-time?,25.32,30.0
12,27,What percentage of games are at a draw (tie) at full-time?,25.32,5.0
13,27,What percentage of games are at a draw (tie) at full-time?,25.32,74.0
14,27,What percentage of games are at a draw (tie) at full-time?,25.32,2.0
15,27,What percentage of games are at a draw (tie) at full-time?,25.32,32.0
16,27,What percentage of games are at a draw (tie) at full-time?,25.32,45.0
17,27,What percentage of games are at a draw (tie) at full-time?,25.32,30.0
18,27,What percentage of games are at a draw (tie) at full-time?,25.32,30.0
19,27,What percentage of games are at a draw (tie) at full-time?,25.32,90.0
20,27,What percentage of games are at a draw (tie) at full-time?,25.32,25.0
21,27,What percentage of games are at a draw (tie) at full-time?,25.32,50.0
22,27,What percentage of games are at a draw (tie) at full-time?,25.32,5.0
23,27,What percentage of games are at a draw (tie) at full-time?,25.32,45.0
24,27,What percentage of games are at a draw (tie) at full-time?,25.32,100.0
25,27,What percentage of games are at a draw (tie) at full-time?,25.32,35.0
26,27,What percentage of games are at a draw (tie) at full-time?,25.32,30.0
27,27,What percentage of games are at a draw (tie) at full-time?,25.32,41.0
28,27,What percentage of games are at a draw (tie) at full-time?,25.32,49.0
29,27,What percentage of games are at a draw (tie) at full-time?,25.32,40.0
30,27,What percentage of games are at a draw (tie) at full-time?,25.32,50.0
31,27,What percentage of games are at a draw (tie) at full-time?,25.32,40.0
32,27,What percentage of games are at a draw (tie) at full-time?,25.32,20.0
33,27,What percentage of games are at a draw (tie) at full-time?,25.32,35.0
34,27,What percentage of games are at a draw (tie) at full-time?,25.32,65.0
35,27,What percentage of games are at a draw (tie) at full-time?,25.32,25.0
36,27,What percentage of games are at a draw (tie) at full-time?,25.32,20.0
37,27,What percentage of games are at a draw (tie) at full-time?,25.32,25.0
38,27,What percentage of games are at a draw (tie) at full-time?,25.32,65.0
39,27,What percentage of games are at a draw (tie) at full-time?,25.32,90.0
40,27,What percentage of games are at a draw (tie) at full-time?,25.32,40.0
41,27,What percentage of games are at a draw (tie) at full-time?,25.32,10.0
42,27,What percentage of games are at a draw (tie) at full-time?,25.32,20.0
43,27,What percentage of games are at a draw (tie) at full-time?,25.32,25.0
44,27,What percentage of games are at a draw (tie) at full-time?,25.32,10.0
45,27,What percentage of games are at a draw (tie) at full-time?,25.32,40.0
46,27,What percentage of games are at a draw (tie) at full-time?,25.32,5.0
47,27,What percentage of games are at a draw (tie) at full-time?,25.32,30.0
48,27,What percentage of games are at a draw (tie) at full-time?,25.32,38.0
49,27,What percentage of games are at a draw (tie) at full-time?,25.32,20.0
50,27,What percentage of games are at a draw (tie) at full-time?,25.32,15.0
51,27,What percentage of games are at a draw (tie) at full-time?,25.32,23.0
52,27,What percentage of games are at a draw (tie) at full-time?,25.32,40.0
53,27,What percentage of games are at a draw (tie) at full-time?,25.32,30.0
54,27,What percentage of games are at a draw (tie) at full-time?,25.32,2.0
55,27,What percentage of games are at a draw (tie) at full-time?,25.32,76.0
56,27,What percentage of games are at a draw (tie) at full-time?,25.32,10.0
57,27,What percentage of games are at a draw (tie) at full-time?,25.32,30.0
58,27,What percentage of games are at a draw (tie) at full-time?,25.32,50.0
59,27,What percentage of games are at a draw (tie) at full-time?,25.32,87.0
60,27,What percentage of games are at a draw (tie) at full-time?,25.32,36.0
61,27,What percentage of games are at a draw (tie) at full-time?,25.32,44.0
62,27,What percentage of games are at a draw (tie) at full-time?,25.32,60.0
63,27,What percentage of games are at a draw (tie) at full-time?,25.32,80.0
64,27,What percentage of games are at a draw (tie) at full-time?,25.32,20.0
65,27,What percentage of games are at a draw (tie) at full-time?,25.32,45.0
66,27,What percentage of games are at a draw (tie) at full-time?,25.32,30.0
67,27,What percentage of games are at a draw (tie) at full-time?,25.32,98.0
68,27,What percentage of games are at a draw (tie) at full-time?,25.32,5.0
69,27,What percentage of games are at a draw (tie) at full-time?,25.32,50.0
70,27,What percentage of games are at a draw (tie) at full-time?,25.32,45.0
71,27,What percentage of games are at a draw (tie) at full-time?,25.32,40.0
72,27,What percentage of games are at a draw (tie) at full-time?,25.32,25.0
73,27,What percentage of games are at a draw (tie) at full-time?,25.32,45.0
74,27,What percentage of games are at a draw (tie) at full-time?,25.32,45.0
75,27,What percentage of games are at a draw (tie) at full-time?,25.32,35.0
76,27,What percentage of games are at a draw (tie) at full-time?,25.32,85.0
77,27,What percentage of games are at a draw (tie) at full-time?,25.32,10.0
78,27,What percentage of games are at a draw (tie) at full-time?,25.32,50.0
79,27,What percentage of games are at a draw (tie) at full-time?,25.32,18.0
80,27,What percentage of games are at a draw (tie) at full-time?,25.32,40.0
81,27,What percentage of games are at a draw (tie) at full-time?,25.32,50.0
82,27,What percentage of games are at a draw (tie) at full-time?,25.32,15.0
83,27,What percentage of games are at a draw (tie) at full-time?,25.32,50.0
84,27,What percentage of games are at a draw (tie) at full-time?,25.32,10.0
85,27,What percentage of games are at a draw (tie) at full-time?,25.32,3.0
86,27,What percentage of games are at a draw (tie) at full-time?,25.32,40.0
87,27,What percentage of games are at a draw (tie) at full-time?,25.32,10.0
88,27,What percentage of games are at a draw (tie) at full-time?,25.32,1.0
89,27,What percentage of games are at a draw (tie) at full-time?,25.32,23.0
90,27,What percentage of games are at a draw (tie) at full-time?,25.32,20.0
91,27,What percentage of games are at a draw (tie) at full-time?,25.32,10.0
92,27,What percentage of games are at a draw (tie) at full-time?,25.32,55.0
93,27,What percentage of games are at a draw (tie) at full-time?,25.32,25.0
94,27,What percentage of games are at a draw (tie) at full-time?,25.32,30.0
95,27,What percentage of games are at a draw (tie) at full-time?,25.32,40.0
96,27,What percentage of games are at a draw (tie) at full-time?,25.32,33.0
97,27,What percentage of games are at a draw (tie) at full-time?,25.32,45.0
98,27,What percentage of games are at a draw (tie) at full-time?,25.32,10.0
99,27,What percentage of games are at a draw (tie) at full-time?,25.32,5.0
100,27,What percentage of games are at a draw (tie) at full-time?,25.32,5.0
101,27,What percentage of games are at a draw (tie) at full-time?,25.32,15.0
102,27,What percentage of games are at a draw (tie) at full-time?,25.32,20.0
103,27,What percentage of games are at a draw (tie) at full-time?,25.32,4.0
104,27,What percentage of games are at a draw (tie) at full-time?,25.32,50.0
105,27,What percentage of games are at a draw (tie) at full-time?,25.32,5.0
106,27,What percentage of games are at a draw (tie) at full-time?,25.32,25.0
107,27,What percentage of games are at a draw (tie) at full-time?,25.32,15.0
108,27,What percentage of games are at a draw (tie) at full-time?,25.32,20.0
109,27,What percentage of games are at a draw (tie) at full-time?,25.32,40.0
110,27,What percentage of games are at a draw (tie) at full-time?,25.32,15.0
111,27,What percentage of games are at a draw (tie) at full-time?,25.32,25.0
112,27,What percentage of games are at a draw (tie) at full-time?,25.32,30.0
113,27,What percentage of games are at a draw (tie) at full-time?,25.32,45.0
114,27,What percentage of games are at a draw (tie) at full-time?,25.32,23.0
115,27,What percentage of games are at a draw (tie) at full-time?,25.32,35.0
116,27,What percentage of games are at a draw (tie) at full-time?,25.32,75.0
117,27,What percentage of games are at a draw (tie) at full-time?,25.32,40.0
118,27,What percentage of games are at a draw (tie) at full-time?,25.32,40.0
119,27,What percentage of games are at a draw (tie) at full-time?,25.32,11.0
120,27,What percentage of games are at a draw (tie) at full-time?,25.32,60.0
121,27,What percentage of games are at a draw (tie) at full-time?,25.32,25.0
122,27,What percentage of games are at a draw (tie) at full-time?,25.32,4.0
123,27,What percentage of games are at a draw (tie) at full-time?,25.32,30.0
124,27,What percentage of games are at a draw (tie) at full-time?,25.32,15.0
125,27,What percentage of games are at a draw (tie) at full-time?,25.32,5.0
126,27,What percentage of games are at a draw (tie) at full-time?,25.32,10.0
127,27,What percentage of games are at a draw (tie) at full-time?,25.32,5.0
128,27,What percentage of games are at a draw (tie) at full-time?,25.32,25.0
129,27,What percentage of games are at a draw (tie) at full-time?,25.32,50.0
130,27,What percentage of games are at a draw (tie) at full-time?,25.32,9.0
131,27,What percentage of games are at a draw (tie) at full-time?,25.32,60.0
132,27,What percentage of games are at a draw (tie) at full-time?,25.32,15.0
133,27,What percentage of games are at a draw (tie) at full-time?,25.32,40.0
134,27,What percentage of games are at a draw (tie) at full-time?,25.32,30.0
135,27,What percentage of games are at a draw (tie) at full-time?,25.32,45.0
136,27,What percentage of games are at a draw (tie) at full-time?,25.32,5.0
137,27,What percentage of games are at a draw (tie) at full-time?,25.32,40.0
138,27,What percentage of games are at a draw (tie) at full-time?,25.32,30.0
139,27,What percentage of games are at a draw (tie) at full-time?,25.32,85.0
140,27,What percentage of games are at a draw (tie) at full-time?,25.32,7.0
141,27,What percentage of games are at a draw (tie) at full-time?,25.32,80.0
142,27,What percentage of games are at a draw (tie) at full-time?,25.32,15.0
143,27,What percentage of games are at a draw (tie) at full-time?,25.32,1.0
144,27,What percentage of games are at a draw (tie) at full-time?,25.32,18.0
145,27,What percentage of games are at a draw (tie) at full-time?,25.32,15.0
1,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,50.0
2,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,20.0
3,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,25.0
4,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,50.0
5,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,60.0
6,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,30.0
7,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,10.0
8,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,5.0
9,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,51.0
10,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,50.0
11,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,10.0
12,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,1.0
13,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,77.0
14,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,1.0
15,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,20.0
16,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,30.0
17,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,10.0
18,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,70.0
19,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,80.0
20,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,20.0
21,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,60.0
22,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,5.0
23,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,45.0
24,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,15.0
25,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,25.0
26,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,15.0
27,28,What percentage of games are at a 0-0 draw (tie) at half-time?,31.26,75.0
