participant,problem,problemOrder,choicePosition,cost,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12
17,19,16,6,402,428,443,414,416,395,402,396,403,459,495,417,449
17,20,44,7,395,414,434,339,431,403,400,395,454,430,455,359,394
17,21,11,6,369,433,412,417,419,380,369,402,390,385,503,521,614
17,22,29,6,411,450,445,396,413,428,411,380,376,369,350,603,426
17,23,4,6,385,435,412,379,401,388,385,391,444,380,386,347,660
17,24,24,5,395,424,445,416,422,395,367,407,364,379,375,417,687
17,25,50,6,384,368,411,418,399,372,384,402,373,468,471,551,301
17,26,33,5,396,436,431,385,379,396,359,404,409,453,388,301,389
17,27,17,8,424,412,436,382,397,391,401,413,424,447,442,504,616
17,28,8,6,355,416,434,420,436,403,355,402,358,429,440,316,590
17,29,41,6,338,406,402,452,414,422,338,377,385,409,488,456,509
17,30,35,6,352,406,412,425,417,393,352,361,419,475,486,373,456
17,31,32,6,372,409,458,410,370,356,372,396,390,425,523,379,561
17,32,6,5,398,439,423,420,400,398,387,401,382,371,517,520,486
17,33,25,6,380,418,443,373,407,361,380,387,400,398,562,586,699
17,34,42,6,370,436,431,415,414,380,370,374,421,353,410,417,301
17,35,31,5,358,393,368,440,412,358,391,378,417,414,466,625,477
17,36,26,6,397,430,419,413,387,354,397,392,358,427,425,431,495
17,37,9,7,388,425,453,370,404,375,356,388,408,444,472,481,553
17,38,3,6,377,396,453,419,417,373,377,427,402,454,444,312,614
17,39,34,6,372,419,412,415,416,361,372,386,389,439,421,381,527
17,40,49,6,370,420,457,443,415,410,370,425,429,521,369,456,511
17,41,12,5,403,425,436,446,402,403,389,381,395,442,398,441,626
17,42,39,6,378,429,403,393,381,345,378,353,410,301,425,414,433
17,43,38,7,407,428,394,410,393,383,409,407,421,426,461,565,422
17,44,22,5,385,466,439,416,381,385,395,387,402,451,412,462,410
17,45,18,6,375,450,463,432,387,383,375,415,397,337,434,480,444
17,46,19,6,378,427,418,424,367,373,378,363,391,458,507,361,494
17,47,20,6,361,406,421,390,382,389,361,393,420,403,427,419,493
17,48,43,6,378,387,444,407,382,403,378,373,436,353,457,439,510
17,49,27,5,358,420,447,387,375,358,391,368,428,461,415,340,462
17,50,40,6,389,431,421,433,399,388,389,403,392,400,527,475,669
18,1,47,5,374,419,423,407,384,374,375,373,391,433,556,490,619
18,2,37,12,530,425,414,407,420,386,396,408,403,411,459,575,530
18,3,31,5,386,446,428,417,385,386,387,351,415,401,443,510,524
18,4,19,6,361,429,463,405,395,387,361,404,419,376,353,534,449
18,5,2,6,401,419,425,392,411,384,401,409,406,382,433,424,473
18,6,34,6,365,405,416,423,419,409,365,385,424,403,369,450,498
18,7,7,12,358,415,446,398,392,396,344,429,387,440,554,438,358
18,8,9,7,371,436,430,450,427,381,393,371,414,377,441,444,497
18,9,30,5,366,465,412,418,411,366,394,378,384,408,448,499,497
18,10,48,5,361,424,432,385,397,361,369,394,436,357,452,433,301
18,11,42,6,339,412,409,393,396,411,339,389,363,424,382,415,588
18,12,12,5,356,415,421,401,427,356,360,377,408,396,442,614,483
18,13,15,6,382,439,434,428,409,385,382,387,404,452,388,402,557
18,14,40,4,383,423,450,438,383,371,390,379,399,392,542,525,626
18,15,50,6,365,425,458,410,392,439,365,373,394,437,413,470,549
18,16,38,5,373,432,421,414,397,373,382,368,389,528,438,556,689
18,17,26,5,375,460,423,441,418,375,363,378,397,474,468,301,612
18,18,41,5,362,411,453,407,390,362,396,375,369,472,505,699,376
18,19,8,7,396,428,443,414,416,395,402,396,403,459,495,417,449
18,20,14,7,395,414,434,339,431,403,400,395,454,430,455,359,394
18,21,32,6,369,433,412,417,419,380,369,402,390,385,503,521,614
18,22,23,7,380,450,445,396,413,428,411,380,376,369,350,603,426
18,23,18,6,385,435,412,379,401,388,385,391,444,380,386,347,660
18,24,49,8,364,424,445,416,422,395,367,407,364,379,375,417,687
18,25,39,2,411,368,411,418,399,372,384,402,373,468,471,551,301
18,26,35,4,379,436,431,385,379,396,359,404,409,453,388,301,389
18,27,45,12,616,412,436,382,397,391,401,413,424,447,442,504,616
18,28,21,6,355,416,434,420,436,403,355,402,358,429,440,316,590
18,29,43,6,338,406,402,452,414,422,338,377,385,409,488,456,509
18,30,5,11,373,406,412,425,417,393,352,361,419,475,486,373,456
18,31,22,12,561,409,458,410,370,356,372,396,390,425,523,379,561
18,32,17,5,398,439,423,420,400,398,387,401,382,371,517,520,486
18,33,25,5,361,418,443,373,407,361,380,387,400,398,562,586,699
18,34,6,7,374,436,431,415,414,380,370,374,421,353,410,417,301
18,35,33,5,358,393,368,440,412,358,391,378,417,414,466,625,477
18,36,20,3,413,430,419,413,387,354,397,392,358,427,425,431,495
18,37,3,11,481,425,453,370,404,375,356,388,408,444,472,481,553
18,38,4,5,373,396,453,419,417,373,377,427,402,454,444,312,614
18,39,13,6,372,419,412,415,416,361,372,386,389,439,421,381,527
18,40,29,6,370,420,457,443,415,410,370,425,429,521,369,456,511
18,41,36,5,403,425,436,446,402,403,389,381,395,442,398,441,626
18,42,28,12,433,429,403,393,381,345,378,353,410,301,425,414,433
18,43,10,6,409,428,394,410,393,383,409,407,421,426,461,565,422
18,44,44,6,395,466,439,416,381,385,395,387,402,451,412,462,410
18,45,24,4,387,450,463,432,387,383,375,415,397,337,434,480,444
18,46,16,6,378,427,418,424,367,373,378,363,391,458,507,361,494
18,47,27,6,361,406,421,390,382,389,361,393,420,403,427,419,493
18,48,1,7,373,387,444,407,382,403,378,373,436,353,457,439,510
18,49,46,4,375,420,447,387,375,358,391,368,428,461,415,340,462
18,50,11,5,388,431,421,433,399,388,389,403,392,400,527,475,669
19,1,6,6,375,419,423,407,384,374,375,373,391,433,556,490,619
19,2,5,6,396,425,414,407,420,386,396,408,403,411,459,575,530
19,3,20,6,387,446,428,417,385,386,387,351,415,401,443,510,524
19,4,29,6,361,429,463,405,395,387,361,404,419,376,353,534,449
19,5,49,6,401,419,425,392,411,384,401,409,406,382,433,424,473
19,6,15,6,365,405,416,423,419,409,365,385,424,403,369,450,498
19,7,3,6,344,415,446,398,392,396,344,429,387,440,554,438,358
19,8,36,6,393,436,430,450,427,381,393,371,414,377,441,444,497
19,9,13,5,366,465,412,418,411,366,394,378,384,408,448,499,497
19,10,18,5,361,424,432,385,397,361,369,394,436,357,452,433,301
19,11,44,6,339,412,409,393,396,411,339,389,363,424,382,415,588
19,12,12,5,356,415,421,401,427,356,360,377,408,396,442,614,483
19,13,48,6,382,439,434,428,409,385,382,387,404,452,388,402,557
19,14,11,5,371,423,450,438,383,371,390,379,399,392,542,525,626
19,15,1,6,365,425,458,410,392,439,365,373,394,437,413,470,549
19,16,28,6,382,432,421,414,397,373,382,368,389,528,438,556,689
19,17,10,6,363,460,423,441,418,375,363,378,397,474,468,301,612
19,18,37,5,362,411,453,407,390,362,396,375,369,472,505,699,376
19,19,24,6,402,428,443,414,416,395,402,396,403,459,495,417,449
19,20,30,3,339,414,434,339,431,403,400,395,454,430,455,359,394
19,21,8,6,369,433,412,417,419,380,369,402,390,385,503,521,614
19,22,32,6,411,450,445,396,413,428,411,380,376,369,350,603,426
19,23,33,6,385,435,412,379,401,388,385,391,444,380,386,347,660
19,24,19,6,367,424,445,416,422,395,367,407,364,379,375,417,687
19,25,41,1,368,368,411,418,399,372,384,402,373,468,471,551,301
19,26,22,6,359,436,431,385,379,396,359,404,409,453,388,301,389
19,27,47,7,413,412,436,382,397,391,401,413,424,447,442,504,616
19,28,17,6,355,416,434,420,436,403,355,402,358,429,440,316,590
19,29,16,6,338,406,402,452,414,422,338,377,385,409,488,456,509
19,30,34,5,393,406,412,425,417,393,352,361,419,475,486,373,456
19,31,35,6,372,409,458,410,370,356,372,396,390,425,523,379,561
19,32,50,5,398,439,423,420,400,398,387,401,382,371,517,520,486
19,33,25,6,380,418,443,373,407,361,380,387,400,398,562,586,699
19,34,38,5,380,436,431,415,414,380,370,374,421,353,410,417,301
19,35,43,5,358,393,368,440,412,358,391,378,417,414,466,625,477
19,36,42,6,397,430,419,413,387,354,397,392,358,427,425,431,495
19,37,46,6,356,425,453,370,404,375,356,388,408,444,472,481,553
19,38,31,5,373,396,453,419,417,373,377,427,402,454,444,312,614
19,39,14,6,372,419,412,415,416,361,372,386,389,439,421,381,527
19,40,21,6,370,420,457,443,415,410,370,425,429,521,369,456,511
19,41,9,5,403,425,436,446,402,403,389,381,395,442,398,441,626
19,42,45,7,353,429,403,393,381,345,378,353,410,301,425,414,433
19,43,2,6,409,428,394,410,393,383,409,407,421,426,461,565,422
19,44,26,6,395,466,439,416,381,385,395,387,402,451,412,462,410
19,45,4,6,375,450,463,432,387,383,375,415,397,337,434,480,444
19,46,39,4,367,427,418,424,367,373,378,363,391,458,507,361,494
19,47,23,6,361,406,421,390,382,389,361,393,420,403,427,419,493
19,48,27,6,378,387,444,407,382,403,378,373,436,353,457,439,510
19,49,40,6,391,420,447,387,375,358,391,368,428,461,415,340,462
19,50,7,6,389,431,421,433,399,388,389,403,392,400,527,475,669
20,1,29,12,619,419,423,407,384,374,375,373,391,433,556,490,619
20,2,38,12,530,425,414,407,420,386,396,408,403,411,459,575,530
20,3,11,7,351,446,428,417,385,386,387,351,415,401,443,510,524
20,4,24,6,361,429,463,405,395,387,361,404,419,376,353,534,449
20,5,26,12,473,419,425,392,411,384,401,409,406,382,433,424,473
20,6,36,10,369,405,416,423,419,409,365,385,424,403,369,450,498
20,7,25,6,344,415,446,398,392,396,344,429,387,440,554,438,358
20,8,16,12,497,436,430,450,427,381,393,371,414,377,441,444,497
20,9,3,12,497,465,412,418,411,366,394,378,384,408,448,499,497
20,10,14,9,357,424,432,385,397,361,369,394,436,357,452,433,301
20,11,13,6,339,412,409,393,396,411,339,389,363,424,382,415,588
20,12,46,5,356,415,421,401,427,356,360,377,408,396,442,614,483
20,13,18,7,387,439,434,428,409,385,382,387,404,452,388,402,557
20,14,9,12,626,423,450,438,383,371,390,379,399,392,542,525,626
20,15,32,6,365,425,458,410,392,439,365,373,394,437,413,470,549
20,16,40,12,689,432,421,414,397,373,382,368,389,528,438,556,689
20,17,17,6,363,460,423,441,418,375,363,378,397,474,468,301,612
20,18,12,12,376,411,453,407,390,362,396,375,369,472,505,699,376
20,19,2,12,449,428,443,414,416,395,402,396,403,459,495,417,449
20,20,50,11,359,414,434,339,431,403,400,395,454,430,455,359,394
20,21,21,9,385,433,412,417,419,380,369,402,390,385,503,521,614
20,22,43,9,369,450,445,396,413,428,411,380,376,369,350,603,426
20,23,15,5,388,435,412,379,401,388,385,391,444,380,386,347,660
20,24,31,7,407,424,445,416,422,395,367,407,364,379,375,417,687
20,25,19,12,301,368,411,418,399,372,384,402,373,468,471,551,301
20,26,20,6,359,436,431,385,379,396,359,404,409,453,388,301,389
20,27,47,12,616,412,436,382,397,391,401,413,424,447,442,504,616
20,28,23,8,358,416,434,420,436,403,355,402,358,429,440,316,590
20,29,1,4,414,406,402,452,414,422,338,377,385,409,488,456,509
20,30,34,5,393,406,412,425,417,393,352,361,419,475,486,373,456
20,31,37,8,390,409,458,410,370,356,372,396,390,425,523,379,561
20,32,45,5,398,439,423,420,400,398,387,401,382,371,517,520,486
20,33,44,9,398,418,443,373,407,361,380,387,400,398,562,586,699
20,34,10,5,380,436,431,415,414,380,370,374,421,353,410,417,301
20,35,49,5,358,393,368,440,412,358,391,378,417,414,466,625,477
20,36,33,8,358,430,419,413,387,354,397,392,358,427,425,431,495
20,37,42,12,553,425,453,370,404,375,356,388,408,444,472,481,553
20,38,30,7,427,396,453,419,417,373,377,427,402,454,444,312,614
20,39,39,12,527,419,412,415,416,361,372,386,389,439,421,381,527
20,40,8,12,511,420,457,443,415,410,370,425,429,521,369,456,511
20,41,6,5,403,425,436,446,402,403,389,381,395,442,398,441,626
20,42,35,12,433,429,403,393,381,345,378,353,410,301,425,414,433
20,43,28,7,407,428,394,410,393,383,409,407,421,426,461,565,422
20,44,22,2,439,466,439,416,381,385,395,387,402,451,412,462,410
20,45,27,7,415,450,463,432,387,383,375,415,397,337,434,480,444
20,46,48,7,363,427,418,424,367,373,378,363,391,458,507,361,494
20,47,41,6,361,406,421,390,382,389,361,393,420,403,427,419,493
20,48,4,1,387,387,444,407,382,403,378,373,436,353,457,439,510
20,49,7,11,340,420,447,387,375,358,391,368,428,461,415,340,462
20,50,5,6,389,431,421,433,399,388,389,403,392,400,527,475,669
21,1,41,7,373,419,423,407,384,374,375,373,391,433,556,490,619
21,2,35,7,408,425,414,407,420,386,396,408,403,411,459,575,530
21,3,29,4,385,446,428,417,385,386,387,351,415,401,443,510,524
21,4,3,1,429,429,463,405,395,387,361,404,419,376,353,534,449
21,5,9,1,419,419,425,392,411,384,401,409,406,382,433,424,473
21,6,24,5,409,405,416,423,419,409,365,385,424,403,369,450,498
21,7,4,4,392,415,446,398,392,396,344,429,387,440,554,438,358
21,8,1,5,381,436,430,450,427,381,393,371,414,377,441,444,497
21,9,17,1,465,465,412,418,411,366,394,378,384,408,448,499,497
21,10,47,2,432,424,432,385,397,361,369,394,436,357,452,433,301
21,11,39,3,393,412,409,393,396,411,339,389,363,424,382,415,588
21,12,14,3,401,415,421,401,427,356,360,377,408,396,442,614,483
21,13,48,4,409,439,434,428,409,385,382,387,404,452,388,402,557
21,14,12,7,379,423,450,438,383,371,390,379,399,392,542,525,626
21,15,49,1,425,425,458,410,392,439,365,373,394,437,413,470,549
21,16,13,4,397,432,421,414,397,373,382,368,389,528,438,556,689
21,17,6,4,418,460,423,441,418,375,363,378,397,474,468,301,612
21,18,2,3,407,411,453,407,390,362,396,375,369,472,505,699,376
21,19,26,3,414,428,443,414,416,395,402,396,403,459,495,417,449
21,20,43,6,400,414,434,339,431,403,400,395,454,430,455,359,394
21,21,15,5,380,433,412,417,419,380,369,402,390,385,503,521,614
21,22,37,7,380,450,445,396,413,428,411,380,376,369,350,603,426
21,23,18,3,379,435,412,379,401,388,385,391,444,380,386,347,660
21,24,25,6,367,424,445,416,422,395,367,407,364,379,375,417,687
21,25,42,4,399,368,411,418,399,372,384,402,373,468,471,551,301
21,26,28,3,385,436,431,385,379,396,359,404,409,453,388,301,389
21,27,21,4,397,412,436,382,397,391,401,413,424,447,442,504,616
21,28,7,3,420,416,434,420,436,403,355,402,358,429,440,316,590
21,29,10,7,377,406,402,452,414,422,338,377,385,409,488,456,509
21,30,34,4,417,406,412,425,417,393,352,361,419,475,486,373,456
21,31,40,3,410,409,458,410,370,356,372,396,390,425,523,379,561
21,32,31,3,420,439,423,420,400,398,387,401,382,371,517,520,486
21,33,23,6,380,418,443,373,407,361,380,387,400,398,562,586,699
21,34,46,7,374,436,431,415,414,380,370,374,421,353,410,417,301
21,35,36,5,358,393,368,440,412,358,391,378,417,414,466,625,477
21,36,32,4,387,430,419,413,387,354,397,392,358,427,425,431,495
21,37,22,8,408,425,453,370,404,375,356,388,408,444,472,481,553
21,38,8,5,373,396,453,419,417,373,377,427,402,454,444,312,614
21,39,16,1,419,419,412,415,416,361,372,386,389,439,421,381,527
21,40,33,6,370,420,457,443,415,410,370,425,429,521,369,456,511
21,41,45,3,446,425,436,446,402,403,389,381,395,442,398,441,626
21,42,38,2,403,429,403,393,381,345,378,353,410,301,425,414,433
21,43,50,6,409,428,394,410,393,383,409,407,421,426,461,565,422
21,44,44,4,381,466,439,416,381,385,395,387,402,451,412,462,410
21,45,20,4,387,450,463,432,387,383,375,415,397,337,434,480,444
21,46,27,10,507,427,418,424,367,373,378,363,391,458,507,361,494
21,47,19,3,390,406,421,390,382,389,361,393,420,403,427,419,493
21,48,30,5,403,387,444,407,382,403,378,373,436,353,457,439,510
21,49,11,3,387,420,447,387,375,358,391,368,428,461,415,340,462
21,50,5,5,388,431,421,433,399,388,389,403,392,400,527,475,669
22,1,12,5,374,419,423,407,384,374,375,373,391,433,556,490,619
22,2,21,7,408,425,414,407,420,386,396,408,403,411,459,575,530
22,3,36,7,351,446,428,417,385,386,387,351,415,401,443,510,524
22,4,3,6,361,429,463,405,395,387,361,404,419,376,353,534,449
22,5,27,5,384,419,425,392,411,384,401,409,406,382,433,424,473
22,6,20,6,365,405,416,423,419,409,365,385,424,403,369,450,498
22,7,15,6,344,415,446,398,392,396,344,429,387,440,554,438,358
22,8,42,5,381,436,430,450,427,381,393,371,414,377,441,444,497
22,9,37,5,366,465,412,418,411,366,394,378,384,408,448,499,497
22,10,26,5,361,424,432,385,397,361,369,394,436,357,452,433,301
22,11,1,6,339,412,409,393,396,411,339,389,363,424,382,415,588
22,12,5,6,360,415,421,401,427,356,360,377,408,396,442,614,483
22,13,16,5,385,439,434,428,409,385,382,387,404,452,388,402,557
22,14,34,4,383,423,450,438,383,371,390,379,399,392,542,525,626
22,15,4,6,365,425,458,410,392,439,365,373,394,437,413,470,549
22,16,2,7,368,432,421,414,397,373,382,368,389,528,438,556,689
22,17,14,5,375,460,423,441,418,375,363,378,397,474,468,301,612
22,18,32,5,362,411,453,407,390,362,396,375,369,472,505,699,376
22,19,33,6,402,428,443,414,416,395,402,396,403,459,495,417,449
22,20,18,6,400,414,434,339,431,403,400,395,454,430,455,359,394
22,21,17,6,369,433,412,417,419,380,369,402,390,385,503,521,614
22,22,22,6,411,450,445,396,413,428,411,380,376,369,350,603,426
22,23,6,5,388,435,412,379,401,388,385,391,444,380,386,347,660
22,24,50,6,367,424,445,416,422,395,367,407,364,379,375,417,687
22,25,45,5,372,368,411,418,399,372,384,402,373,468,471,551,301
22,26,39,6,359,436,431,385,379,396,359,404,409,453,388,301,389
22,27,47,7,413,412,436,382,397,391,401,413,424,447,442,504,616
22,28,29,6,355,416,434,420,436,403,355,402,358,429,440,316,590
22,29,41,6,338,406,402,452,414,422,338,377,385,409,488,456,509
22,30,44,4,417,406,412,425,417,393,352,361,419,475,486,373,456
22,31,24,6,372,409,458,410,370,356,372,396,390,425,523,379,561
22,32,10,5,398,439,423,420,400,398,387,401,382,371,517,520,486
22,33,19,5,361,418,443,373,407,361,380,387,400,398,562,586,699
22,34,31,5,380,436,431,415,414,380,370,374,421,353,410,417,301
22,35,43,4,412,393,368,440,412,358,391,378,417,414,466,625,477
22,36,28,6,397,430,419,413,387,354,397,392,358,427,425,431,495
22,37,25,5,375,425,453,370,404,375,356,388,408,444,472,481,553
22,38,40,5,373,396,453,419,417,373,377,427,402,454,444,312,614
22,39,46,6,372,419,412,415,416,361,372,386,389,439,421,381,527
22,40,48,6,370,420,457,443,415,410,370,425,429,521,369,456,511
22,41,7,1,425,425,436,446,402,403,389,381,395,442,398,441,626
22,42,11,7,353,429,403,393,381,345,378,353,410,301,425,414,433
22,43,23,6,409,428,394,410,393,383,409,407,421,426,461,565,422
22,44,13,5,385,466,439,416,381,385,395,387,402,451,412,462,410
22,45,9,6,375,450,463,432,387,383,375,415,397,337,434,480,444
22,46,49,4,367,427,418,424,367,373,378,363,391,458,507,361,494
22,47,30,6,361,406,421,390,382,389,361,393,420,403,427,419,493
22,48,38,6,378,387,444,407,382,403,378,373,436,353,457,439,510
22,49,35,4,375,420,447,387,375,358,391,368,428,461,415,340,462
22,50,8,5,388,431,421,433,399,388,389,403,392,400,527,475,669
23,1,23,5,374,419,423,407,384,374,375,373,391,433,556,490,619
23,2,13,8,403,425,414,407,420,386,396,408,403,411,459,575,530
23,3,41,6,387,446,428,417,385,386,387,351,415,401,443,510,524
23,4,32,6,361,429,463,405,395,387,361,404,419,376,353,534,449
23,5,28,8,406,419,425,392,411,384,401,409,406,382,433,424,473
23,6,18,6,365,405,416,423,419,409,365,385,424,403,369,450,498
23,7,39,6,344,415,446,398,392,396,344,429,387,440,554,438,358
23,8,22,6,393,436,430,450,427,381,393,371,414,377,441,444,497
23,9,21,5,366,465,412,418,411,366,394,378,384,408,448,499,497
23,10,2,5,361,424,432,385,397,361,369,394,436,357,452,433,301
23,11,7,6,339,412,409,393,396,411,339,389,363,424,382,415,588
23,12,20,5,356,415,421,401,427,356,360,377,408,396,442,614,483
23,13,9,7,387,439,434,428,409,385,382,387,404,452,388,402,557
23,14,34,5,371,423,450,438,383,371,390,379,399,392,542,525,626
23,15,42,6,365,425,458,410,392,439,365,373,394,437,413,470,549
23,16,50,7,368,432,421,414,397,373,382,368,389,528,438,556,689
23,17,36,6,363,460,423,441,418,375,363,378,397,474,468,301,612
23,18,12,8,369,411,453,407,390,362,396,375,369,472,505,699,376
23,19,15,7,396,428,443,414,416,395,402,396,403,459,495,417,449
23,20,48,7,395,414,434,339,431,403,400,395,454,430,455,359,394
23,21,29,5,380,433,412,417,419,380,369,402,390,385,503,521,614
23,22,19,6,411,450,445,396,413,428,411,380,376,369,350,603,426
23,23,6,6,385,435,412,379,401,388,385,391,444,380,386,347,660
23,24,49,6,367,424,445,416,422,395,367,407,364,379,375,417,687
23,25,47,1,368,368,411,418,399,372,384,402,373,468,471,551,301
23,26,43,4,379,436,431,385,379,396,359,404,409,453,388,301,389
23,27,25,6,401,412,436,382,397,391,401,413,424,447,442,504,616
23,28,46,6,355,416,434,420,436,403,355,402,358,429,440,316,590
23,29,40,6,338,406,402,452,414,422,338,377,385,409,488,456,509
23,30,16,4,417,406,412,425,417,393,352,361,419,475,486,373,456
23,31,4,6,372,409,458,410,370,356,372,396,390,425,523,379,561
23,32,44,7,401,439,423,420,400,398,387,401,382,371,517,520,486
23,33,3,5,361,418,443,373,407,361,380,387,400,398,562,586,699
23,34,45,1,436,436,431,415,414,380,370,374,421,353,410,417,301
23,35,31,4,412,393,368,440,412,358,391,378,417,414,466,625,477
23,36,24,3,413,430,419,413,387,354,397,392,358,427,425,431,495
23,37,35,5,375,425,453,370,404,375,356,388,408,444,472,481,553
23,38,10,5,373,396,453,419,417,373,377,427,402,454,444,312,614
23,39,5,6,372,419,412,415,416,361,372,386,389,439,421,381,527
23,40,14,6,370,420,457,443,415,410,370,425,429,521,369,456,511
23,41,1,7,381,425,436,446,402,403,389,381,395,442,398,441,626
23,42,27,6,378,429,403,393,381,345,378,353,410,301,425,414,433
23,43,26,7,407,428,394,410,393,383,409,407,421,426,461,565,422
23,44,8,6,395,466,439,416,381,385,395,387,402,451,412,462,410
23,45,33,4,387,450,463,432,387,383,375,415,397,337,434,480,444
23,46,38,4,367,427,418,424,367,373,378,363,391,458,507,361,494
23,47,17,3,390,406,421,390,382,389,361,393,420,403,427,419,493
23,48,30,6,378,387,444,407,382,403,378,373,436,353,457,439,510
23,49,37,3,387,420,447,387,375,358,391,368,428,461,415,340,462
23,50,11,4,399,431,421,433,399,388,389,403,392,400,527,475,669
24,1,18,5,374,419,423,407,384,374,375,373,391,433,556,490,619
24,2,22,5,386,425,414,407,420,386,396,408,403,411,459,575,530
24,3,11,6,387,446,428,417,385,386,387,351,415,401,443,510,524
24,4,5,5,387,429,463,405,395,387,361,404,419,376,353,534,449
24,5,43,8,406,419,425,392,411,384,401,409,406,382,433,424,473
24,6,39,6,365,405,416,423,419,409,365,385,424,403,369,450,498
24,7,46,6,344,415,446,398,392,396,344,429,387,440,554,438,358
24,8,19,7,371,436,430,450,427,381,393,371,414,377,441,444,497
24,9,3,5,366,465,412,418,411,366,394,378,384,408,448,499,497
24,10,24,5,361,424,432,385,397,361,369,394,436,357,452,433,301
24,11,30,6,339,412,409,393,396,411,339,389,363,424,382,415,588
24,12,37,5,356,415,421,401,427,356,360,377,408,396,442,614,483
24,13,13,5,385,439,434,428,409,385,382,387,404,452,388,402,557
24,14,29,5,371,423,450,438,383,371,390,379,399,392,542,525,626
24,15,25,6,365,425,458,410,392,439,365,373,394,437,413,470,549
24,16,12,6,382,432,421,414,397,373,382,368,389,528,438,556,689
24,17,26,5,375,460,423,441,418,375,363,378,397,474,468,301,612
24,18,50,6,396,411,453,407,390,362,396,375,369,472,505,699,376
24,19,17,5,395,428,443,414,416,395,402,396,403,459,495,417,449
24,20,16,7,395,414,434,339,431,403,400,395,454,430,455,359,394
24,21,35,5,380,433,412,417,419,380,369,402,390,385,503,521,614
24,22,34,7,380,450,445,396,413,428,411,380,376,369,350,603,426
24,23,20,6,385,435,412,379,401,388,385,391,444,380,386,347,660
24,24,15,5,395,424,445,416,422,395,367,407,364,379,375,417,687
24,25,49,7,402,368,411,418,399,372,384,402,373,468,471,551,301
24,26,31,6,359,436,431,385,379,396,359,404,409,453,388,301,389
24,27,32,5,391,412,436,382,397,391,401,413,424,447,442,504,616
24,28,47,5,403,416,434,420,436,403,355,402,358,429,440,316,590
24,29,8,5,422,406,402,452,414,422,338,377,385,409,488,456,509
24,30,1,10,486,406,412,425,417,393,352,361,419,475,486,373,456
24,31,44,5,356,409,458,410,370,356,372,396,390,425,523,379,561
24,32,21,5,398,439,423,420,400,398,387,401,382,371,517,520,486
24,33,28,5,361,418,443,373,407,361,380,387,400,398,562,586,699
24,34,40,5,380,436,431,415,414,380,370,374,421,353,410,417,301
24,35,9,5,358,393,368,440,412,358,391,378,417,414,466,625,477
24,36,4,6,397,430,419,413,387,354,397,392,358,427,425,431,495
24,37,36,6,356,425,453,370,404,375,356,388,408,444,472,481,553
24,38,41,5,373,396,453,419,417,373,377,427,402,454,444,312,614
24,39,2,6,372,419,412,415,416,361,372,386,389,439,421,381,527
24,40,38,6,370,420,457,443,415,410,370,425,429,521,369,456,511
24,41,33,5,403,425,436,446,402,403,389,381,395,442,398,441,626
24,42,10,7,353,429,403,393,381,345,378,353,410,301,425,414,433
24,43,14,4,393,428,394,410,393,383,409,407,421,426,461,565,422
24,44,48,5,385,466,439,416,381,385,395,387,402,451,412,462,410
24,45,42,4,387,450,463,432,387,383,375,415,397,337,434,480,444
24,46,6,7,363,427,418,424,367,373,378,363,391,458,507,361,494
24,47,7,6,361,406,421,390,382,389,361,393,420,403,427,419,493
24,48,27,6,378,387,444,407,382,403,378,373,436,353,457,439,510
24,49,45,4,375,420,447,387,375,358,391,368,428,461,415,340,462
24,50,23,5,388,431,421,433,399,388,389,403,392,400,527,475,669
25,1,29,4,384,419,423,407,384,374,375,373,391,433,556,490,619
25,2,18,9,411,425,414,407,420,386,396,408,403,411,459,575,530
25,3,31,5,386,446,428,417,385,386,387,351,415,401,443,510,524
25,4,49,5,387,429,463,405,395,387,361,404,419,376,353,534,449
25,5,44,9,382,419,425,392,411,384,401,409,406,382,433,424,473
25,6,33,10,369,405,416,423,419,409,365,385,424,403,369,450,498
25,7,15,6,344,415,446,398,392,396,344,429,387,440,554,438,358
25,8,1,7,371,436,430,450,427,381,393,371,414,377,441,444,497
25,9,10,5,366,465,412,418,411,366,394,378,384,408,448,499,497
25,10,6,3,385,424,432,385,397,361,369,394,436,357,452,433,301
25,11,50,6,339,412,409,393,396,411,339,389,363,424,382,415,588
25,12,19,5,356,415,421,401,427,356,360,377,408,396,442,614,483
25,13,24,5,385,439,434,428,409,385,382,387,404,452,388,402,557
25,14,37,5,371,423,450,438,383,371,390,379,399,392,542,525,626
25,15,26,6,365,425,458,410,392,439,365,373,394,437,413,470,549
25,16,20,5,373,432,421,414,397,373,382,368,389,528,438,556,689
25,17,35,6,363,460,423,441,418,375,363,378,397,474,468,301,612
25,18,36,5,362,411,453,407,390,362,396,375,369,472,505,699,376
25,19,38,12,449,428,443,414,416,395,402,396,403,459,495,417,449
25,20,8,11,359,414,434,339,431,403,400,395,454,430,455,359,394
25,21,27,6,369,433,412,417,419,380,369,402,390,385,503,521,614
25,22,45,7,380,450,445,396,413,428,411,380,376,369,350,603,426
25,23,9,3,379,435,412,379,401,388,385,391,444,380,386,347,660
25,24,16,5,395,424,445,416,422,395,367,407,364,379,375,417,687
25,25,5,1,368,368,411,418,399,372,384,402,373,468,471,551,301
25,26,3,3,385,436,431,385,379,396,359,404,409,453,388,301,389
25,27,13,12,616,412,436,382,397,391,401,413,424,447,442,504,616
25,28,2,6,355,416,434,420,436,403,355,402,358,429,440,316,590
