condition,stimulusSet,trial,participant,product,estimate,truth
individual,1.0,10,10,Fresh water lily soap,25.0,14.0
individual,1.0,11,10,Bobbi Brown eyelash curler,20.0,15.0
individual,1.0,12,10,Brown floating wall frame,12.0,15.0
individual,1.0,13,10,Calvin Klein legwarmers,2.0,18.0
individual,1.0,14,10,Potted artificial phalaenopsis,26.0,18.0
individual,1.0,15,10,Metallic electric can opener,20.0,19.0
individual,1.0,16,10,Apple dock USB connector,20.0,19.0
individual,1.0,17,10,Peacock feather pen,21.0,20.0
individual,1.0,18,10,Getz/Gilberto bossa nova compilation CD,36.0,22.0
individual,1.0,19,10,2-slice toaster,45.0,23.0
individual,1.0,20,10,Dylan's candy bar gift box,26.0,24.0
individual,1.0,21,10,Juggling set,26.0,24.0
individual,1.0,22,10,Sony S2 stereo headphones,45.0,25.0
individual,1.0,23,10,G Saké,12.0,25.0
individual,1.0,24,10,Smith & Hawken rubber doormat,23.0,25.0
individual,1.0,25,10,Cow bell,24.0,25.0
individual,1.0,26,10,The North Face men's flip flops,25.0,28.0
individual,1.0,27,10,Frederic Fekkai 7oz hair glossing cream,10.0,28.0
individual,1.0,28,10,Tibetan finger cymbal,15.0,28.0
individual,1.0,29,10,Clinique powder brush,25.0,30.0
individual,1.0,30,10,Professional burst-resistant exercise ball,25.0,30.0
individual,1.0,31,10,Sony computer speakers,23.0,31.0
individual,1.0,32,10,Chicago Cubs vintage t-shirt,25.0,32.0
individual,1.0,33,10,Impulse helmet,5.0,34.0
individual,1.0,34,10,Halo 3 for Xbox 360,50.0,35.0
individual,1.0,35,10,Mrs. Fields cookie basket,46.0,35.0
individual,1.0,36,10,Crystal votive candle holder,12.0,35.0
individual,1.0,37,10,Scrabble board game,10.0,35.0
individual,1.0,38,10,Godiva signature chocolate truffle assortment,40.0,36.0
individual,1.0,39,10,Colorblock dress,15.0,38.0
individual,1.0,40,10,Cheese tray knife set,35.0,38.0
individual,1.0,41,10,Oster flip waffle maker,21.0,40.0
individual,1.0,42,10,Sony 8gb USB drive,12.0,40.0
individual,1.0,43,10,Panasonic cordless phone system,40.0,40.0
individual,1.0,44,10,Wireless mobile mouse,20.0,40.0
individual,1.0,45,10,Animal print glass vase,20.0,40.0
individual,1.0,46,10,Eddie Bauer sleeping bag,50.0,40.0
individual,1.0,47,10,Floral stone ring,14.0,42.0
individual,1.0,48,10,Floral bath towels,10.0,42.0
individual,1.0,49,10,Tarnished sheer scarf,20.0,44.0
individual,1.0,50,10,Candlestick lamp,40.0,45.0
individual,1.0,1,11,Wild strawberry preserve,12.0,7.0
individual,1.0,2,11,Crest deep clean dental floss,12.0,8.0
individual,1.0,3,11,Coated key lock,18.0,9.0
individual,1.0,4,11,Cock-a-doodle timer,12.0,10.0
individual,1.0,5,11,Texas Instruments scientific calculator,15.0,11.0
individual,1.0,6,11,Flexible digital thermometer,10.0,11.0
individual,1.0,7,11,Dayquil and Nyquil cough syrup,15.0,12.0
individual,1.0,8,11,Produce saver tupperware set,15.0,13.0
individual,1.0,9,11,Travel neck pillow,25.0,13.0
individual,1.0,10,11,Fresh water lily soap,6.0,14.0
individual,1.0,11,11,Bobbi Brown eyelash curler,8.0,15.0
individual,1.0,12,11,Brown floating wall frame,20.0,15.0
individual,1.0,13,11,Calvin Klein legwarmers,10.0,18.0
individual,1.0,14,11,Potted artificial phalaenopsis,10.0,18.0
individual,1.0,15,11,Metallic electric can opener,35.0,19.0
individual,1.0,16,11,Apple dock USB connector,15.0,19.0
individual,1.0,17,11,Peacock feather pen,7.0,20.0
individual,1.0,18,11,Getz/Gilberto bossa nova compilation CD,22.0,22.0
individual,1.0,19,11,2-slice toaster,15.0,23.0
individual,1.0,20,11,Dylan's candy bar gift box,8.0,24.0
individual,1.0,21,11,Juggling set,20.0,24.0
individual,1.0,22,11,Sony S2 stereo headphones,20.0,25.0
individual,1.0,23,11,G Saké,30.0,25.0
individual,1.0,24,11,Smith & Hawken rubber doormat,22.0,25.0
individual,1.0,25,11,Cow bell,30.0,25.0
individual,1.0,26,11,The North Face men's flip flops,22.0,28.0
individual,1.0,27,11,Frederic Fekkai 7oz hair glossing cream,42.0,28.0
individual,1.0,28,11,Tibetan finger cymbal,12.0,28.0
individual,1.0,29,11,Clinique powder brush,30.0,30.0
individual,1.0,30,11,Professional burst-resistant exercise ball,22.0,30.0
individual,1.0,31,11,Sony computer speakers,35.0,31.0
individual,1.0,32,11,Chicago Cubs vintage t-shirt,12.0,32.0
individual,1.0,33,11,Impulse helmet,10.0,34.0
individual,1.0,34,11,Halo 3 for Xbox 360,28.0,35.0
individual,1.0,35,11,Mrs. Fields cookie basket,20.0,35.0
individual,1.0,36,11,Crystal votive candle holder,45.0,35.0
individual,1.0,37,11,Scrabble board game,22.0,35.0
individual,1.0,38,11,Godiva signature chocolate truffle assortment,35.0,36.0
individual,1.0,39,11,Colorblock dress,28.0,38.0
individual,1.0,40,11,Cheese tray knife set,25.0,38.0
individual,1.0,41,11,Oster flip waffle maker,25.0,40.0
individual,1.0,42,11,Sony 8gb USB drive,22.0,40.0
individual,1.0,43,11,Panasonic cordless phone system,40.0,40.0
individual,1.0,44,11,Wireless mobile mouse,45.0,40.0
individual,1.0,45,11,Animal print glass vase,15.0,40.0
individual,1.0,46,11,Eddie Bauer sleeping bag,40.0,40.0
individual,1.0,47,11,Floral stone ring,10.0,42.0
individual,1.0,48,11,Floral bath towels,20.0,42.0
individual,1.0,49,11,Tarnished sheer scarf,35.0,44.0
individual,1.0,50,11,Candlestick lamp,45.0,45.0
primed_individual,1.0,1,1,Wild strawberry preserve,20.0,7.0
primed_individual,1.0,2,1,Crest deep clean dental floss,3.0,8.0
primed_individual,1.0,3,1,Coated key lock,10.0,9.0
primed_individual,1.0,4,1,Cock-a-doodle timer,5.0,10.0
primed_individual,1.0,5,1,Texas Instruments scientific calculator,20.0,11.0
primed_individual,1.0,6,1,Flexible digital thermometer,10.0,11.0
primed_individual,1.0,7,1,Dayquil and Nyquil cough syrup,16.0,12.0
primed_individual,1.0,8,1,Produce saver tupperware set,20.0,13.0
primed_individual,1.0,9,1,Travel neck pillow,10.0,13.0
primed_individual,1.0,10,1,Fresh water lily soap,5.0,14.0
primed_individual,1.0,11,1,Bobbi Brown eyelash curler,10.0,15.0
primed_individual,1.0,12,1,Brown floating wall frame,17.0,15.0
primed_individual,1.0,13,1,Calvin Klein legwarmers,30.0,18.0
primed_individual,1.0,14,1,Potted artificial phalaenopsis,5.0,18.0
primed_individual,1.0,15,1,Metallic electric can opener,20.0,19.0
primed_individual,1.0,16,1,Apple dock USB connector,15.0,19.0
primed_individual,1.0,17,1,Peacock feather pen,25.0,20.0
primed_individual,1.0,18,1,Getz/Gilberto bossa nova compilation CD,20.0,22.0
primed_individual,1.0,19,1,2-slice toaster,40.0,23.0
primed_individual,1.0,20,1,Dylan's candy bar gift box,10.0,24.0
primed_individual,1.0,21,1,Juggling set,10.0,24.0
primed_individual,1.0,22,1,Sony S2 stereo headphones,15.0,25.0
primed_individual,1.0,23,1,G Saké,15.0,25.0
primed_individual,1.0,24,1,Smith & Hawken rubber doormat,15.0,25.0
primed_individual,1.0,25,1,Cow bell,10.0,25.0
primed_individual,1.0,26,1,The North Face men's flip flops,37.0,28.0
primed_individual,1.0,27,1,Frederic Fekkai 7oz hair glossing cream,40.0,28.0
primed_individual,1.0,28,1,Tibetan finger cymbal,40.0,28.0
primed_individual,1.0,29,1,Clinique powder brush,17.0,30.0
primed_individual,1.0,30,1,Professional burst-resistant exercise ball,15.0,30.0
primed_individual,1.0,31,1,Sony computer speakers,50.0,31.0
primed_individual,1.0,32,1,Chicago Cubs vintage t-shirt,10.0,32.0
primed_individual,1.0,33,1,Impulse helmet,30.0,34.0
primed_individual,1.0,34,1,Halo 3 for Xbox 360,45.0,35.0
primed_individual,1.0,35,1,Mrs. Fields cookie basket,15.0,35.0
primed_individual,1.0,36,1,Crystal votive candle holder,10.0,35.0
primed_individual,1.0,37,1,Scrabble board game,15.0,35.0
primed_individual,1.0,38,1,Godiva signature chocolate truffle assortment,40.0,36.0
primed_individual,1.0,39,1,Colorblock dress,25.0,38.0
primed_individual,1.0,40,1,Cheese tray knife set,50.0,38.0
primed_individual,1.0,41,1,Oster flip waffle maker,30.0,40.0
primed_individual,1.0,42,1,Sony 8gb USB drive,25.0,40.0
primed_individual,1.0,43,1,Panasonic cordless phone system,25.0,40.0
primed_individual,1.0,44,1,Wireless mobile mouse,30.0,40.0
primed_individual,1.0,45,1,Animal print glass vase,20.0,40.0
primed_individual,1.0,46,1,Eddie Bauer sleeping bag,30.0,40.0
primed_individual,1.0,47,1,Floral stone ring,15.0,42.0
primed_individual,1.0,48,1,Floral bath towels,20.0,42.0
primed_individual,1.0,49,1,Tarnished sheer scarf,30.0,44.0
primed_individual,1.0,50,1,Candlestick lamp,22.0,45.0
primed_individual,1.0,1,2,Wild strawberry preserve,9.0,7.0
primed_individual,1.0,2,2,Crest deep clean dental floss,4.0,8.0
primed_individual,1.0,3,2,Coated key lock,25.0,9.0
primed_individual,1.0,4,2,Cock-a-doodle timer,8.0,10.0
primed_individual,1.0,5,2,Texas Instruments scientific calculator,40.0,11.0
primed_individual,1.0,6,2,Flexible digital thermometer,18.0,11.0
primed_individual,1.0,7,2,Dayquil and Nyquil cough syrup,14.0,12.0
primed_individual,1.0,8,2,Produce saver tupperware set,19.0,13.0
primed_individual,1.0,9,2,Travel neck pillow,20.0,13.0
primed_individual,1.0,10,2,Fresh water lily soap,12.0,14.0
primed_individual,1.0,11,2,Bobbi Brown eyelash curler,30.0,15.0
primed_individual,1.0,12,2,Brown floating wall frame,20.0,15.0
primed_individual,1.0,13,2,Calvin Klein legwarmers,22.0,18.0
primed_individual,1.0,14,2,Potted artificial phalaenopsis,15.0,18.0
primed_individual,1.0,15,2,Metallic electric can opener,11.0,19.0
primed_individual,1.0,16,2,Apple dock USB connector,15.0,19.0
primed_individual,1.0,17,2,Peacock feather pen,12.0,20.0
primed_individual,1.0,18,2,Getz/Gilberto bossa nova compilation CD,18.0,22.0
primed_individual,1.0,19,2,2-slice toaster,30.0,23.0
primed_individual,1.0,20,2,Dylan's candy bar gift box,28.0,24.0
primed_individual,1.0,21,2,Juggling set,20.0,24.0
primed_individual,1.0,22,2,Sony S2 stereo headphones,25.0,25.0
primed_individual,1.0,23,2,G Saké,35.0,25.0
primed_individual,1.0,24,2,Smith & Hawken rubber doormat,20.0,25.0
primed_individual,1.0,25,2,Cow bell,12.0,25.0
primed_individual,1.0,26,2,The North Face men's flip flops,45.0,28.0
primed_individual,1.0,27,2,Frederic Fekkai 7oz hair glossing cream,18.0,28.0
primed_individual,1.0,28,2,Tibetan finger cymbal,37.0,28.0
primed_individual,1.0,29,2,Clinique powder brush,25.0,30.0
primed_individual,1.0,30,2,Professional burst-resistant exercise ball,20.0,30.0
primed_individual,1.0,31,2,Sony computer speakers,50.0,31.0
primed_individual,1.0,32,2,Chicago Cubs vintage t-shirt,24.0,32.0
primed_individual,1.0,33,2,Impulse helmet,23.0,34.0
primed_individual,1.0,34,2,Halo 3 for Xbox 360,45.0,35.0
primed_individual,1.0,35,2,Mrs. Fields cookie basket,27.0,35.0
primed_individual,1.0,36,2,Crystal votive candle holder,7.0,35.0
primed_individual,1.0,37,2,Scrabble board game,20.0,35.0
primed_individual,1.0,38,2,Godiva signature chocolate truffle assortment,25.0,36.0
primed_individual,1.0,39,2,Colorblock dress,40.0,38.0
primed_individual,1.0,40,2,Cheese tray knife set,37.0,38.0
primed_individual,1.0,41,2,Oster flip waffle maker,45.0,40.0
primed_individual,1.0,42,2,Sony 8gb USB drive,10.0,40.0
primed_individual,1.0,43,2,Panasonic cordless phone system,30.0,40.0
primed_individual,1.0,44,2,Wireless mobile mouse,25.0,40.0
primed_individual,1.0,45,2,Animal print glass vase,14.0,40.0
primed_individual,1.0,46,2,Eddie Bauer sleeping bag,45.0,40.0
primed_individual,1.0,47,2,Floral stone ring,35.0,42.0
primed_individual,1.0,48,2,Floral bath towels,20.0,42.0
primed_individual,1.0,49,2,Tarnished sheer scarf,23.0,44.0
primed_individual,1.0,50,2,Candlestick lamp,45.0,45.0
primed_individual,1.0,1,3,Wild strawberry preserve,12.0,7.0
primed_individual,1.0,2,3,Crest deep clean dental floss,4.0,8.0
primed_individual,1.0,3,3,Coated key lock,9.0,9.0
primed_individual,1.0,4,3,Cock-a-doodle timer,6.0,10.0
primed_individual,1.0,5,3,Texas Instruments scientific calculator,14.0,11.0
primed_individual,1.0,6,3,Flexible digital thermometer,20.0,11.0
primed_individual,1.0,7,3,Dayquil and Nyquil cough syrup,10.0,12.0
primed_individual,1.0,8,3,Produce saver tupperware set,20.0,13.0
primed_individual,1.0,9,3,Travel neck pillow,12.0,13.0
primed_individual,1.0,10,3,Fresh water lily soap,10.0,14.0
primed_individual,1.0,11,3,Bobbi Brown eyelash curler,12.0,15.0
primed_individual,1.0,12,3,Brown floating wall frame,23.0,15.0
primed_individual,1.0,13,3,Calvin Klein legwarmers,10.0,18.0
primed_individual,1.0,14,3,Potted artificial phalaenopsis,8.0,18.0
primed_individual,1.0,15,3,Metallic electric can opener,35.0,19.0
primed_individual,1.0,16,3,Apple dock USB connector,8.0,19.0
primed_individual,1.0,17,3,Peacock feather pen,12.0,20.0
primed_individual,1.0,18,3,Getz/Gilberto bossa nova compilation CD,12.0,22.0
primed_individual,1.0,19,3,2-slice toaster,36.0,23.0
primed_individual,1.0,20,3,Dylan's candy bar gift box,7.0,24.0
primed_individual,1.0,21,3,Juggling set,13.0,24.0
primed_individual,1.0,22,3,Sony S2 stereo headphones,15.0,25.0
primed_individual,1.0,23,3,G Saké,20.0,25.0
primed_individual,1.0,24,3,Smith & Hawken rubber doormat,23.0,25.0
primed_individual,1.0,25,3,Cow bell,5.0,25.0
primed_individual,1.0,26,3,The North Face men's flip flops,12.0,28.0
primed_individual,1.0,27,3,Frederic Fekkai 7oz hair glossing cream,20.0,28.0
primed_individual,1.0,28,3,Tibetan finger cymbal,35.0,28.0
primed_individual,1.0,29,3,Clinique powder brush,10.0,30.0
primed_individual,1.0,30,3,Professional burst-resistant exercise ball,18.0,30.0
primed_individual,1.0,31,3,Sony computer speakers,40.0,31.0
primed_individual,1.0,32,3,Chicago Cubs vintage t-shirt,20.0,32.0
primed_individual,1.0,33,3,Impulse helmet,15.0,34.0
primed_individual,1.0,34,3,Halo 3 for Xbox 360,40.0,35.0
primed_individual,1.0,35,3,Mrs. Fields cookie basket,13.0,35.0
primed_individual,1.0,36,3,Crystal votive candle holder,7.0,35.0
primed_individual,1.0,37,3,Scrabble board game,40.0,35.0
primed_individual,1.0,38,3,Godiva signature chocolate truffle assortment,10.0,36.0
primed_individual,1.0,39,3,Colorblock dress,35.0,38.0
primed_individual,1.0,40,3,Cheese tray knife set,25.0,38.0
primed_individual,1.0,41,3,Oster flip waffle maker,42.0,40.0
primed_individual,1.0,42,3,Sony 8gb USB drive,12.0,40.0
primed_individual,1.0,43,3,Panasonic cordless phone system,25.0,40.0
primed_individual,1.0,44,3,Wireless mobile mouse,24.0,40.0
primed_individual,1.0,45,3,Animal print glass vase,40.0,40.0
primed_individual,1.0,46,3,Eddie Bauer sleeping bag,48.0,40.0
primed_individual,1.0,47,3,Floral stone ring,48.0,42.0
primed_individual,1.0,48,3,Floral bath towels,10.0,42.0
primed_individual,1.0,49,3,Tarnished sheer scarf,18.0,44.0
primed_individual,1.0,50,3,Candlestick lamp,48.0,45.0
primed_individual,1.0,1,4,Wild strawberry preserve,16.0,7.0
primed_individual,1.0,2,4,Crest deep clean dental floss,8.0,8.0
primed_individual,1.0,3,4,Coated key lock,18.0,9.0
primed_individual,1.0,4,4,Cock-a-doodle timer,12.0,10.0
primed_individual,1.0,5,4,Texas Instruments scientific calculator,28.0,11.0
primed_individual,1.0,6,4,Flexible digital thermometer,15.0,11.0
primed_individual,1.0,7,4,Dayquil and Nyquil cough syrup,12.0,12.0
primed_individual,1.0,8,4,Produce saver tupperware set,15.0,13.0
primed_individual,1.0,9,4,Travel neck pillow,15.0,13.0
primed_individual,1.0,10,4,Fresh water lily soap,14.0,14.0
primed_individual,1.0,11,4,Bobbi Brown eyelash curler,17.0,15.0
primed_individual,1.0,12,4,Brown floating wall frame,22.0,15.0
primed_individual,1.0,13,4,Calvin Klein legwarmers,20.0,18.0
primed_individual,1.0,14,4,Potted artificial phalaenopsis,20.0,18.0
primed_individual,1.0,15,4,Metallic electric can opener,37.0,19.0
primed_individual,1.0,16,4,Apple dock USB connector,25.0,19.0
primed_individual,1.0,17,4,Peacock feather pen,27.0,20.0
primed_individual,1.0,18,4,Getz/Gilberto bossa nova compilation CD,22.0,22.0
primed_individual,1.0,19,4,2-slice toaster,37.0,23.0
primed_individual,1.0,20,4,Dylan's candy bar gift box,10.0,24.0
primed_individual,1.0,21,4,Juggling set,12.0,24.0
primed_individual,1.0,22,4,Sony S2 stereo headphones,25.0,25.0
primed_individual,1.0,23,4,G Saké,37.0,25.0
primed_individual,1.0,24,4,Smith & Hawken rubber doormat,15.0,25.0
primed_individual,1.0,25,4,Cow bell,24.0,25.0
primed_individual,1.0,26,4,The North Face men's flip flops,38.0,28.0
primed_individual,1.0,27,4,Frederic Fekkai 7oz hair glossing cream,28.0,28.0
primed_individual,1.0,28,4,Tibetan finger cymbal,35.0,28.0
primed_individual,1.0,29,4,Clinique powder brush,10.0,30.0
primed_individual,1.0,30,4,Professional burst-resistant exercise ball,24.0,30.0
primed_individual,1.0,31,4,Sony computer speakers,38.0,31.0
primed_individual,1.0,32,4,Chicago Cubs vintage t-shirt,20.0,32.0
primed_individual,1.0,33,4,Impulse helmet,22.0,34.0
primed_individual,1.0,34,4,Halo 3 for Xbox 360,38.0,35.0
primed_individual,1.0,35,4,Mrs. Fields cookie basket,18.0,35.0
primed_individual,1.0,36,4,Crystal votive candle holder,12.0,35.0
primed_individual,1.0,37,4,Scrabble board game,20.0,35.0
primed_individual,1.0,38,4,Godiva signature chocolate truffle assortment,35.0,36.0
primed_individual,1.0,39,4,Colorblock dress,28.0,38.0
primed_individual,1.0,40,4,Cheese tray knife set,48.0,38.0
primed_individual,1.0,41,4,Oster flip waffle maker,38.0,40.0
primed_individual,1.0,42,4,Sony 8gb USB drive,18.0,40.0
primed_individual,1.0,43,4,Panasonic cordless phone system,35.0,40.0
primed_individual,1.0,44,4,Wireless mobile mouse,33.0,40.0
primed_individual,1.0,45,4,Animal print glass vase,28.0,40.0
primed_individual,1.0,46,4,Eddie Bauer sleeping bag,28.0,40.0
primed_individual,1.0,47,4,Floral stone ring,45.0,42.0
primed_individual,1.0,48,4,Floral bath towels,18.0,42.0
primed_individual,1.0,49,4,Tarnished sheer scarf,24.0,44.0
primed_individual,1.0,50,4,Candlestick lamp,38.0,45.0
primed_individual,1.0,1,5,Wild strawberry preserve,12.0,7.0
primed_individual,1.0,2,5,Crest deep clean dental floss,5.0,8.0
primed_individual,1.0,3,5,Coated key lock,20.0,9.0
primed_individual,1.0,4,5,Cock-a-doodle timer,11.0,10.0
primed_individual,1.0,5,5,Texas Instruments scientific calculator,13.0,11.0
primed_individual,1.0,6,5,Flexible digital thermometer,10.0,11.0
primed_individual,1.0,7,5,Dayquil and Nyquil cough syrup,15.0,12.0
primed_individual,1.0,8,5,Produce saver tupperware set,25.0,13.0
primed_individual,1.0,9,5,Travel neck pillow,12.0,13.0
primed_individual,1.0,10,5,Fresh water lily soap,8.0,14.0
primed_individual,1.0,11,5,Bobbi Brown eyelash curler,22.0,15.0
primed_individual,1.0,12,5,Brown floating wall frame,27.0,15.0
primed_individual,1.0,13,5,Calvin Klein legwarmers,14.0,18.0
primed_individual,1.0,14,5,Potted artificial phalaenopsis,18.0,18.0
primed_individual,1.0,15,5,Metallic electric can opener,20.0,19.0
primed_individual,1.0,16,5,Apple dock USB connector,30.0,19.0
primed_individual,1.0,17,5,Peacock feather pen,12.0,20.0
primed_individual,1.0,18,5,Getz/Gilberto bossa nova compilation CD,12.0,22.0
primed_individual,1.0,19,5,2-slice toaster,22.0,23.0
primed_individual,1.0,20,5,Dylan's candy bar gift box,14.0,24.0
primed_individual,1.0,21,5,Juggling set,8.0,24.0
primed_individual,1.0,22,5,Sony S2 stereo headphones,30.0,25.0
primed_individual,1.0,23,5,G Saké,20.0,25.0
primed_individual,1.0,24,5,Smith & Hawken rubber doormat,17.0,25.0
primed_individual,1.0,25,5,Cow bell,12.0,25.0
primed_individual,1.0,26,5,The North Face men's flip flops,20.0,28.0
primed_individual,1.0,27,5,Frederic Fekkai 7oz hair glossing cream,17.0,28.0
primed_individual,1.0,28,5,Tibetan finger cymbal,37.0,28.0
primed_individual,1.0,29,5,Clinique powder brush,20.0,30.0
primed_individual,1.0,30,5,Professional burst-resistant exercise ball,30.0,30.0
primed_individual,1.0,31,5,Sony computer speakers,38.0,31.0
primed_individual,1.0,32,5,Chicago Cubs vintage t-shirt,20.0,32.0
primed_individual,1.0,33,5,Impulse helmet,30.0,34.0
primed_individual,1.0,34,5,Halo 3 for Xbox 360,40.0,35.0
primed_individual,1.0,35,5,Mrs. Fields cookie basket,35.0,35.0
primed_individual,1.0,36,5,Crystal votive candle holder,8.0,35.0
primed_individual,1.0,37,5,Scrabble board game,22.0,35.0
primed_individual,1.0,38,5,Godiva signature chocolate truffle assortment,15.0,36.0
primed_individual,1.0,39,5,Colorblock dress,22.0,38.0
primed_individual,1.0,40,5,Cheese tray knife set,18.0,38.0
primed_individual,1.0,41,5,Oster flip waffle maker,30.0,40.0
primed_individual,1.0,42,5,Sony 8gb USB drive,15.0,40.0
