participant,quarter,session,problem,presentationOrder,burstPoint,nPumps,burst
138,W2024,1,13,,4,2,0
138,W2024,1,14,,3,3,1
138,W2024,1,15,,3,3,1
138,W2024,1,16,,2,2,1
138,W2024,1,17,,2,2,1
138,W2024,1,18,,1,1,1
138,W2024,1,19,,1,1,1
138,W2024,1,20,,1,1,1
158,W2024,1,1,,11,4,0
158,W2024,1,2,,9,5,0
158,W2024,1,3,,8,0,0
158,W2024,1,4,,8,2,0
158,W2024,1,5,,7,3,0
158,W2024,1,6,,6,3,0
158,W2024,1,7,,6,3,0
158,W2024,1,8,,5,3,0
158,W2024,1,9,,5,4,0
158,W2024,1,10,,5,5,1
158,W2024,1,11,,5,2,0
158,W2024,1,12,,4,4,1
158,W2024,1,13,,4,4,1
158,W2024,1,14,,3,3,1
158,W2024,1,15,,3,3,1
158,W2024,1,16,,2,2,1
158,W2024,1,17,,2,2,1
158,W2024,1,18,,1,1,1
158,W2024,1,19,,1,1,1
158,W2024,1,20,,1,1,1
26,W2024,1,1,,11,4,0
26,W2024,1,2,,9,3,0
26,W2024,1,3,,8,3,0
26,W2024,1,4,,8,3,0
26,W2024,1,5,,7,4,0
26,W2024,1,6,,6,3,0
26,W2024,1,7,,6,3,0
26,W2024,1,8,,5,3,0
26,W2024,1,9,,5,3,0
26,W2024,1,10,,5,3,0
26,W2024,1,11,,5,3,0
26,W2024,1,12,,4,3,0
26,W2024,1,13,,4,3,0
26,W2024,1,14,,3,2,0
26,W2024,1,15,,3,3,1
26,W2024,1,16,,2,2,1
26,W2024,1,17,,2,2,1
26,W2024,1,18,,1,1,1
26,W2024,1,19,,1,1,1
26,W2024,1,20,,1,1,1
473,W2024,1,1,,11,5,0
473,W2024,1,2,,9,3,0
473,W2024,1,3,,8,0,0
473,W2024,1,4,,8,4,0
473,W2024,1,5,,7,1,0
473,W2024,1,6,,6,0,0
473,W2024,1,7,,6,4,0
473,W2024,1,8,,5,1,0
473,W2024,1,9,,5,5,1
473,W2024,1,10,,5,3,0
473,W2024,1,11,,5,3,0
473,W2024,1,12,,4,2,0
473,W2024,1,13,,4,4,1
473,W2024,1,14,,3,3,1
473,W2024,1,15,,3,2,0
473,W2024,1,16,,2,2,1
473,W2024,1,17,,2,2,1
473,W2024,1,18,,1,1,1
473,W2024,1,19,,1,1,1
473,W2024,1,20,,1,1,1
572,W2024,1,1,,11,11,1
572,W2024,1,2,,9,9,1
572,W2024,1,3,,8,8,1
572,W2024,1,4,,8,8,1
572,W2024,1,5,,7,7,1
572,W2024,1,6,,6,6,1
572,W2024,1,7,,6,6,1
572,W2024,1,8,,5,5,1
572,W2024,1,9,,5,5,1
572,W2024,1,10,,5,5,1
572,W2024,1,11,,5,5,1
572,W2024,1,12,,4,4,1
572,W2024,1,13,,4,4,1
572,W2024,1,14,,3,3,1
572,W2024,1,15,,3,3,1
572,W2024,1,16,,2,2,1
572,W2024,1,17,,2,2,1
572,W2024,1,18,,1,1,1
572,W2024,1,19,,1,1,1
572,W2024,1,20,,1,1,1
458,W2024,1,1,,11,11,1
458,W2024,1,2,,9,9,1
458,W2024,1,3,,8,8,1
458,W2024,1,4,,8,8,1
458,W2024,1,5,,7,7,1
458,W2024,1,6,,6,6,1
458,W2024,1,7,,6,6,1
458,W2024,1,8,,5,5,1
458,W2024,1,9,,5,5,1
458,W2024,1,10,,5,5,1
458,W2024,1,11,,5,5,1
458,W2024,1,12,,4,4,1
458,W2024,1,13,,4,4,1
458,W2024,1,14,,3,3,1
458,W2024,1,15,,3,3,1
458,W2024,1,16,,2,2,1
458,W2024,1,17,,2,2,1
458,W2024,1,18,,1,1,1
458,W2024,1,19,,1,1,1
458,W2024,1,20,,1,1,1
186,W2024,1,1,,11,3,0
186,W2024,1,2,,9,2,0
186,W2024,1,3,,8,3,0
186,W2024,1,4,,8,3,0
186,W2024,1,5,,7,2,0
186,W2024,1,6,,6,4,0
186,W2024,1,7,,6,3,0
186,W2024,1,8,,5,3,0
186,W2024,1,9,,5,5,1
186,W2024,1,10,,5,4,0
186,W2024,1,11,,5,2,0
186,W2024,1,12,,4,3,0
186,W2024,1,13,,4,3,0
186,W2024,1,14,,3,2,0
186,W2024,1,15,,3,3,1
186,W2024,1,16,,2,2,1
186,W2024,1,17,,2,2,1
186,W2024,1,18,,1,1,1
186,W2024,1,19,,1,1,1
186,W2024,1,20,,1,1,1
146,W2024,1,1,,11,3,0
146,W2024,1,2,,9,3,0
146,W2024,1,3,,8,3,0
146,W2024,1,4,,8,3,0
146,W2024,1,5,,7,3,0
146,W2024,1,6,,6,3,0
146,W2024,1,7,,6,3,0
146,W2024,1,8,,5,3,0
146,W2024,1,9,,5,3,0
146,W2024,1,10,,5,3,0
146,W2024,1,11,,5,3,0
146,W2024,1,12,,4,3,0
146,W2024,1,13,,4,3,0
146,W2024,1,14,,3,3,1
146,W2024,1,15,,3,3,1
146,W2024,1,16,,2,2,1
146,W2024,1,17,,2,2,1
146,W2024,1,18,,1,1,1
146,W2024,1,19,,1,1,1
146,W2024,1,20,,1,1,1
192,W2024,1,1,,11,3,0
192,W2024,1,2,,9,2,0
192,W2024,1,3,,8,3,0
192,W2024,1,4,,8,3,0
192,W2024,1,5,,7,1,0
192,W2024,1,6,,6,3,0
192,W2024,1,7,,6,4,0
192,W2024,1,8,,5,2,0
192,W2024,1,9,,5,5,1
192,W2024,1,10,,5,3,0
192,W2024,1,11,,5,2,0
192,W2024,1,12,,4,4,1
192,W2024,1,13,,4,4,1
192,W2024,1,14,,3,3,1
192,W2024,1,15,,3,3,1
192,W2024,1,16,,2,2,1
192,W2024,1,17,,2,2,1
192,W2024,1,18,,1,1,1
192,W2024,1,19,,1,1,1
192,W2024,1,20,,1,1,1
325,W2024,1,1,,11,5,0
325,W2024,1,2,,9,3,0
325,W2024,1,3,,8,5,0
325,W2024,1,4,,8,4,0
325,W2024,1,5,,7,6,0
325,W2024,1,6,,6,5,0
325,W2024,1,7,,6,3,0
325,W2024,1,8,,5,5,1
325,W2024,1,9,,5,4,0
325,W2024,1,10,,5,3,0
325,W2024,1,11,,5,5,1
325,W2024,1,12,,4,4,1
325,W2024,1,13,,4,4,1
325,W2024,1,14,,3,3,1
325,W2024,1,15,,3,3,1
325,W2024,1,16,,2,2,1
325,W2024,1,17,,2,2,1
325,W2024,1,18,,1,1,1
325,W2024,1,19,,1,1,1
325,W2024,1,20,,1,1,1
260,W2024,1,1,,11,2,0
260,W2024,1,2,,9,3,0
260,W2024,1,3,,8,2,0
260,W2024,1,4,,8,2,0
260,W2024,1,5,,7,2,0
260,W2024,1,6,,6,1,0
260,W2024,1,7,,6,3,0
260,W2024,1,8,,5,3,0
260,W2024,1,9,,5,3,0
260,W2024,1,10,,5,2,0
260,W2024,1,11,,5,3,0
260,W2024,1,12,,4,1,0
260,W2024,1,13,,4,2,0
260,W2024,1,14,,3,3,1
260,W2024,1,15,,3,3,1
260,W2024,1,16,,2,2,1
260,W2024,1,17,,2,2,1
260,W2024,1,18,,1,1,1
260,W2024,1,19,,1,1,1
260,W2024,1,20,,1,1,1
341,W2024,2,1,,11,3,0
341,W2024,2,2,,9,0,0
341,W2024,2,3,,8,0,0
341,W2024,2,4,,8,0,0
341,W2024,2,5,,7,1,0
341,W2024,2,6,,6,0,0
341,W2024,2,7,,6,0,0
341,W2024,2,8,,5,4,0
341,W2024,2,9,,5,4,0
341,W2024,2,10,,5,5,1
341,W2024,2,11,,5,4,0
341,W2024,2,12,,4,0,0
341,W2024,2,13,,4,3,0
341,W2024,2,14,,3,0,0
341,W2024,2,15,,3,0,0
341,W2024,2,16,,2,2,1
341,W2024,2,17,,2,2,1
341,W2024,2,18,,1,1,1
341,W2024,2,19,,1,1,1
341,W2024,2,20,,1,1,1
526,W2024,1,1,,11,4,0
526,W2024,1,2,,9,5,0
526,W2024,1,3,,8,6,0
526,W2024,1,4,,8,7,0
526,W2024,1,5,,7,4,0
526,W2024,1,6,,6,5,0
526,W2024,1,7,,6,5,0
526,W2024,1,8,,5,4,0
526,W2024,1,9,,5,5,1
526,W2024,1,10,,5,5,1
526,W2024,1,11,,5,5,1
526,W2024,1,12,,4,4,1
526,W2024,1,13,,4,4,1
526,W2024,1,14,,3,3,1
526,W2024,1,15,,3,3,1
526,W2024,1,16,,2,2,1
526,W2024,1,17,,2,2,1
526,W2024,1,18,,1,1,1
526,W2024,1,19,,1,1,1
526,W2024,1,20,,1,1,1
124,W2024,1,1,,11,4,0
124,W2024,1,2,,9,3,0
124,W2024,1,3,,8,3,0
124,W2024,1,4,,8,1,0
124,W2024,1,5,,7,5,0
124,W2024,1,6,,6,4,0
124,W2024,1,7,,6,6,1
124,W2024,1,8,,5,2,0
124,W2024,1,9,,5,4,0
124,W2024,1,10,,5,4,0
124,W2024,1,11,,5,5,1
124,W2024,1,12,,4,2,0
124,W2024,1,13,,4,4,1
124,W2024,1,14,,3,3,1
124,W2024,1,15,,3,3,1
124,W2024,1,16,,2,2,1
124,W2024,1,17,,2,2,1
124,W2024,1,18,,1,1,1
124,W2024,1,19,,1,1,1
124,W2024,1,20,,1,1,1
552,W2024,1,1,,11,3,0
552,W2024,1,2,,9,3,0
552,W2024,1,3,,8,1,0
552,W2024,1,4,,8,3,0
552,W2024,1,5,,7,2,0
552,W2024,1,6,,6,6,1
552,W2024,1,7,,6,4,0
552,W2024,1,8,,5,4,0
552,W2024,1,9,,5,3,0
552,W2024,1,10,,5,4,0
552,W2024,1,11,,5,3,0
552,W2024,1,12,,4,2,0
552,W2024,1,13,,4,2,0
552,W2024,1,14,,3,2,0
552,W2024,1,15,,3,3,1
552,W2024,1,16,,2,2,1
552,W2024,1,17,,2,2,1
552,W2024,1,18,,1,1,1
552,W2024,1,19,,1,1,1
552,W2024,1,20,,1,1,1
210,W2024,1,1,,11,6,0
210,W2024,1,2,,9,4,0
210,W2024,1,3,,8,3,0
210,W2024,1,4,,8,3,0
210,W2024,1,5,,7,3,0
210,W2024,1,6,,6,4,0
210,W2024,1,7,,6,5,0
210,W2024,1,8,,5,5,1
210,W2024,1,9,,5,3,0
210,W2024,1,10,,5,0,0
210,W2024,1,11,,5,5,1
210,W2024,1,12,,4,3,0
210,W2024,1,13,,4,4,1
210,W2024,1,14,,3,3,1
210,W2024,1,15,,3,3,1
210,W2024,1,16,,2,2,1
210,W2024,1,17,,2,2,1
210,W2024,1,18,,1,1,1
210,W2024,1,19,,1,1,1
210,W2024,1,20,,1,1,1
458,W2024,2,1,,11,11,1
458,W2024,2,2,,9,5,0
458,W2024,2,3,,8,8,1
458,W2024,2,4,,8,5,0
458,W2024,2,5,,7,5,0
458,W2024,2,6,,6,6,1
458,W2024,2,7,,6,6,1
458,W2024,2,8,,5,5,1
458,W2024,2,9,,5,5,1
458,W2024,2,10,,5,4,0
458,W2024,2,11,,5,5,1
458,W2024,2,12,,4,4,1
458,W2024,2,13,,4,4,1
458,W2024,2,14,,3,3,1
458,W2024,2,15,,3,3,1
458,W2024,2,16,,2,2,1
458,W2024,2,17,,2,2,1
458,W2024,2,18,,1,1,1
458,W2024,2,19,,1,1,1
458,W2024,2,20,,1,1,1
302,W2024,1,1,,11,2,0
302,W2024,1,2,,9,2,0
302,W2024,1,3,,8,5,0
302,W2024,1,4,,8,3,0
302,W2024,1,5,,7,7,1
302,W2024,1,6,,6,4,0
302,W2024,1,7,,6,5,0
302,W2024,1,8,,5,5,1
302,W2024,1,9,,5,3,0
302,W2024,1,10,,5,3,0
302,W2024,1,11,,5,3,0
302,W2024,1,12,,4,4,1
302,W2024,1,13,,4,3,0
302,W2024,1,14,,3,3,1
302,W2024,1,15,,3,3,1
302,W2024,1,16,,2,2,1
302,W2024,1,17,,2,2,1
302,W2024,1,18,,1,1,1
302,W2024,1,19,,1,1,1
302,W2024,1,20,,1,1,1
240,W2024,1,1,,11,3,0
240,W2024,1,2,,9,0,0
240,W2024,1,3,,8,5,0
240,W2024,1,4,,8,3,0
240,W2024,1,5,,7,2,0
240,W2024,1,6,,6,4,0
240,W2024,1,7,,6,4,0
240,W2024,1,8,,5,3,0
240,W2024,1,9,,5,5,1
240,W2024,1,10,,5,5,1
240,W2024,1,11,,5,4,0
240,W2024,1,12,,4,3,0
240,W2024,1,13,,4,2,0
240,W2024,1,14,,3,2,0
240,W2024,1,15,,3,3,1
240,W2024,1,16,,2,2,1
240,W2024,1,17,,2,2,1
240,W2024,1,18,,1,1,1
240,W2024,1,19,,1,1,1
240,W2024,1,20,,1,1,1
492,W2024,1,1,,11,11,1
492,W2024,1,2,,9,4,0
492,W2024,1,3,,8,7,0
492,W2024,1,4,,8,4,0
492,W2024,1,5,,7,7,1
492,W2024,1,6,,6,6,1
492,W2024,1,7,,6,2,0
492,W2024,1,8,,5,1,0
492,W2024,1,9,,5,1,0
492,W2024,1,10,,5,2,0
492,W2024,1,11,,5,3,0
492,W2024,1,12,,4,4,1
492,W2024,1,13,,4,0,0
492,W2024,1,14,,3,2,0
492,W2024,1,15,,3,3,1
492,W2024,1,16,,2,2,1
492,W2024,1,17,,2,2,1
492,W2024,1,18,,1,1,1
492,W2024,1,19,,1,0,0
492,W2024,1,20,,1,1,1
376,W2024,1,1,,11,3,0
376,W2024,1,2,,9,4,0
376,W2024,1,3,,8,2,0
376,W2024,1,4,,8,3,0
376,W2024,1,5,,7,3,0
376,W2024,1,6,,6,2,0
376,W2024,1,7,,6,2,0
376,W2024,1,8,,5,5,1
376,W2024,1,9,,5,0,0
376,W2024,1,10,,5,3,0
376,W2024,1,11,,5,3,0
376,W2024,1,12,,4,1,0
376,W2024,1,13,,4,3,0
376,W2024,1,14,,3,2,0
376,W2024,1,15,,3,3,1
376,W2024,1,16,,2,2,1
376,W2024,1,17,,2,2,1
376,W2024,1,18,,1,1,1
376,W2024,1,19,,1,1,1
376,W2024,1,20,,1,1,1
317,W2024,1,1,,11,3,0
317,W2024,1,2,,9,3,0
317,W2024,1,3,,8,3,0
317,W2024,1,4,,8,3,0
317,W2024,1,5,,7,3,0
317,W2024,1,6,,6,6,1
317,W2024,1,7,,6,3,0
317,W2024,1,8,,5,3,0
317,W2024,1,9,,5,3,0
317,W2024,1,10,,5,3,0
317,W2024,1,11,,5,3,0
317,W2024,1,12,,4,3,0
317,W2024,1,13,,4,3,0
317,W2024,1,14,,3,3,1
317,W2024,1,15,,3,3,1
317,W2024,1,16,,2,2,1
317,W2024,1,17,,2,2,1
317,W2024,1,18,,1,1,1
317,W2024,1,19,,1,1,1
317,W2024,1,20,,1,1,1
485,W2024,1,1,,11,3,0
485,W2024,1,2,,9,3,0
485,W2024,1,3,,8,3,0
485,W2024,1,4,,8,4,0
485,W2024,1,5,,7,7,1
485,W2024,1,6,,6,6,1
485,W2024,1,7,,6,5,0
485,W2024,1,8,,5,5,1
485,W2024,1,9,,5,4,0
485,W2024,1,10,,5,4,0
485,W2024,1,11,,5,3,0
485,W2024,1,12,,4,4,1
485,W2024,1,13,,4,4,1
485,W2024,1,14,,3,3,1
485,W2024,1,15,,3,3,1
485,W2024,1,16,,2,2,1
485,W2024,1,17,,2,2,1
485,W2024,1,18,,1,1,1
485,W2024,1,19,,1,1,1
485,W2024,1,20,,1,1,1
379,W2024,1,1,,11,2,0
379,W2024,1,2,,9,4,0
379,W2024,1,3,,8,0,0
379,W2024,1,4,,8,3,0
379,W2024,1,5,,7,4,0
379,W2024,1,6,,6,3,0
379,W2024,1,7,,6,2,0
379,W2024,1,8,,5,1,0
379,W2024,1,9,,5,5,1
379,W2024,1,10,,5,3,0
379,W2024,1,11,,5,2,0
379,W2024,1,12,,4,3,0
379,W2024,1,13,,4,4,1
379,W2024,1,14,,3,2,0
379,W2024,1,15,,3,3,1
379,W2024,1,16,,2,2,1
379,W2024,1,17,,2,2,1
379,W2024,1,18,,1,1,1
379,W2024,1,19,,1,1,1
379,W2024,1,20,,1,1,1
67,W2024,1,1,,11,3,0
67,W2024,1,2,,9,0,0
67,W2024,1,3,,8,0,0
67,W2024,1,4,,8,4,0
67,W2024,1,5,,7,3,0
67,W2024,1,6,,6,3,0
67,W2024,1,7,,6,2,0
67,W2024,1,8,,5,0,0
67,W2024,1,9,,5,3,0
67,W2024,1,10,,5,3,0
67,W2024,1,11,,5,0,0
67,W2024,1,12,,4,2,0
67,W2024,1,13,,4,1,0
67,W2024,1,14,,3,0,0
67,W2024,1,15,,3,3,1
67,W2024,1,16,,2,2,1
67,W2024,1,17,,2,2,1
67,W2024,1,18,,1,1,1
67,W2024,1,19,,1,1,1
67,W2024,1,20,,1,0,0
292,W2024,1,1,,11,3,0
292,W2024,1,2,,9,3,0
292,W2024,1,3,,8,3,0
292,W2024,1,4,,8,3,0
292,W2024,1,5,,7,3,0
292,W2024,1,6,,6,3,0
292,W2024,1,7,,6,4,0
292,W2024,1,8,,5,3,0
292,W2024,1,9,,5,3,0
292,W2024,1,10,,5,3,0
292,W2024,1,11,,5,3,0
292,W2024,1,12,,4,3,0
292,W2024,1,13,,4,4,1
292,W2024,1,14,,3,3,1
292,W2024,1,15,,3,3,1
292,W2024,1,16,,2,2,1
292,W2024,1,17,,2,2,1
292,W2024,1,18,,1,1,1
292,W2024,1,19,,1,1,1
292,W2024,1,20,,1,1,1
171,W2024,1,1,,11,3,0
171,W2024,1,2,,9,2,0
171,W2024,1,3,,8,4,0
171,W2024,1,4,,8,4,0
171,W2024,1,5,,7,4,0
171,W2024,1,6,,6,2,0
171,W2024,1,7,,6,6,1
171,W2024,1,8,,5,5,1
171,W2024,1,9,,5,5,1
171,W2024,1,10,,5,3,0
171,W2024,1,11,,5,5,1
171,W2024,1,12,,4,4,1
171,W2024,1,13,,4,2,0
171,W2024,1,14,,3,2,0
171,W2024,1,15,,3,3,1
171,W2024,1,16,,2,2,1
171,W2024,1,17,,2,2,1
171,W2024,1,18,,1,1,1
171,W2024,1,19,,1,1,1
171,W2024,1,20,,1,1,1
150,W2024,1,1,,11,3,0
150,W2024,1,2,,9,3,0
150,W2024,1,3,,8,3,0
150,W2024,1,4,,8,2,0
150,W2024,1,5,,7,3,0
150,W2024,1,6,,6,1,0
150,W2024,1,7,,6,5,0
150,W2024,1,8,,5,3,0
150,W2024,1,9,,5,4,0
150,W2024,1,10,,5,1,0
150,W2024,1,11,,5,1,0
150,W2024,1,12,,4,1,0
150,W2024,1,13,,4,4,1
150,W2024,1,14,,3,3,1
150,W2024,1,15,,3,3,1
150,W2024,1,16,,2,2,1
150,W2024,1,17,,2,2,1
150,W2024,1,18,,1,1,1
150,W2024,1,19,,1,1,1
150,W2024,1,20,,1,1,1
204,W2024,1,1,,11,1,0
204,W2024,1,2,,9,3,0
204,W2024,1,3,,8,3,0
204,W2024,1,4,,8,4,0
204,W2024,1,5,,7,4,0
204,W2024,1,6,,6,0,0
204,W2024,1,7,,6,0,0
204,W2024,1,8,,5,3,0
204,W2024,1,9,,5,3,0
204,W2024,1,10,,5,2,0
204,W2024,1,11,,5,1,0
204,W2024,1,12,,4,3,0
204,W2024,1,13,,4,0,0
204,W2024,1,14,,3,3,1
204,W2024,1,15,,3,3,1
204,W2024,1,16,,2,2,1
204,W2024,1,17,,2,2,1
204,W2024,1,18,,1,1,1
204,W2024,1,19,,1,1,1
204,W2024,1,20,,1,1,1
500,W2024,1,1,,11,1,0
500,W2024,1,2,,9,3,0
500,W2024,1,3,,8,2,0
500,W2024,1,4,,8,2,0
500,W2024,1,5,,7,1,0
500,W2024,1,6,,6,1,0
500,W2024,1,7,,6,1,0
500,W2024,1,8,,5,1,0
500,W2024,1,9,,5,3,0
500,W2024,1,10,,5,1,0
500,W2024,1,11,,5,2,0
500,W2024,1,12,,4,4,1
500,W2024,1,13,,4,1,0
500,W2024,1,14,,3,2,0
500,W2024,1,15,,3,1,0
500,W2024,1,16,,2,2,1
500,W2024,1,17,,2,2,1
500,W2024,1,18,,1,1,1
500,W2024,1,19,,1,1,1
500,W2024,1,20,,1,1,1
499,W2024,1,1,,11,2,0
499,W2024,1,2,,9,2,0
499,W2024,1,3,,8,3,0
499,W2024,1,4,,8,2,0
499,W2024,1,5,,7,2,0
499,W2024,1,6,,6,3,0
499,W2024,1,7,,6,2,0
499,W2024,1,8,,5,2,0
499,W2024,1,9,,5,2,0
499,W2024,1,10,,5,3,0
499,W2024,1,11,,5,3,0
499,W2024,1,12,,4,2,0
499,W2024,1,13,,4,2,0
499,W2024,1,14,,3,3,1
499,W2024,1,15,,3,3,1
499,W2024,1,16,,2,2,1
499,W2024,1,17,,2,2,1
499,W2024,1,18,,1,1,1
499,W2024,1,19,,1,1,1
499,W2024,1,20,,1,1,1
300,W2024,1,1,,11,3,0
300,W2024,1,2,,9,3,0
300,W2024,1,3,,8,3,0
300,W2024,1,4,,8,1,0
300,W2024,1,5,,7,3,0
300,W2024,1,6,,6,4,0
300,W2024,1,7,,6,2,0
300,W2024,1,8,,5,4,0
300,W2024,1,9,,5,5,1
300,W2024,1,10,,5,3,0
300,W2024,1,11,,5,2,0
300,W2024,1,12,,4,4,1
300,W2024,1,13,,4,4,1
300,W2024,1,14,,3,3,1
300,W2024,1,15,,3,3,1
300,W2024,1,16,,2,2,1
300,W2024,1,17,,2,2,1
300,W2024,1,18,,1,1,1
300,W2024,1,19,,1,1,1
300,W2024,1,20,,1,1,1
522,W2024,1,1,,11,9,0
522,W2024,1,2,,9,1,0
522,W2024,1,3,,8,5,0
522,W2024,1,4,,8,3,0
522,W2024,1,5,,7,3,0
522,W2024,1,6,,6,4,0
522,W2024,1,7,,6,5,0
522,W2024,1,8,,5,2,0
522,W2024,1,9,,5,1,0
522,W2024,1,10,,5,2,0
522,W2024,1,11,,5,4,0
522,W2024,1,12,,4,3,0
522,W2024,1,13,,4,4,1
522,W2024,1,14,,3,3,1
522,W2024,1,15,,3,3,1
522,W2024,1,16,,2,2,1
522,W2024,1,17,,2,2,1
522,W2024,1,18,,1,1,1
522,W2024,1,19,,1,1,1
522,W2024,1,20,,1,1,1
127,W2024,1,1,,11,5,0
127,W2024,1,2,,9,3,0
127,W2024,1,3,,8,4,0
127,W2024,1,4,,8,6,0
127,W2024,1,5,,7,7,1
127,W2024,1,6,,6,6,1
127,W2024,1,7,,6,4,0
127,W2024,1,8,,5,5,1
127,W2024,1,9,,5,3,0
127,W2024,1,10,,5,5,1
127,W2024,1,11,,5,3,0
127,W2024,1,12,,4,4,1
127,W2024,1,13,,4,4,1
127,W2024,1,14,,3,3,1
127,W2024,1,15,,3,3,1
127,W2024,1,16,,2,2,1
127,W2024,1,17,,2,2,1
127,W2024,1,18,,1,1,1
127,W2024,1,19,,1,1,1
127,W2024,1,20,,1,1,1
187,W2024,1,1,,11,4,0
187,W2024,1,2,,9,4,0
187,W2024,1,3,,8,4,0
187,W2024,1,4,,8,4,0
187,W2024,1,5,,7,4,0
187,W2024,1,6,,6,4,0
187,W2024,1,7,,6,4,0
187,W2024,1,8,,5,5,1
187,W2024,1,9,,5,5,1
187,W2024,1,10,,5,4,0
187,W2024,1,11,,5,4,0
187,W2024,1,12,,4,3,0
187,W2024,1,13,,4,4,1
187,W2024,1,14,,3,3,1
187,W2024,1,15,,3,3,1
187,W2024,1,16,,2,2,1
187,W2024,1,17,,2,2,1
187,W2024,1,18,,1,1,1
187,W2024,1,19,,1,1,1
187,W2024,1,20,,1,1,1
55,W2024,1,1,,11,3,0
55,W2024,1,2,,9,3,0
55,W2024,1,3,,8,4,0
55,W2024,1,4,,8,2,0
55,W2024,1,5,,7,3,0
55,W2024,1,6,,6,3,0
55,W2024,1,7,,6,3,0
55,W2024,1,8,,5,4,0
55,W2024,1,9,,5,3,0
55,W2024,1,10,,5,3,0
55,W2024,1,11,,5,3,0
55,W2024,1,12,,4,4,1
55,W2024,1,13,,4,3,0
55,W2024,1,14,,3,3,1
55,W2024,1,15,,3,3,1
55,W2024,1,16,,2,2,1
55,W2024,1,17,,2,2,1
55,W2024,1,18,,1,1,1
55,W2024,1,19,,1,1,1
55,W2024,1,20,,1,1,1
541,W2024,1,1,,11,7,0
541,W2024,1,2,,9,5,0
541,W2024,1,3,,8,8,1
541,W2024,1,4,,8,3,0
541,W2024,1,5,,7,7,1
541,W2024,1,6,,6,2,0
541,W2024,1,7,,6,3,0
541,W2024,1,8,,5,4,0
541,W2024,1,9,,5,3,0
541,W2024,1,10,,5,5,1
541,W2024,1,11,,5,2,0
541,W2024,1,12,,4,3,0
541,W2024,1,13,,4,4,1
541,W2024,1,14,,3,3,1
541,W2024,1,15,,3,3,1
541,W2024,1,16,,2,2,1
541,W2024,1,17,,2,2,1
541,W2024,1,18,,1,1,1
541,W2024,1,19,,1,1,1
541,W2024,1,20,,1,1,1
538,W2024,1,1,,11,11,1
538,W2024,1,2,,9,5,0
538,W2024,1,3,,8,2,0
538,W2024,1,4,,8,5,0
538,W2024,1,5,,7,7,1
538,W2024,1,6,,6,5,0
538,W2024,1,7,,6,3,0
538,W2024,1,8,,5,5,1
538,W2024,1,9,,5,5,1
538,W2024,1,10,,5,5,1
538,W2024,1,11,,5,5,1
538,W2024,1,12,,4,4,1
538,W2024,1,13,,4,4,1
538,W2024,1,14,,3,3,1
538,W2024,1,15,,3,3,1
538,W2024,1,16,,2,2,1
538,W2024,1,17,,2,2,1
538,W2024,1,18,,1,1,1
538,W2024,1,19,,1,1,1
538,W2024,1,20,,1,1,1
455,W2024,1,1,,11,3,0
455,W2024,1,2,,9,4,0
455,W2024,1,3,,8,2,0
455,W2024,1,4,,8,4,0
455,W2024,1,5,,7,3,0
455,W2024,1,6,,6,3,0
455,W2024,1,7,,6,2,0
455,W2024,1,8,,5,5,1
455,W2024,1,9,,5,2,0
455,W2024,1,10,,5,2,0
455,W2024,1,11,,5,4,0
455,W2024,1,12,,4,4,1
455,W2024,1,13,,4,4,1
455,W2024,1,14,,3,3,1
455,W2024,1,15,,3,3,1
455,W2024,1,16,,2,0,0
455,W2024,1,17,,2,2,1
455,W2024,1,18,,1,1,1
455,W2024,1,19,,1,1,1
455,W2024,1,20,,1,1,1
313,W2024,1,1,,11,5,0
313,W2024,1,2,,9,3,0
313,W2024,1,3,,8,2,0
313,W2024,1,4,,8,6,0
313,W2024,1,5,,7,3,0
313,W2024,1,6,,6,4,0
313,W2024,1,7,,6,2,0
313,W2024,1,8,,5,5,1
313,W2024,1,9,,5,1,0
313,W2024,1,10,,5,1,0
313,W2024,1,11,,5,2,0
313,W2024,1,12,,4,2,0
313,W2024,1,13,,4,3,0
313,W2024,1,14,,3,3,1
313,W2024,1,15,,3,2,0
313,W2024,1,16,,2,2,1
313,W2024,1,17,,2,2,1
313,W2024,1,18,,1,1,1
313,W2024,1,19,,1,1,1
313,W2024,1,20,,1,1,1
482,W2024,1,1,,11,2,0
482,W2024,1,2,,9,1,0
482,W2024,1,3,,8,4,0
482,W2024,1,4,,8,3,0
482,W2024,1,5,,7,3,0
482,W2024,1,6,,6,3,0
482,W2024,1,7,,6,3,0
482,W2024,1,8,,5,2,0
482,W2024,1,9,,5,1,0
482,W2024,1,10,,5,1,0
482,W2024,1,11,,5,4,0
482,W2024,1,12,,4,3,0
482,W2024,1,13,,4,3,0
482,W2024,1,14,,3,2,0
482,W2024,1,15,,3,2,0
482,W2024,1,16,,2,2,1
482,W2024,1,17,,2,2,1
482,W2024,1,18,,1,1,1
482,W2024,1,19,,1,1,1
482,W2024,1,20,,1,1,1
75,W2024,1,1,,11,5,0
75,W2024,1,2,,9,9,1
75,W2024,1,3,,8,5,0
75,W2024,1,4,,8,7,0
75,W2024,1,5,,7,7,1
75,W2024,1,6,,6,6,1
75,W2024,1,7,,6,6,1
75,W2024,1,8,,5,3,0
75,W2024,1,9,,5,5,1
75,W2024,1,10,,5,5,1
75,W2024,1,11,,5,5,1
75,W2024,1,12,,4,4,1
75,W2024,1,13,,4,4,1
