participant,condition,conditionIndex,problem,sequenceLength,choicePosition,problemOrder,value1,value2,value3,value4
26,length8_plentiful,3,29,8,5,19,54.0,78.0,52.0,65.0
26,length8_plentiful,3,30,8,8,11,41.0,69.0,63.0,55.0
26,length8_plentiful,3,31,8,2,28,59.0,85.0,46.0,78.0
26,length8_plentiful,3,32,8,1,6,93.0,85.0,92.0,62.0
26,length8_plentiful,3,33,8,3,24,65.0,69.0,88.0,42.0
26,length8_plentiful,3,34,8,5,27,68.0,48.0,71.0,45.0
26,length8_plentiful,3,35,8,4,31,64.0,57.0,75.0,76.0
26,length8_plentiful,3,36,8,8,25,72.0,52.0,49.0,61.0
26,length8_plentiful,3,37,8,1,36,86.0,64.0,24.0,52.0
26,length8_plentiful,3,38,8,5,4,41.0,59.0,25.0,75.0
26,length8_plentiful,3,39,8,2,37,52.0,76.0,67.0,55.0
26,length8_plentiful,3,40,8,2,16,63.0,86.0,82.0,55.0
27,length4_neutral,0,1,4,4,21,49.0,39.0,25.0,81.0
27,length4_neutral,0,2,4,1,17,98.0,93.0,67.0,39.0
27,length4_neutral,0,3,4,3,33,52.0,1.0,85.0,50.0
27,length4_neutral,0,4,4,4,18,63.0,21.0,43.0,28.0
27,length4_neutral,0,5,4,2,22,3.0,93.0,67.0,77.0
27,length4_neutral,0,6,4,2,10,5.0,60.0,53.0,36.0
27,length4_neutral,0,7,4,2,4,12.0,91.0,36.0,95.0
27,length4_neutral,0,8,4,3,3,23.0,40.0,86.0,5.0
27,length4_neutral,0,9,4,1,2,56.0,72.0,22.0,25.0
27,length4_neutral,0,10,4,1,30,81.0,96.0,83.0,71.0
27,length4_neutral,0,11,4,2,37,11.0,98.0,61.0,64.0
27,length4_neutral,0,12,4,2,9,17.0,62.0,80.0,7.0
27,length4_neutral,0,13,4,3,27,42.0,36.0,91.0,16.0
27,length4_neutral,0,14,4,2,39,42.0,80.0,70.0,63.0
27,length4_neutral,0,15,4,2,13,3.0,28.0,25.0,84.0
27,length4_neutral,0,16,4,3,34,35.0,9.0,91.0,24.0
27,length4_neutral,0,17,4,4,40,22.0,26.0,24.0,21.0
27,length4_neutral,0,18,4,1,26,87.0,12.0,50.0,55.0
27,length4_neutral,0,19,4,4,38,36.0,7.0,15.0,44.0
27,length4_neutral,0,20,4,4,24,67.0,63.0,7.0,30.0
27,length4_neutral,0,21,4,2,15,62.0,81.0,72.0,61.0
27,length4_neutral,0,22,4,1,31,64.0,62.0,19.0,48.0
27,length4_neutral,0,23,4,2,7,79.0,69.0,97.0,43.0
27,length4_neutral,0,24,4,4,25,46.0,42.0,6.0,26.0
27,length4_neutral,0,25,4,3,14,62.0,9.0,70.0,94.0
27,length4_neutral,0,26,4,4,11,90.0,54.0,87.0,84.0
27,length4_neutral,0,27,4,1,28,74.0,75.0,43.0,78.0
27,length4_neutral,0,28,4,4,19,85.0,76.0,22.0,16.0
27,length4_neutral,0,29,4,4,5,56.0,34.0,22.0,64.0
27,length4_neutral,0,30,4,1,36,91.0,33.0,54.0,42.0
27,length4_neutral,0,31,4,1,29,50.0,69.0,72.0,20.0
27,length4_neutral,0,32,4,4,20,60.0,57.0,22.0,46.0
27,length4_neutral,0,33,4,2,12,10.0,37.0,84.0,36.0
27,length4_neutral,0,34,4,2,8,22.0,80.0,19.0,2.0
27,length4_neutral,0,35,4,2,35,35.0,86.0,84.0,77.0
27,length4_neutral,0,36,4,2,32,81.0,93.0,69.0,11.0
27,length4_neutral,0,37,4,4,1,67.0,27.0,37.0,45.0
27,length4_neutral,0,38,4,3,6,39.0,59.0,67.0,42.0
27,length4_neutral,0,39,4,4,23,7.0,35.0,27.0,3.0
27,length4_neutral,0,40,4,4,16,42.0,9.0,95.0,26.0
27,length4_plentiful,1,1,4,4,21,76.0,63.0,60.0,79.0
27,length4_plentiful,1,2,4,1,17,88.0,62.0,84.0,73.0
27,length4_plentiful,1,3,4,2,33,69.0,76.0,65.0,90.0
27,length4_plentiful,1,4,4,4,18,39.0,61.0,64.0,54.0
27,length4_plentiful,1,5,4,4,22,72.0,57.0,18.0,71.0
27,length4_plentiful,1,6,4,4,10,63.0,29.0,60.0,75.0
27,length4_plentiful,1,7,4,3,4,60.0,71.0,84.0,81.0
27,length4_plentiful,1,8,4,4,3,95.0,52.0,59.0,36.0
27,length4_plentiful,1,9,4,4,2,17.0,65.0,44.0,96.0
27,length4_plentiful,1,10,4,4,30,72.0,38.0,62.0,86.0
27,length4_plentiful,1,11,4,3,37,70.0,76.0,91.0,82.0
27,length4_plentiful,1,12,4,2,9,68.0,90.0,59.0,60.0
27,length4_plentiful,1,13,4,4,27,68.0,38.0,33.0,47.0
27,length4_plentiful,1,14,4,1,39,83.0,79.0,84.0,66.0
27,length4_plentiful,1,15,4,4,13,60.0,59.0,35.0,67.0
27,length4_plentiful,1,16,4,3,34,54.0,68.0,72.0,89.0
27,length4_plentiful,1,17,4,4,40,93.0,55.0,62.0,57.0
27,length4_plentiful,1,18,4,1,26,85.0,87.0,71.0,48.0
27,length4_plentiful,1,19,4,1,38,90.0,79.0,72.0,89.0
27,length4_plentiful,1,20,4,3,24,73.0,74.0,87.0,55.0
27,length4_plentiful,1,21,4,2,15,59.0,66.0,72.0,76.0
27,length4_plentiful,1,22,4,1,31,97.0,80.0,69.0,43.0
27,length4_plentiful,1,23,4,4,7,68.0,42.0,33.0,92.0
27,length4_plentiful,1,24,4,3,25,54.0,44.0,88.0,87.0
27,length4_plentiful,1,25,4,2,14,39.0,64.0,68.0,57.0
27,length4_plentiful,1,26,4,2,11,74.0,79.0,68.0,66.0
27,length4_plentiful,1,27,4,3,28,83.0,64.0,85.0,97.0
27,length4_plentiful,1,28,4,4,19,76.0,39.0,35.0,72.0
27,length4_plentiful,1,29,4,2,5,62.0,88.0,77.0,71.0
27,length4_plentiful,1,30,4,2,36,57.0,77.0,72.0,85.0
27,length4_plentiful,1,31,4,2,29,65.0,87.0,48.0,77.0
27,length4_plentiful,1,32,4,3,20,51.0,52.0,66.0,84.0
27,length4_plentiful,1,33,4,1,12,89.0,87.0,85.0,49.0
27,length4_plentiful,1,34,4,1,8,79.0,57.0,61.0,74.0
27,length4_plentiful,1,35,4,4,35,73.0,70.0,50.0,88.0
27,length4_plentiful,1,36,4,3,32,76.0,74.0,95.0,89.0
27,length4_plentiful,1,37,4,1,1,91.0,60.0,80.0,79.0
27,length4_plentiful,1,38,4,1,6,82.0,43.0,78.0,58.0
27,length4_plentiful,1,39,4,3,23,75.0,81.0,90.0,92.0
27,length4_plentiful,1,40,4,4,16,71.0,61.0,74.0,84.0
27,length8_neutral,2,1,8,5,21,56.0,15.0,66.0,36.0
27,length8_neutral,2,2,8,2,17,22.0,60.0,87.0,84.0
27,length8_neutral,2,3,8,2,33,63.0,74.0,38.0,46.0
27,length8_neutral,2,4,8,3,18,21.0,42.0,84.0,66.0
27,length8_neutral,2,5,8,8,22,93.0,3.0,8.0,59.0
27,length8_neutral,2,6,8,2,10,39.0,56.0,6.0,13.0
27,length8_neutral,2,7,8,2,4,37.0,60.0,82.0,84.0
27,length8_neutral,2,8,8,8,3,77.0,19.0,97.0,65.0
27,length8_neutral,2,9,8,8,2,14.0,26.0,59.0,37.0
27,length8_neutral,2,10,8,3,30,26.0,21.0,50.0,97.0
27,length8_neutral,2,11,8,5,37,58.0,2.0,87.0,9.0
27,length8_neutral,2,12,8,2,9,31.0,81.0,84.0,16.0
27,length8_neutral,2,13,8,7,27,28.0,24.0,62.0,55.0
27,length8_neutral,2,14,8,4,39,81.0,36.0,74.0,79.0
27,length8_neutral,2,15,8,6,13,85.0,12.0,40.0,50.0
27,length8_neutral,2,16,8,1,34,88.0,45.0,7.0,44.0
27,length8_neutral,2,17,8,2,40,42.0,98.0,63.0,28.0
27,length8_neutral,2,18,8,2,26,41.0,44.0,81.0,91.0
27,length8_neutral,2,19,8,2,38,49.0,63.0,15.0,81.0
27,length8_neutral,2,20,8,8,24,77.0,51.0,10.0,37.0
27,length8_neutral,2,21,8,1,15,87.0,95.0,62.0,79.0
27,length8_neutral,2,22,8,4,31,67.0,8.0,34.0,66.0
27,length8_neutral,2,23,8,3,7,8.0,30.0,59.0,32.0
27,length8_neutral,2,24,8,3,25,8.0,50.0,88.0,47.0
27,length8_neutral,2,25,8,4,14,10.0,8.0,27.0,33.0
27,length8_neutral,2,26,8,2,11,61.0,98.0,9.0,73.0
27,length8_neutral,2,27,8,2,28,62.0,72.0,16.0,4.0
27,length8_neutral,2,28,8,1,19,63.0,79.0,32.0,8.0
27,length8_neutral,2,29,8,1,5,92.0,8.0,20.0,75.0
27,length8_neutral,2,30,8,1,36,94.0,62.0,84.0,37.0
27,length8_neutral,2,31,8,1,29,94.0,87.0,24.0,12.0
27,length8_neutral,2,32,8,2,20,45.0,80.0,19.0,64.0
27,length8_neutral,2,33,8,3,12,77.0,66.0,91.0,36.0
27,length8_neutral,2,34,8,5,8,28.0,62.0,65.0,57.0
27,length8_neutral,2,35,8,3,35,7.0,39.0,73.0,35.0
27,length8_neutral,2,36,8,5,32,5.0,75.0,64.0,20.0
27,length8_neutral,2,37,8,6,1,2.0,49.0,12.0,5.0
27,length8_neutral,2,38,8,8,6,95.0,10.0,64.0,84.0
27,length8_neutral,2,39,8,1,23,93.0,5.0,57.0,61.0
27,length8_neutral,2,40,8,4,16,83.0,52.0,96.0,53.0
27,length8_plentiful,3,1,8,5,21,50.0,44.0,45.0,43.0
27,length8_plentiful,3,2,8,3,17,51.0,62.0,93.0,33.0
27,length8_plentiful,3,3,8,4,33,27.0,36.0,79.0,81.0
27,length8_plentiful,3,4,8,4,18,79.0,40.0,37.0,95.0
27,length8_plentiful,3,5,8,4,22,80.0,66.0,70.0,84.0
27,length8_plentiful,3,6,8,2,10,57.0,72.0,63.0,58.0
27,length8_plentiful,3,7,8,5,4,80.0,73.0,61.0,77.0
27,length8_plentiful,3,8,8,1,3,88.0,75.0,80.0,82.0
27,length8_plentiful,3,9,8,2,2,31.0,89.0,67.0,86.0
27,length8_plentiful,3,10,8,4,30,84.0,32.0,59.0,89.0
27,length8_plentiful,3,11,8,8,37,78.0,97.0,53.0,55.0
27,length8_plentiful,3,12,8,4,9,30.0,52.0,54.0,60.0
27,length8_plentiful,3,13,8,2,27,69.0,85.0,44.0,93.0
27,length8_plentiful,3,14,8,4,39,49.0,57.0,62.0,73.0
27,length8_plentiful,3,15,8,8,13,82.0,86.0,52.0,87.0
27,length8_plentiful,3,16,8,1,34,94.0,51.0,79.0,78.0
27,length8_plentiful,3,17,8,2,40,93.0,94.0,26.0,54.0
27,length8_plentiful,3,18,8,8,26,91.0,35.0,56.0,87.0
27,length8_plentiful,3,19,8,6,38,71.0,80.0,36.0,31.0
27,length8_plentiful,3,20,8,4,24,70.0,63.0,53.0,91.0
27,length8_plentiful,3,21,8,1,15,82.0,80.0,18.0,56.0
27,length8_plentiful,3,22,8,3,31,75.0,35.0,79.0,89.0
27,length8_plentiful,3,23,8,4,7,68.0,38.0,35.0,69.0
27,length8_plentiful,3,24,8,3,25,43.0,66.0,74.0,80.0
27,length8_plentiful,3,25,8,3,14,57.0,71.0,97.0,81.0
27,length8_plentiful,3,26,8,4,11,79.0,61.0,62.0,90.0
27,length8_plentiful,3,27,8,8,28,49.0,73.0,57.0,58.0
27,length8_plentiful,3,28,8,6,19,49.0,38.0,81.0,69.0
27,length8_plentiful,3,29,8,2,5,54.0,78.0,52.0,65.0
27,length8_plentiful,3,30,8,5,36,41.0,69.0,63.0,55.0
27,length8_plentiful,3,31,8,2,29,59.0,85.0,46.0,78.0
27,length8_plentiful,3,32,8,1,20,93.0,85.0,92.0,62.0
27,length8_plentiful,3,33,8,3,12,65.0,69.0,88.0,42.0
27,length8_plentiful,3,34,8,6,8,68.0,48.0,71.0,45.0
27,length8_plentiful,3,35,8,4,35,64.0,57.0,75.0,76.0
27,length8_plentiful,3,36,8,8,32,72.0,52.0,49.0,61.0
27,length8_plentiful,3,37,8,8,1,86.0,64.0,24.0,52.0
27,length8_plentiful,3,38,8,5,6,41.0,59.0,25.0,75.0
27,length8_plentiful,3,39,8,5,23,52.0,76.0,67.0,55.0
27,length8_plentiful,3,40,8,2,16,63.0,86.0,82.0,55.0
28,length4_neutral,0,1,4,1,25,95.0,66.0,15.0,13.0
28,length4_neutral,0,2,4,3,11,38.0,9.0,73.0,48.0
28,length4_neutral,0,3,4,2,40,51.0,77.0,12.0,2.0
28,length4_neutral,0,4,4,2,9,7.0,82.0,11.0,32.0
28,length4_neutral,0,5,4,2,20,16.0,84.0,17.0,89.0
28,length4_neutral,0,6,4,3,2,42.0,7.0,96.0,56.0
28,length4_neutral,0,7,4,1,10,75.0,29.0,37.0,26.0
28,length4_neutral,0,8,4,1,17,90.0,79.0,69.0,31.0
28,length4_neutral,0,9,4,4,37,4.0,10.0,13.0,8.0
28,length4_neutral,0,10,4,1,15,94.0,60.0,86.0,11.0
28,length4_neutral,0,11,4,1,18,95.0,10.0,97.0,77.0
28,length4_neutral,0,12,4,4,29,53.0,42.0,11.0,60.0
28,length4_neutral,0,13,4,1,33,72.0,83.0,90.0,94.0
28,length4_neutral,0,14,4,3,7,39.0,45.0,59.0,20.0
28,length4_neutral,0,15,4,1,24,84.0,98.0,24.0,26.0
28,length4_neutral,0,16,4,1,22,95.0,37.0,42.0,11.0
28,length4_neutral,0,17,4,2,5,9.0,89.0,1.0,12.0
28,length4_neutral,0,18,4,2,4,18.0,67.0,34.0,41.0
28,length4_neutral,0,19,4,3,23,7.0,19.0,67.0,1.0
28,length4_neutral,0,20,4,1,39,44.0,81.0,34.0,28.0
28,length4_neutral,0,21,4,3,16,19.0,61.0,91.0,40.0
28,length4_neutral,0,22,4,3,28,37.0,46.0,87.0,15.0
28,length4_neutral,0,23,4,2,26,9.0,62.0,2.0,36.0
28,length4_neutral,0,24,4,1,30,72.0,93.0,84.0,17.0
28,length4_neutral,0,25,4,4,14,49.0,75.0,71.0,13.0
28,length4_neutral,0,26,4,1,32,93.0,79.0,18.0,97.0
28,length4_neutral,0,27,4,1,3,88.0,70.0,72.0,52.0
28,length4_neutral,0,28,4,3,31,21.0,22.0,59.0,61.0
28,length4_neutral,0,29,4,1,1,83.0,7.0,13.0,96.0
28,length4_neutral,0,30,4,2,34,47.0,92.0,62.0,32.0
28,length4_neutral,0,31,4,3,35,5.0,4.0,68.0,52.0
28,length4_neutral,0,32,4,3,8,5.0,36.0,90.0,50.0
28,length4_neutral,0,33,4,1,27,86.0,92.0,15.0,12.0
28,length4_neutral,0,34,4,1,21,79.0,29.0,65.0,58.0
28,length4_neutral,0,35,4,3,38,7.0,21.0,54.0,40.0
28,length4_neutral,0,36,4,2,13,23.0,81.0,71.0,46.0
28,length4_neutral,0,37,4,2,36,25.0,88.0,13.0,79.0
28,length4_neutral,0,38,4,4,12,18.0,59.0,31.0,52.0
28,length4_neutral,0,39,4,3,6,9.0,42.0,53.0,25.0
28,length4_neutral,0,40,4,4,19,79.0,29.0,38.0,12.0
28,length4_plentiful,1,1,4,4,25,80.0,57.0,26.0,63.0
28,length4_plentiful,1,2,4,4,11,59.0,69.0,71.0,55.0
28,length4_plentiful,1,3,4,4,40,70.0,69.0,61.0,43.0
28,length4_plentiful,1,4,4,2,9,64.0,94.0,71.0,90.0
28,length4_plentiful,1,5,4,3,20,60.0,46.0,81.0,66.0
28,length4_plentiful,1,6,4,3,2,58.0,64.0,87.0,53.0
28,length4_plentiful,1,7,4,4,10,61.0,77.0,46.0,64.0
28,length4_plentiful,1,8,4,2,17,26.0,89.0,69.0,48.0
28,length4_plentiful,1,9,4,2,37,52.0,86.0,76.0,93.0
28,length4_plentiful,1,10,4,1,15,88.0,64.0,83.0,41.0
28,length4_plentiful,1,11,4,4,18,80.0,57.0,55.0,89.0
28,length4_plentiful,1,12,4,2,29,79.0,82.0,97.0,62.0
28,length4_plentiful,1,13,4,1,33,97.0,63.0,69.0,68.0
28,length4_plentiful,1,14,4,4,7,59.0,55.0,47.0,77.0
28,length4_plentiful,1,15,4,3,24,52.0,53.0,90.0,62.0
28,length4_plentiful,1,16,4,2,22,46.0,85.0,55.0,87.0
28,length4_plentiful,1,17,4,2,5,65.0,86.0,48.0,59.0
28,length4_plentiful,1,18,4,4,4,56.0,51.0,50.0,89.0
28,length4_plentiful,1,19,4,1,23,85.0,39.0,50.0,53.0
28,length4_plentiful,1,20,4,4,39,52.0,64.0,56.0,81.0
28,length4_plentiful,1,21,4,2,16,68.0,88.0,84.0,49.0
28,length4_plentiful,1,22,4,1,28,85.0,65.0,80.0,78.0
28,length4_plentiful,1,23,4,1,26,89.0,52.0,80.0,55.0
28,length4_plentiful,1,24,4,1,30,81.0,73.0,66.0,80.0
28,length4_plentiful,1,25,4,2,14,44.0,84.0,89.0,69.0
28,length4_plentiful,1,26,4,3,32,76.0,51.0,82.0,64.0
28,length4_plentiful,1,27,4,3,3,36.0,43.0,79.0,76.0
28,length4_plentiful,1,28,4,4,31,32.0,66.0,63.0,95.0
28,length4_plentiful,1,29,4,1,1,96.0,82.0,85.0,93.0
28,length4_plentiful,1,30,4,3,34,64.0,39.0,84.0,82.0
28,length4_plentiful,1,31,4,1,35,90.0,81.0,61.0,39.0
28,length4_plentiful,1,32,4,4,8,77.0,23.0,47.0,26.0
28,length4_plentiful,1,33,4,4,27,83.0,73.0,71.0,62.0
28,length4_plentiful,1,34,4,4,21,61.0,30.0,49.0,91.0
28,length4_plentiful,1,35,4,1,38,77.0,63.0,75.0,79.0
28,length4_plentiful,1,36,4,2,13,73.0,78.0,56.0,22.0
28,length4_plentiful,1,37,4,4,36,75.0,79.0,56.0,86.0
28,length4_plentiful,1,38,4,1,12,94.0,81.0,68.0,47.0
28,length4_plentiful,1,39,4,4,6,54.0,72.0,18.0,57.0
28,length4_plentiful,1,40,4,4,19,67.0,53.0,59.0,49.0
28,length8_neutral,2,1,8,7,25,35.0,77.0,15.0,1.0
28,length8_neutral,2,2,8,2,11,4.0,89.0,77.0,93.0
28,length8_neutral,2,3,8,8,40,71.0,77.0,83.0,22.0
28,length8_neutral,2,4,8,2,9,68.0,82.0,63.0,93.0
28,length8_neutral,2,5,8,7,20,26.0,4.0,39.0,14.0
28,length8_neutral,2,6,8,4,2,43.0,63.0,21.0,86.0
28,length8_neutral,2,7,8,8,10,88.0,26.0,31.0,78.0
28,length8_neutral,2,8,8,2,17,83.0,92.0,49.0,43.0
28,length8_neutral,2,9,8,5,37,76.0,31.0,21.0,16.0
28,length8_neutral,2,10,8,5,15,22.0,79.0,32.0,2.0
28,length8_neutral,2,11,8,2,18,1.0,85.0,89.0,24.0
28,length8_neutral,2,12,8,7,29,46.0,19.0,45.0,4.0
28,length8_neutral,2,13,8,7,33,64.0,42.0,83.0,7.0
28,length8_neutral,2,14,8,2,7,77.0,82.0,29.0,34.0
28,length8_neutral,2,15,8,4,24,73.0,14.0,13.0,90.0
28,length8_neutral,2,16,8,8,22,61.0,12.0,10.0,48.0
28,length8_neutral,2,17,8,8,5,46.0,43.0,51.0,6.0
28,length8_neutral,2,18,8,1,4,97.0,35.0,57.0,80.0
28,length8_neutral,2,19,8,8,23,30.0,62.0,45.0,46.0
28,length8_neutral,2,20,8,4,39,76.0,60.0,51.0,73.0
28,length8_neutral,2,21,8,4,16,13.0,12.0,15.0,83.0
28,length8_neutral,2,22,8,2,28,51.0,89.0,25.0,88.0
28,length8_neutral,2,23,8,3,26,80.0,40.0,83.0,57.0
28,length8_neutral,2,24,8,8,30,25.0,17.0,12.0,23.0
28,length8_neutral,2,25,8,3,14,16.0,48.0,56.0,79.0
28,length8_neutral,2,26,8,8,32,92.0,41.0,87.0,86.0
28,length8_neutral,2,27,8,3,3,7.0,55.0,96.0,23.0
28,length8_neutral,2,28,8,3,31,73.0,53.0,94.0,29.0
28,length8_neutral,2,29,8,8,1,94.0,87.0,35.0,57.0
28,length8_neutral,2,30,8,8,34,31.0,62.0,38.0,36.0
28,length8_neutral,2,31,8,4,35,52.0,1.0,65.0,96.0
28,length8_neutral,2,32,8,6,8,20.0,76.0,30.0,72.0
28,length8_neutral,2,33,8,7,27,31.0,67.0,45.0,8.0
28,length8_neutral,2,34,8,6,21,41.0,18.0,13.0,49.0
28,length8_neutral,2,35,8,1,38,93.0,53.0,59.0,67.0
28,length8_neutral,2,36,8,4,13,75.0,62.0,74.0,93.0
28,length8_neutral,2,37,8,1,36,94.0,77.0,85.0,11.0
28,length8_neutral,2,38,8,8,12,12.0,55.0,31.0,30.0
28,length8_neutral,2,39,8,8,6,72.0,62.0,33.0,45.0
28,length8_neutral,2,40,8,3,19,86.0,7.0,77.0,50.0
28,length8_plentiful,3,1,8,8,25,50.0,69.0,73.0,92.0
28,length8_plentiful,3,2,8,6,11,63.0,68.0,66.0,74.0
28,length8_plentiful,3,3,8,2,40,70.0,89.0,85.0,42.0
28,length8_plentiful,3,4,8,4,9,84.0,88.0,68.0,91.0
28,length8_plentiful,3,5,8,8,20,61.0,28.0,82.0,57.0
28,length8_plentiful,3,6,8,8,2,62.0,68.0,58.0,57.0
28,length8_plentiful,3,7,8,6,10,87.0,42.0,75.0,68.0
28,length8_plentiful,3,8,8,3,17,82.0,76.0,87.0,53.0
28,length8_plentiful,3,9,8,6,37,66.0,70.0,54.0,59.0
28,length8_plentiful,3,10,8,4,15,65.0,43.0,30.0,81.0
28,length8_plentiful,3,11,8,2,18,67.0,89.0,96.0,58.0
28,length8_plentiful,3,12,8,8,29,67.0,68.0,98.0,84.0
28,length8_plentiful,3,13,8,8,33,88.0,56.0,79.0,75.0
28,length8_plentiful,3,14,8,5,7,50.0,44.0,69.0,63.0
28,length8_plentiful,3,15,8,8,24,49.0,36.0,78.0,30.0
28,length8_plentiful,3,16,8,8,22,54.0,58.0,45.0,69.0
28,length8_plentiful,3,17,8,4,5,76.0,84.0,85.0,94.0
28,length8_plentiful,3,18,8,8,4,62.0,64.0,87.0,79.0
28,length8_plentiful,3,19,8,5,23,65.0,62.0,89.0,49.0
28,length8_plentiful,3,20,8,7,39,44.0,63.0,70.0,68.0
28,length8_plentiful,3,21,8,6,16,90.0,72.0,87.0,69.0
28,length8_plentiful,3,22,8,8,28,35.0,86.0,87.0,65.0
28,length8_plentiful,3,23,8,7,26,80.0,52.0,35.0,30.0
28,length8_plentiful,3,24,8,8,30,54.0,94.0,33.0,70.0
28,length8_plentiful,3,25,8,7,14,78.0,52.0,74.0,77.0
28,length8_plentiful,3,26,8,3,32,30.0,68.0,93.0,70.0
28,length8_plentiful,3,27,8,5,3,78.0,49.0,63.0,72.0
28,length8_plentiful,3,28,8,8,31,57.0,46.0,90.0,36.0
28,length8_plentiful,3,29,8,8,1,81.0,78.0,44.0,63.0
28,length8_plentiful,3,30,8,8,34,60.0,45.0,88.0,70.0
28,length8_plentiful,3,31,8,6,35,59.0,74.0,62.0,70.0
28,length8_plentiful,3,32,8,8,8,66.0,79.0,46.0,56.0
28,length8_plentiful,3,33,8,3,27,43.0,78.0,87.0,89.0
28,length8_plentiful,3,34,8,7,21,71.0,64.0,85.0,70.0
28,length8_plentiful,3,35,8,8,38,75.0,89.0,67.0,87.0
28,length8_plentiful,3,36,8,6,13,82.0,68.0,76.0,79.0
28,length8_plentiful,3,37,8,4,36,89.0,58.0,75.0,95.0
28,length8_plentiful,3,38,8,8,12,73.0,74.0,78.0,52.0
28,length8_plentiful,3,39,8,5,6,35.0,45.0,74.0,72.0
28,length8_plentiful,3,40,8,8,19,80.0,70.0,69.0,89.0
29,length4_neutral,0,1,4,4,20,49.0,39.0,25.0,81.0
29,length4_neutral,0,2,4,1,12,98.0,93.0,67.0,39.0
29,length4_neutral,0,3,4,1,19,52.0,1.0,85.0,50.0
29,length4_neutral,0,4,4,1,4,63.0,21.0,43.0,28.0
29,length4_neutral,0,5,4,2,33,3.0,93.0,67.0,77.0
29,length4_neutral,0,6,4,2,18,5.0,60.0,53.0,36.0
29,length4_neutral,0,7,4,2,16,12.0,91.0,36.0,95.0
29,length4_neutral,0,8,4,3,6,23.0,40.0,86.0,5.0
29,length4_neutral,0,9,4,2,3,56.0,72.0,22.0,25.0
29,length4_neutral,0,10,4,1,14,81.0,96.0,83.0,71.0
29,length4_neutral,0,11,4,2,2,11.0,98.0,61.0,64.0
29,length4_neutral,0,12,4,2,34,17.0,62.0,80.0,7.0
29,length4_neutral,0,13,4,3,7,42.0,36.0,91.0,16.0
29,length4_neutral,0,14,4,2,24,42.0,80.0,70.0,63.0
29,length4_neutral,0,15,4,4,23,3.0,28.0,25.0,84.0
29,length4_neutral,0,16,4,3,36,35.0,9.0,91.0,24.0
29,length4_neutral,0,17,4,4,39,22.0,26.0,24.0,21.0
29,length4_neutral,0,18,4,1,29,87.0,12.0,50.0,55.0
29,length4_neutral,0,19,4,4,13,36.0,7.0,15.0,44.0
29,length4_neutral,0,20,4,4,10,67.0,63.0,7.0,30.0
29,length4_neutral,0,21,4,1,37,62.0,81.0,72.0,61.0
29,length4_neutral,0,22,4,4,5,64.0,62.0,19.0,48.0
29,length4_neutral,0,23,4,1,30,79.0,69.0,97.0,43.0
29,length4_neutral,0,24,4,4,9,46.0,42.0,6.0,26.0
29,length4_neutral,0,25,4,3,28,62.0,9.0,70.0,94.0
29,length4_neutral,0,26,4,1,8,90.0,54.0,87.0,84.0
29,length4_neutral,0,27,4,2,15,74.0,75.0,43.0,78.0
29,length4_neutral,0,28,4,1,26,85.0,76.0,22.0,16.0
29,length4_neutral,0,29,4,4,11,56.0,34.0,22.0,64.0
29,length4_neutral,0,30,4,4,27,91.0,33.0,54.0,42.0
29,length4_neutral,0,31,4,3,31,50.0,69.0,72.0,20.0
29,length4_neutral,0,32,4,4,32,60.0,57.0,22.0,46.0
29,length4_neutral,0,33,4,3,21,10.0,37.0,84.0,36.0
29,length4_neutral,0,34,4,2,35,22.0,80.0,19.0,2.0
29,length4_neutral,0,35,4,2,17,35.0,86.0,84.0,77.0
29,length4_neutral,0,36,4,1,40,81.0,93.0,69.0,11.0
29,length4_neutral,0,37,4,4,1,67.0,27.0,37.0,45.0
29,length4_neutral,0,38,4,2,38,39.0,59.0,67.0,42.0
29,length4_neutral,0,39,4,4,25,7.0,35.0,27.0,3.0
29,length4_neutral,0,40,4,3,22,42.0,9.0,95.0,26.0
29,length4_plentiful,1,1,4,4,20,76.0,63.0,60.0,79.0
29,length4_plentiful,1,2,4,1,12,88.0,62.0,84.0,73.0
29,length4_plentiful,1,3,4,1,19,69.0,76.0,65.0,90.0
29,length4_plentiful,1,4,4,3,4,39.0,61.0,64.0,54.0
29,length4_plentiful,1,5,4,4,33,72.0,57.0,18.0,71.0
29,length4_plentiful,1,6,4,3,18,63.0,29.0,60.0,75.0
29,length4_plentiful,1,7,4,3,16,60.0,71.0,84.0,81.0
29,length4_plentiful,1,8,4,4,6,95.0,52.0,59.0,36.0
29,length4_plentiful,1,9,4,4,3,17.0,65.0,44.0,96.0
29,length4_plentiful,1,10,4,4,14,72.0,38.0,62.0,86.0
29,length4_plentiful,1,11,4,2,2,70.0,76.0,91.0,82.0
29,length4_plentiful,1,12,4,2,34,68.0,90.0,59.0,60.0
29,length4_plentiful,1,13,4,4,7,68.0,38.0,33.0,47.0
29,length4_plentiful,1,14,4,1,24,83.0,79.0,84.0,66.0
29,length4_plentiful,1,15,4,4,23,60.0,59.0,35.0,67.0
29,length4_plentiful,1,16,4,3,36,54.0,68.0,72.0,89.0
29,length4_plentiful,1,17,4,1,39,93.0,55.0,62.0,57.0
29,length4_plentiful,1,18,4,1,29,85.0,87.0,71.0,48.0
29,length4_plentiful,1,19,4,4,13,90.0,79.0,72.0,89.0
29,length4_plentiful,1,20,4,3,10,73.0,74.0,87.0,55.0
29,length4_plentiful,1,21,4,3,37,59.0,66.0,72.0,76.0
