participant,quarter,question,truth,answer,confidence,correct,session
476,W2024,36,1,1,89.0,1,1
476,W2024,37,2,2,89.0,1,1
476,W2024,38,2,2,41.0,1,1
476,W2024,39,1,1,84.0,1,1
476,W2024,40,1,2,29.0,0,1
476,W2024,41,2,2,98.0,1,1
476,W2024,42,2,2,91.0,1,1
476,W2024,43,2,2,83.0,1,1
476,W2024,44,1,2,94.0,0,1
476,W2024,45,2,2,64.0,1,1
476,W2024,46,2,2,95.0,1,1
476,W2024,47,2,2,66.0,1,1
476,W2024,48,1,1,63.0,1,1
476,W2024,49,2,2,75.0,1,1
476,W2024,50,1,1,80.0,1,1
174,W2024,1,2,2,50.0,1,1
174,W2024,2,2,2,75.0,1,1
174,W2024,3,1,2,62.0,0,1
174,W2024,4,1,1,61.0,1,1
174,W2024,5,2,2,100.0,1,1
174,W2024,6,1,1,65.0,1,1
174,W2024,7,2,2,53.0,1,1
174,W2024,8,2,2,78.0,1,1
174,W2024,9,2,1,57.0,0,1
174,W2024,10,1,1,75.0,1,1
174,W2024,11,1,1,90.0,1,1
174,W2024,12,1,1,67.0,1,1
174,W2024,13,2,1,63.0,0,1
174,W2024,14,1,1,48.0,1,1
174,W2024,15,1,1,75.0,1,1
174,W2024,16,2,2,70.0,1,1
174,W2024,17,2,2,40.0,1,1
174,W2024,18,2,2,52.0,1,1
174,W2024,19,2,2,74.0,1,1
174,W2024,20,2,2,43.0,1,1
174,W2024,21,1,2,55.0,0,1
174,W2024,22,2,1,77.0,0,1
174,W2024,23,2,1,65.0,0,1
174,W2024,24,1,1,62.0,1,1
174,W2024,25,2,2,50.0,1,1
174,W2024,26,2,2,57.0,1,1
174,W2024,27,2,2,53.0,1,1
174,W2024,28,2,2,55.0,1,1
174,W2024,29,2,2,65.0,1,1
174,W2024,30,2,2,53.0,1,1
174,W2024,31,2,1,81.0,0,1
174,W2024,32,2,2,70.0,1,1
174,W2024,33,2,1,74.0,0,1
174,W2024,34,2,2,71.0,1,1
174,W2024,35,1,1,50.0,1,1
174,W2024,36,1,1,65.0,1,1
174,W2024,37,2,2,43.0,1,1
174,W2024,38,2,1,71.0,0,1
174,W2024,39,1,1,45.0,1,1
174,W2024,40,1,2,50.0,0,1
174,W2024,41,2,2,82.0,1,1
174,W2024,42,2,2,64.0,1,1
174,W2024,43,2,1,39.0,0,1
174,W2024,44,1,1,60.0,1,1
174,W2024,45,2,2,35.0,1,1
174,W2024,46,2,2,80.0,1,1
174,W2024,47,2,2,55.0,1,1
174,W2024,48,1,1,60.0,1,1
174,W2024,49,2,2,68.0,1,1
174,W2024,50,1,1,56.0,1,1
335,W2024,1,2,1,70.0,0,1
335,W2024,2,2,1,62.0,0,1
335,W2024,3,1,1,99.0,1,1
335,W2024,4,1,2,45.0,0,1
335,W2024,5,2,2,39.0,1,1
335,W2024,6,1,1,95.0,1,1
335,W2024,7,2,2,44.0,1,1
335,W2024,8,2,2,41.0,1,1
335,W2024,9,2,2,70.0,1,1
335,W2024,10,1,1,74.0,1,1
335,W2024,11,1,1,44.0,1,1
335,W2024,12,1,1,87.0,1,1
335,W2024,13,2,1,74.0,0,1
335,W2024,14,1,1,95.0,1,1
335,W2024,15,1,1,55.0,1,1
335,W2024,16,2,2,65.0,1,1
335,W2024,17,2,1,49.0,0,1
335,W2024,18,2,1,66.0,0,1
335,W2024,19,2,1,35.0,0,1
335,W2024,20,2,1,66.0,0,1
335,W2024,21,1,1,94.0,1,1
335,W2024,22,2,1,66.0,0,1
335,W2024,23,2,1,87.0,0,1
335,W2024,24,1,1,58.0,1,1
335,W2024,25,2,1,75.0,0,1
335,W2024,26,2,2,50.0,1,1
335,W2024,27,2,1,66.0,0,1
335,W2024,28,2,2,62.0,1,1
335,W2024,29,2,1,56.0,0,1
335,W2024,30,2,1,32.0,0,1
335,W2024,31,2,1,73.0,0,1
335,W2024,32,2,2,33.0,1,1
335,W2024,33,2,1,64.0,0,1
335,W2024,34,2,2,66.0,1,1
335,W2024,35,1,1,42.0,1,1
335,W2024,36,1,1,80.0,1,1
335,W2024,37,2,1,93.0,0,1
335,W2024,38,2,1,85.0,0,1
335,W2024,39,1,1,84.0,1,1
335,W2024,40,1,2,72.0,0,1
335,W2024,41,2,2,38.0,1,1
335,W2024,42,2,1,34.0,0,1
335,W2024,43,2,2,42.0,1,1
335,W2024,44,1,1,94.0,1,1
335,W2024,45,2,1,52.0,0,1
335,W2024,46,2,2,35.0,1,1
335,W2024,47,2,1,95.0,0,1
335,W2024,48,1,1,84.0,1,1
335,W2024,49,2,1,63.0,0,1
335,W2024,50,1,2,40.0,0,1
310,W2024,1,2,2,60.0,1,1
310,W2024,2,2,2,40.0,1,1
310,W2024,3,1,1,86.0,1,1
310,W2024,4,1,1,55.0,1,1
310,W2024,5,2,1,83.0,0,1
310,W2024,6,1,1,81.0,1,1
310,W2024,7,2,2,54.0,1,1
310,W2024,8,2,2,73.0,1,1
310,W2024,9,2,1,67.0,0,1
310,W2024,10,1,1,62.0,1,1
310,W2024,11,1,1,77.0,1,1
310,W2024,12,1,1,71.0,1,1
310,W2024,13,2,1,87.0,0,1
310,W2024,14,1,1,62.0,1,1
310,W2024,15,1,1,56.0,1,1
310,W2024,16,2,1,72.0,0,1
310,W2024,17,2,1,77.0,0,1
310,W2024,18,2,1,89.0,0,1
310,W2024,19,2,2,51.0,1,1
310,W2024,20,2,1,81.0,0,1
310,W2024,21,1,1,87.0,1,1
310,W2024,22,2,1,75.0,0,1
310,W2024,23,2,1,76.0,0,1
310,W2024,24,1,1,80.0,1,1
310,W2024,25,2,1,60.0,0,1
310,W2024,26,2,1,60.0,0,1
310,W2024,27,2,1,88.0,0,1
310,W2024,28,2,2,50.0,1,1
310,W2024,29,2,2,30.0,1,1
310,W2024,30,2,1,70.0,0,1
310,W2024,31,2,1,70.0,0,1
310,W2024,32,2,2,49.0,1,1
310,W2024,33,2,2,65.0,1,1
310,W2024,34,2,2,61.0,1,1
310,W2024,35,1,2,35.0,0,1
310,W2024,36,1,2,54.0,0,1
310,W2024,37,2,1,71.0,0,1
310,W2024,38,2,1,64.0,0,1
310,W2024,39,1,1,56.0,1,1
310,W2024,40,1,2,50.0,0,1
310,W2024,41,2,2,51.0,1,1
310,W2024,42,2,1,91.0,0,1
310,W2024,43,2,1,71.0,0,1
310,W2024,44,1,1,63.0,1,1
310,W2024,45,2,1,37.0,0,1
310,W2024,46,2,2,53.0,1,1
310,W2024,47,2,1,71.0,0,1
310,W2024,48,1,1,62.0,1,1
310,W2024,49,2,2,60.0,1,1
310,W2024,50,1,2,43.0,0,1
253,W2024,1,2,1,80.0,0,1
253,W2024,2,2,2,70.0,1,1
253,W2024,3,1,1,80.0,1,1
253,W2024,4,1,1,60.0,1,1
253,W2024,5,2,2,70.0,1,1
253,W2024,6,1,1,81.0,1,1
253,W2024,7,2,2,40.0,1,1
253,W2024,8,2,1,60.0,0,1
253,W2024,9,2,1,60.0,0,1
253,W2024,10,1,1,80.0,1,1
253,W2024,11,1,1,75.0,1,1
253,W2024,12,1,2,50.0,0,1
253,W2024,13,2,1,60.0,0,1
253,W2024,14,1,1,50.0,1,1
253,W2024,15,1,2,60.0,0,1
253,W2024,16,2,2,50.0,1,1
253,W2024,17,2,1,80.0,0,1
253,W2024,18,2,1,60.0,0,1
253,W2024,19,2,1,60.0,0,1
253,W2024,20,2,1,80.0,0,1
253,W2024,21,1,1,80.0,1,1
253,W2024,22,2,1,70.0,0,1
253,W2024,23,2,1,50.0,0,1
253,W2024,24,1,1,80.0,1,1
253,W2024,25,2,1,70.0,0,1
253,W2024,26,2,1,65.0,0,1
253,W2024,27,2,1,60.0,0,1
253,W2024,28,2,2,80.0,1,1
253,W2024,29,2,1,60.0,0,1
253,W2024,30,2,1,70.0,0,1
253,W2024,31,2,2,50.0,1,1
253,W2024,32,2,2,70.0,1,1
253,W2024,33,2,1,70.0,0,1
253,W2024,34,2,2,50.0,1,1
253,W2024,35,1,1,40.0,1,1
253,W2024,36,1,1,50.0,1,1
253,W2024,37,2,1,70.0,0,1
253,W2024,38,2,1,80.0,0,1
253,W2024,39,1,1,80.0,1,1
253,W2024,40,1,2,50.0,0,1
253,W2024,41,2,2,50.0,1,1
253,W2024,42,2,1,65.0,0,1
253,W2024,43,2,1,85.0,0,1
253,W2024,44,1,1,100.0,1,1
253,W2024,45,2,2,50.0,1,1
253,W2024,46,2,2,50.0,1,1
253,W2024,47,2,1,70.0,0,1
253,W2024,48,1,1,40.0,1,1
253,W2024,49,2,1,80.0,0,1
253,W2024,50,1,1,50.0,1,1
293,W2024,1,2,2,58.0,1,1
293,W2024,2,2,2,86.0,1,1
293,W2024,3,1,1,76.0,1,1
293,W2024,4,1,1,50.0,1,1
293,W2024,5,2,2,100.0,1,1
293,W2024,6,1,1,89.0,1,1
293,W2024,7,2,2,81.0,1,1
293,W2024,8,2,2,45.0,1,1
293,W2024,9,2,2,92.0,1,1
293,W2024,10,1,1,93.0,1,1
293,W2024,11,1,1,94.0,1,1
293,W2024,12,1,1,88.0,1,1
293,W2024,13,2,1,90.0,0,1
293,W2024,14,1,1,92.0,1,1
293,W2024,15,1,2,53.0,0,1
293,W2024,16,2,2,52.0,1,1
293,W2024,17,2,2,72.0,1,1
293,W2024,18,2,1,59.0,0,1
293,W2024,19,2,2,87.0,1,1
293,W2024,20,2,1,86.0,0,1
293,W2024,21,1,1,77.0,1,1
293,W2024,22,2,1,88.0,0,1
293,W2024,23,2,1,90.0,0,1
293,W2024,24,1,2,61.0,0,1
293,W2024,25,2,1,93.0,0,1
293,W2024,26,2,2,45.0,1,1
293,W2024,27,2,2,90.0,1,1
293,W2024,28,2,1,85.0,0,1
293,W2024,29,2,2,58.0,1,1
293,W2024,30,2,2,90.0,1,1
293,W2024,31,2,2,82.0,1,1
293,W2024,32,2,1,50.0,0,1
293,W2024,33,2,2,61.0,1,1
293,W2024,34,2,2,64.0,1,1
293,W2024,35,1,1,63.0,1,1
293,W2024,36,1,1,96.0,1,1
293,W2024,37,2,2,88.0,1,1
293,W2024,38,2,1,63.0,0,1
293,W2024,39,1,1,85.0,1,1
293,W2024,40,1,1,62.0,1,1
293,W2024,41,2,2,85.0,1,1
293,W2024,42,2,1,97.0,0,1
293,W2024,43,2,1,92.0,0,1
293,W2024,44,1,1,89.0,1,1
293,W2024,45,2,1,88.0,0,1
293,W2024,46,2,2,75.0,1,1
293,W2024,47,2,1,95.0,0,1
293,W2024,48,1,1,84.0,1,1
293,W2024,49,2,1,61.0,0,1
293,W2024,50,1,2,91.0,0,1
311,W2024,1,2,2,26.0,1,1
311,W2024,2,2,2,31.0,1,1
311,W2024,3,1,1,85.0,1,1
311,W2024,4,1,1,32.0,1,1
311,W2024,5,2,2,86.0,1,1
311,W2024,6,1,2,31.0,0,1
311,W2024,7,2,2,46.0,1,1
311,W2024,8,2,2,14.0,1,1
311,W2024,9,2,2,39.0,1,1
311,W2024,10,1,1,79.0,1,1
311,W2024,11,1,1,86.0,1,1
311,W2024,12,1,1,55.0,1,1
311,W2024,13,2,2,44.0,1,1
311,W2024,14,1,1,61.0,1,1
311,W2024,15,1,1,63.0,1,1
311,W2024,16,2,2,14.0,1,1
311,W2024,17,2,2,34.0,1,1
311,W2024,18,2,2,46.0,1,1
311,W2024,19,2,2,16.0,1,1
311,W2024,20,2,2,24.0,1,1
311,W2024,21,1,2,32.0,0,1
311,W2024,22,2,2,40.0,1,1
311,W2024,23,2,2,23.0,1,1
311,W2024,24,1,1,66.0,1,1
311,W2024,25,2,2,24.0,1,1
311,W2024,26,2,2,67.0,1,1
311,W2024,27,2,2,23.0,1,1
311,W2024,28,2,2,33.0,1,1
311,W2024,29,2,2,35.0,1,1
311,W2024,30,2,2,35.0,1,1
311,W2024,31,2,2,40.0,1,1
311,W2024,32,2,2,52.0,1,1
311,W2024,33,2,2,36.0,1,1
311,W2024,34,2,2,27.0,1,1
311,W2024,35,1,1,33.0,1,1
311,W2024,36,1,1,79.0,1,1
311,W2024,37,2,2,18.0,1,1
311,W2024,38,2,2,25.0,1,1
311,W2024,39,1,1,61.0,1,1
311,W2024,40,1,1,31.0,1,1
311,W2024,41,2,2,46.0,1,1
311,W2024,42,2,2,42.0,1,1
311,W2024,43,2,2,42.0,1,1
311,W2024,44,1,1,58.0,1,1
311,W2024,45,2,2,17.0,1,1
311,W2024,46,2,2,33.0,1,1
311,W2024,47,2,2,37.0,1,1
311,W2024,48,1,1,44.0,1,1
311,W2024,49,2,2,34.0,1,1
311,W2024,50,1,1,45.0,1,1
120,W2024,1,2,1,50.0,0,1
120,W2024,2,2,2,30.0,1,1
120,W2024,3,1,1,39.0,1,1
120,W2024,4,1,1,50.0,1,1
120,W2024,5,2,2,93.0,1,1
120,W2024,6,1,1,61.0,1,1
120,W2024,7,2,1,25.0,0,1
120,W2024,8,2,2,50.0,1,1
120,W2024,9,2,1,56.0,0,1
120,W2024,10,1,1,96.0,1,1
120,W2024,11,1,1,87.0,1,1
120,W2024,12,1,1,42.0,1,1
120,W2024,13,2,1,51.0,0,1
120,W2024,14,1,1,70.0,1,1
120,W2024,15,1,1,46.0,1,1
120,W2024,16,2,2,20.0,1,1
120,W2024,17,2,2,24.0,1,1
120,W2024,18,2,1,56.0,0,1
120,W2024,19,2,2,34.0,1,1
120,W2024,20,2,1,30.0,0,1
120,W2024,21,1,1,76.0,1,1
120,W2024,22,2,1,84.0,0,1
120,W2024,23,2,1,30.0,0,1
120,W2024,24,1,2,46.0,0,1
120,W2024,25,2,2,59.0,1,1
120,W2024,26,2,2,56.0,1,1
120,W2024,27,2,2,29.0,1,1
120,W2024,28,2,1,76.0,0,1
120,W2024,29,2,2,25.0,1,1
120,W2024,30,2,1,50.0,0,1
120,W2024,31,2,1,30.0,0,1
120,W2024,32,2,1,84.0,0,1
120,W2024,33,2,1,75.0,0,1
120,W2024,34,2,1,42.0,0,1
120,W2024,35,1,1,57.0,1,1
120,W2024,36,1,1,59.0,1,1
120,W2024,37,2,1,76.0,0,1
120,W2024,38,2,1,80.0,0,1
120,W2024,39,1,2,31.0,0,1
120,W2024,40,1,2,38.0,0,1
120,W2024,41,2,2,32.0,1,1
120,W2024,42,2,1,68.0,0,1
120,W2024,43,2,1,85.0,0,1
120,W2024,44,1,1,78.0,1,1
120,W2024,45,2,2,11.0,1,1
120,W2024,46,2,1,41.0,0,1
120,W2024,47,2,1,65.0,0,1
120,W2024,48,1,1,44.0,1,1
120,W2024,49,2,1,51.0,0,1
120,W2024,50,1,1,22.0,1,1
26,W2024,1,2,1,50.0,0,1
26,W2024,2,2,2,60.0,1,1
26,W2024,3,1,1,80.0,1,1
26,W2024,4,1,2,50.0,0,1
26,W2024,5,2,2,65.0,1,1
26,W2024,6,1,1,80.0,1,1
26,W2024,7,2,2,50.0,1,1
26,W2024,8,2,2,50.0,1,1
26,W2024,9,2,2,45.0,1,1
26,W2024,10,1,1,81.0,1,1
26,W2024,11,1,1,95.0,1,1
26,W2024,12,1,1,80.0,1,1
26,W2024,13,2,1,82.0,0,1
26,W2024,14,1,1,60.0,1,1
26,W2024,15,1,1,80.0,1,1
26,W2024,16,2,2,55.0,1,1
26,W2024,17,2,2,40.0,1,1
26,W2024,18,2,1,80.0,0,1
26,W2024,19,2,2,60.0,1,1
26,W2024,20,2,1,80.0,0,1
26,W2024,21,1,1,75.0,1,1
26,W2024,22,2,1,65.0,0,1
26,W2024,23,2,1,65.0,0,1
26,W2024,24,1,2,40.0,0,1
26,W2024,25,2,2,99.0,1,1
26,W2024,26,2,2,90.0,1,1
26,W2024,27,2,1,50.0,0,1
26,W2024,28,2,2,47.0,1,1
26,W2024,29,2,2,60.0,1,1
26,W2024,30,2,2,55.0,1,1
26,W2024,31,2,1,70.0,0,1
26,W2024,32,2,2,50.0,1,1
26,W2024,33,2,2,50.0,1,1
26,W2024,34,2,2,85.0,1,1
26,W2024,35,1,1,50.0,1,1
26,W2024,36,1,1,92.0,1,1
26,W2024,37,2,1,85.0,0,1
26,W2024,38,2,2,45.0,1,1
26,W2024,39,1,2,55.0,0,1
26,W2024,40,1,2,60.0,0,1
26,W2024,41,2,1,56.0,0,1
26,W2024,42,2,1,65.0,0,1
26,W2024,43,2,1,75.0,0,1
26,W2024,44,1,1,60.0,1,1
26,W2024,45,2,2,60.0,1,1
26,W2024,46,2,2,65.0,1,1
26,W2024,47,2,1,80.0,0,1
26,W2024,48,1,2,50.0,0,1
26,W2024,49,2,1,65.0,0,1
26,W2024,50,1,1,35.0,1,1
138,W2024,1,2,1,60.0,0,1
138,W2024,2,2,2,65.0,1,1
138,W2024,3,1,1,84.0,1,1
138,W2024,4,1,1,73.0,1,1
138,W2024,5,2,2,40.0,1,1
138,W2024,6,1,1,88.0,1,1
138,W2024,7,2,2,87.0,1,1
138,W2024,8,2,2,66.0,1,1
138,W2024,9,2,2,74.0,1,1
138,W2024,10,1,1,89.0,1,1
138,W2024,11,1,1,94.0,1,1
138,W2024,12,1,1,86.0,1,1
138,W2024,13,2,2,37.0,1,1
138,W2024,14,1,1,88.0,1,1
138,W2024,15,1,1,54.0,1,1
138,W2024,16,2,2,45.0,1,1
138,W2024,17,2,1,86.0,0,1
138,W2024,18,2,2,45.0,1,1
138,W2024,19,2,2,43.0,1,1
138,W2024,20,2,1,66.0,0,1
138,W2024,21,1,1,77.0,1,1
138,W2024,22,2,2,25.0,1,1
138,W2024,23,2,2,25.0,1,1
138,W2024,24,1,1,35.0,1,1
138,W2024,25,2,2,87.0,1,1
138,W2024,26,2,2,58.0,1,1
138,W2024,27,2,1,66.0,0,1
138,W2024,28,2,2,46.0,1,1
138,W2024,29,2,2,26.0,1,1
138,W2024,30,2,2,40.0,1,1
138,W2024,31,2,2,35.0,1,1
138,W2024,32,2,2,40.0,1,1
138,W2024,33,2,1,55.0,0,1
138,W2024,34,2,2,52.0,1,1
138,W2024,35,1,1,55.0,1,1
138,W2024,36,1,1,64.0,1,1
138,W2024,37,2,1,95.0,0,1
138,W2024,38,2,1,86.0,0,1
138,W2024,39,1,1,84.0,1,1
138,W2024,40,1,1,59.0,1,1
138,W2024,41,2,2,26.0,1,1
138,W2024,42,2,2,81.0,1,1
138,W2024,43,2,2,59.0,1,1
138,W2024,44,1,1,86.0,1,1
138,W2024,45,2,2,50.0,1,1
138,W2024,46,2,2,36.0,1,1
138,W2024,47,2,2,16.0,1,1
138,W2024,48,1,1,67.0,1,1
138,W2024,49,2,2,39.0,1,1
138,W2024,50,1,1,67.0,1,1
158,W2024,1,2,2,56.0,1,1
158,W2024,2,2,2,66.0,1,1
158,W2024,3,1,1,91.0,1,1
158,W2024,4,1,1,59.0,1,1
158,W2024,5,2,2,83.0,1,1
158,W2024,6,1,1,97.0,1,1
158,W2024,7,2,2,83.0,1,1
158,W2024,8,2,2,72.0,1,1
158,W2024,9,2,1,61.0,0,1
158,W2024,10,1,1,97.0,1,1
158,W2024,11,1,1,83.0,1,1
158,W2024,12,1,1,71.0,1,1
158,W2024,13,2,2,42.0,1,1
158,W2024,14,1,1,51.0,1,1
158,W2024,15,1,1,58.0,1,1
158,W2024,16,2,2,81.0,1,1
158,W2024,17,2,2,87.0,1,1
158,W2024,18,2,2,43.0,1,1
158,W2024,19,2,2,73.0,1,1
158,W2024,20,2,1,69.0,0,1
158,W2024,21,1,1,96.0,1,1
158,W2024,22,2,2,44.0,1,1
158,W2024,23,2,2,44.0,1,1
158,W2024,24,1,1,70.0,1,1
158,W2024,25,2,2,84.0,1,1
158,W2024,26,2,1,63.0,0,1
158,W2024,27,2,2,59.0,1,1
158,W2024,28,2,2,45.0,1,1
158,W2024,29,2,2,72.0,1,1
158,W2024,30,2,2,66.0,1,1
158,W2024,31,2,2,57.0,1,1
158,W2024,32,2,2,51.0,1,1
158,W2024,33,2,1,77.0,0,1
158,W2024,34,2,2,72.0,1,1
158,W2024,35,1,1,53.0,1,1
158,W2024,36,1,1,56.0,1,1
158,W2024,37,2,1,85.0,0,1
158,W2024,38,2,2,77.0,1,1
158,W2024,39,1,1,60.0,1,1
158,W2024,40,1,2,75.0,0,1
158,W2024,41,2,2,70.0,1,1
158,W2024,42,2,2,96.0,1,1
158,W2024,43,2,2,57.0,1,1
158,W2024,44,1,1,73.0,1,1
158,W2024,45,2,1,72.0,0,1
158,W2024,46,2,2,83.0,1,1
158,W2024,47,2,1,87.0,0,1
158,W2024,48,1,2,70.0,0,1
158,W2024,49,2,2,65.0,1,1
158,W2024,50,1,1,58.0,1,1
363,W2024,1,2,1,50.0,0,1
363,W2024,2,2,2,78.0,1,1
363,W2024,3,1,1,75.0,1,1
363,W2024,4,1,1,78.0,1,1
363,W2024,5,2,2,50.0,1,1
363,W2024,6,1,1,87.0,1,1
363,W2024,7,2,2,92.0,1,1
363,W2024,8,2,2,93.0,1,1
363,W2024,9,2,2,50.0,1,1
363,W2024,10,1,1,96.0,1,1
363,W2024,11,1,1,92.0,1,1
363,W2024,12,1,1,69.0,1,1
363,W2024,13,2,1,69.0,0,1
363,W2024,14,1,1,71.0,1,1
363,W2024,15,1,1,82.0,1,1
363,W2024,16,2,2,71.0,1,1
363,W2024,17,2,2,50.0,1,1
363,W2024,18,2,2,63.0,1,1
363,W2024,19,2,2,62.0,1,1
363,W2024,20,2,1,68.0,0,1
363,W2024,21,1,1,71.0,1,1
363,W2024,22,2,2,15.0,1,1
363,W2024,23,2,1,81.0,0,1
363,W2024,24,1,1,87.0,1,1
363,W2024,25,2,1,71.0,0,1
363,W2024,26,2,2,81.0,1,1
363,W2024,27,2,2,64.0,1,1
363,W2024,28,2,2,60.0,1,1
363,W2024,29,2,2,49.0,1,1
363,W2024,30,2,2,83.0,1,1
363,W2024,31,2,2,50.0,1,1
363,W2024,32,2,2,96.0,1,1
363,W2024,33,2,1,48.0,0,1
363,W2024,34,2,2,79.0,1,1
363,W2024,35,1,1,59.0,1,1
363,W2024,36,1,2,50.0,0,1
363,W2024,37,2,2,66.0,1,1
363,W2024,38,2,1,62.0,0,1
363,W2024,39,1,1,84.0,1,1
363,W2024,40,1,2,49.0,0,1
363,W2024,41,2,2,84.0,1,1
363,W2024,42,2,2,89.0,1,1
363,W2024,43,2,2,50.0,1,1
363,W2024,44,1,1,85.0,1,1
363,W2024,45,2,2,8.0,1,1
363,W2024,46,2,2,82.0,1,1
363,W2024,47,2,1,72.0,0,1
363,W2024,48,1,1,70.0,1,1
363,W2024,49,2,2,59.0,1,1
363,W2024,50,1,1,72.0,1,1
539,W2024,1,2,1,88.0,0,1
539,W2024,2,2,2,35.0,1,1
539,W2024,3,1,1,100.0,1,1
539,W2024,4,1,1,33.0,1,1
539,W2024,5,2,2,100.0,1,1
539,W2024,6,1,1,90.0,1,1
539,W2024,7,2,2,64.0,1,1
539,W2024,8,2,2,48.0,1,1
539,W2024,9,2,2,85.0,1,1
539,W2024,10,1,1,98.0,1,1
539,W2024,11,1,1,94.0,1,1
539,W2024,12,1,1,37.0,1,1
539,W2024,13,2,1,100.0,0,1
539,W2024,14,1,1,94.0,1,1
539,W2024,15,1,1,35.0,1,1
539,W2024,16,2,2,74.0,1,1
539,W2024,17,2,1,80.0,0,1
539,W2024,18,2,1,68.0,0,1
539,W2024,19,2,1,66.0,0,1
539,W2024,20,2,1,95.0,0,1
539,W2024,21,1,1,100.0,1,1
539,W2024,22,2,1,95.0,0,1
539,W2024,23,2,1,93.0,0,1
539,W2024,24,1,1,60.0,1,1
539,W2024,25,2,1,82.0,0,1
539,W2024,26,2,2,58.0,1,1
539,W2024,27,2,1,75.0,0,1
539,W2024,28,2,2,57.0,1,1
539,W2024,29,2,1,69.0,0,1
539,W2024,30,2,1,86.0,0,1
539,W2024,31,2,1,85.0,0,1
539,W2024,32,2,1,92.0,0,1
539,W2024,33,2,1,92.0,0,1
539,W2024,34,2,2,33.0,1,1
539,W2024,35,1,2,74.0,0,1
539,W2024,36,1,1,100.0,1,1
539,W2024,37,2,1,98.0,0,1
539,W2024,38,2,1,100.0,0,1
539,W2024,39,1,1,28.0,1,1
539,W2024,40,1,1,45.0,1,1
539,W2024,41,2,1,47.0,0,1
539,W2024,42,2,1,98.0,0,1
539,W2024,43,2,2,87.0,1,1
539,W2024,44,1,1,94.0,1,1
539,W2024,45,2,2,73.0,1,1
539,W2024,46,2,2,76.0,1,1
539,W2024,47,2,1,100.0,0,1
539,W2024,48,1,1,64.0,1,1
539,W2024,49,2,1,83.0,0,1
539,W2024,50,1,1,64.0,1,1
34,W2024,1,2,2,60.0,1,1
34,W2024,2,2,2,87.0,1,1
34,W2024,3,1,1,84.0,1,1
34,W2024,4,1,2,71.0,0,1
34,W2024,5,2,2,82.0,1,1
34,W2024,6,1,1,72.0,1,1
34,W2024,7,2,2,61.0,1,1
34,W2024,8,2,2,71.0,1,1
34,W2024,9,2,2,70.0,1,1
34,W2024,10,1,1,70.0,1,1
34,W2024,11,1,1,70.0,1,1
34,W2024,12,1,2,50.0,0,1
34,W2024,13,2,1,80.0,0,1
34,W2024,14,1,1,82.0,1,1
34,W2024,15,1,2,60.0,0,1
34,W2024,16,2,2,71.0,1,1
34,W2024,17,2,1,61.0,0,1
34,W2024,18,2,1,61.0,0,1
34,W2024,19,2,1,40.0,0,1
34,W2024,20,2,1,62.0,0,1
34,W2024,21,1,1,62.0,1,1
34,W2024,22,2,2,50.0,1,1
34,W2024,23,2,2,61.0,1,1
34,W2024,24,1,2,39.0,0,1
34,W2024,25,2,2,50.0,1,1
34,W2024,26,2,2,51.0,1,1
34,W2024,27,2,2,49.0,1,1
34,W2024,28,2,1,80.0,0,1
34,W2024,29,2,2,39.0,1,1
34,W2024,30,2,1,40.0,0,1
34,W2024,31,2,1,52.0,0,1
34,W2024,32,2,1,92.0,0,1
34,W2024,33,2,1,61.0,0,1
34,W2024,34,2,2,61.0,1,1
34,W2024,35,1,2,70.0,0,1
34,W2024,36,1,1,82.0,1,1
34,W2024,37,2,2,41.0,1,1
34,W2024,38,2,2,41.0,1,1
34,W2024,39,1,2,60.0,0,1
34,W2024,40,1,2,70.0,0,1
34,W2024,41,2,2,73.0,1,1
34,W2024,42,2,2,51.0,1,1
34,W2024,43,2,2,80.0,1,1
34,W2024,44,1,1,71.0,1,1
34,W2024,45,2,2,61.0,1,1
34,W2024,46,2,2,61.0,1,1
34,W2024,47,2,1,81.0,0,1
34,W2024,48,1,2,62.0,0,1
34,W2024,49,2,1,40.0,0,1
34,W2024,50,1,1,39.0,1,1
319,W2024,1,2,2,23.0,1,1
319,W2024,2,2,2,95.0,1,1
319,W2024,3,1,1,82.0,1,1
319,W2024,4,1,2,28.0,0,1
319,W2024,5,2,2,96.0,1,1
319,W2024,6,1,1,84.0,1,1
319,W2024,7,2,2,80.0,1,1
319,W2024,8,2,2,44.0,1,1
319,W2024,9,2,1,84.0,0,1
319,W2024,10,1,1,82.0,1,1
319,W2024,11,1,1,91.0,1,1
319,W2024,12,1,1,55.0,1,1
319,W2024,13,2,2,19.0,1,1
319,W2024,14,1,2,63.0,0,1
319,W2024,15,1,1,83.0,1,1
319,W2024,16,2,2,71.0,1,1
319,W2024,17,2,2,59.0,1,1
319,W2024,18,2,1,76.0,0,1
319,W2024,19,2,2,50.0,1,1
319,W2024,20,2,1,69.0,0,1
319,W2024,21,1,1,60.0,1,1
319,W2024,22,2,2,66.0,1,1
319,W2024,23,2,2,56.0,1,1
319,W2024,24,1,1,82.0,1,1
319,W2024,25,2,2,98.0,1,1
319,W2024,26,2,2,72.0,1,1
319,W2024,27,2,2,50.0,1,1
319,W2024,28,2,2,86.0,1,1
319,W2024,29,2,2,35.0,1,1
319,W2024,30,2,1,71.0,0,1
319,W2024,31,2,2,36.0,1,1
319,W2024,32,2,1,100.0,0,1
319,W2024,33,2,1,76.0,0,1
